kfr_imm_black_male_p25
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.31940714
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4374221
""
""
0.38692456
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44611442
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.36685085
""
""
""
""
""
0.43893421
""
""
0.37144881
""
""
""
""
""
""
""
""
0.352833
""
""
""
""
""
""
""
""
""
""
0.42869979
""
""
0.46427825
0.28596273
""
0.43150958
0.43122694
0.20600535
0.33642504
""
0.38727611
""
0.36404729
""
""
""
""
0.42562538
""
""
""
""
""
""
""
""
""
""
""
""
0.37200662
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37799233
""
""
""
""
0.35765761
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4002963
0.37697145
""
""
0.42935905
0.34241751
""
""
""
0.4416492
""
0.467262
0.37631473
""
""
""
0.37567449
0.3647579
""
0.33491826
""
""
0.38696522
""
""
""
0.39910272
0.33659044
""
""
""
""
""
""
""
""
""
""
""
0.33228022
""
""
""
""
""
0.35460123
0.30750847
0.41239467
""
""
""
""
0.30548096
""
0.35816345
""
""
0.23489045
""
0.33667177
0.3875666
0.37796718
0.58681369
0.32015496
0.37337041
""
""
0.44778138
""
0.44723576
0.39778337
""
""
""
""
0.32666749
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.32800451
""
0.41472507
""
""
""
""
""
""
""
""
""
""
0.38181028
""
""
""
0.33309308
""
""
""
""
""
""
""
""
""
""
""
0.36772788
""
""
""
""
""
""
0.40760955
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.30536154
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38282138
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.34380937
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.36723366
""
""
""
""
""
0.39885375
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38202822
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
