kfr_white_pooled_p75
0.58753502
0.57526368
0.59712523
0.58875674
0.57768446
0.68190408
0.61149985
0.57188839
0.55305403
0.57474297
0.57783544
0.61291033
0.61342037
0.59350538
0.59697348
0.59180391
0.59221292
0.60212523
0.55398357
0.64287001
0.60230803
0.5811398
0.57757157
0.59902769
0.58785337
0.574947
0.62218308
0.58976698
0.6388256
0.60729384
0.61324811
0.57803965
0.60303265
0.58404434
0.58074254
0.59388161
0.58691311
0.62629771
0.58961207
0.58381695
0.58057839
0.56938988
0.60112166
0.5733912
0.56716448
0.62206054
0.59435707
0.5801155
0.59161657
0.59915489
0.58914471
0.56868398
0.60325772
0.63887709
0.61091286
0.57062382
0.5429672
0.56545532
0.58697492
0.55171162
0.58058196
0.59277117
0.58814251
0.55940664
0.64191419
0.60621166
0.59511709
0.36155123
0.57287526
0.53508157
0.55330193
0.39176694
0.56886441
0.57667685
0.52944714
0.60709888
0.58430392
0.53101772
0.52728772
0.50043243
0.47810373
0.36768696
""
0.49922922
0.54895449
0.50012046
0.47258541
0.47706673
0.54963082
0.48848063
0.65867907
0.50612444
0.53203201
0.49079806
""
0.63565409
0.61172312
0.56976533
0.57873702
0.57503903
0.59639448
0.57745928
0.54308635
0.57268941
0.55307114
0.59027851
0.56317514
0.5415656
0.5727945
0.56544447
0.56412888
0.60574287
0.58583909
0.58112162
0.58613563
0.60528594
0.60711479
0.62769061
0.55062103
0.59394896
0.6213758
0.58114994
0.59429628
0.58802605
0.62262791
0.62650388
0.5742237
0.5623498
0.58108491
0.57276547
0.62604713
0.60454917
0.6024245
0.58992589
0.59622806
0.57438242
0.58198321
0.5938192
0.57985353
0.57318723
0.6039837
0.6003446
0.59132224
0.58414942
0.59249991
0.57683682
0.58471256
0.65964943
0.58674645
0.63056511
0.60144436
0.55878413
0.6162855
0.57413793
0.61489761
0.56078297
0.58389896
0.59110379
0.62382174
0.53559965
0.59271967
0.57056016
0.58868539
0.58734918
0.55297428
0.64170128
0.57758367
0.58452457
0.579781
0.55373019
0.58166903
0.59041715
0.56467587
0.56920022
0.54145426
0.60015577
0.58333486
0.60511959
0.54168898
0.56658041
0.60579503
0.60133535
0.59572136
0.60278952
0.60492545
0.5495373
0.60218698
0.60392565
0.57709175
0.57599276
0.55513173
0.61819583
0.60443449
0.5290029
0.59033841
0.59194732
0.58359289
0.56453747
0.57240051
0.62425905
0.5930745
0.57332802
0.56267947
0.58936542
0.59200931
0.58057064
0.61690617
0.56028366
0.55544299
0.57669997
0.64210081
0.65393859
0.57679302
0.59234321
0.56965685
0.59750515
0.59193981
0.55721849
0.56031626
0.57745636
0.5835706
0.57212329
0.58939183
0.61983651
0.58188283
0.58502966
0.62858331
0.58429348
0.6064049
0.57677042
0.57589447
0.56903917
0.59248519
0.57808357
0.59240443
0.57699251
0.58674616
0.5719654
0.59783798
0.58731163
0.59340698
0.58703023
0.59701151
0.58032608
0.5792219
0.59846097
0.60997462
0.57712138
0.61940223
0.60105467
0.59402007
0.60690701
0.60986084
0.57476002
0.59304148
0.639494
0.53325331
0.65548009
0.55680245
0.62278205
0.58603752
0.58860964
0.61255962
0.59900296
0.58038127
0.57493186
0.57722926
0.59905493
0.56478846
0.52412546
0.62055498
""
0.61732239
0.60060608
0.60019857
0.6247744
0.65454161
0.59207088
0.5981496
0.59882337
0.60019445
0.64940691
0.65491915
0.5975256
""
0.60884517
0.59027088
0.58468544
0.64754897
0.61438143
0.59498692
0.56356448
0.62697434
0.58358371
0.61847383
0.58895642
0.68154085
0.61242628
0.61733222
0.63108844
0.72777534
0.62837714
0.66394389
0.60153478
0.5751279
0.62693852
0.61721498
0.67693973
0.63844484
0.62459922
0.60696554
0.6144982
0.61647522
0.59044635
0.61870742
0.5808236
0.58473587
0.5910089
0.58707899
0.61800236
0.57765043
0.56057715
0.55709982
0.54979455
0.54585999
0.58061606
0.58020353
0.55769694
0.54493898
0.54972059
0.57526875
0.54931396
0.54978716
0.53275514
0.55432189
0.55794591
0.54516512
0.47726122
0.56492954
0.53045571
0.56078029
0.553725
0.56258893
0.58708543
0.52854156
