hhinc_mean2000
59860.527
59275.352
43814.246
71287.086
75770.578
57043.449
73459.125
59851.461
55223.191
67879.367
68308.711
90042.938
56784.84
59871.203
73761.641
61883.453
58278.672
67715.211
57514.191
52021.027
63972.953
64324.684
69461.25
65088.371
88842.148
57512.68
60794.156
64378.004
77187.953
63275.07
56720.871
68166.523
88647.555
76761.164
52691.031
65672.078
54268.867
61327.305
45691.219
49718.66
72731.938
49784.758
53989.734
50068.563
50478.828
58421.078
72945.742
62842.773
69633.883
57419.078
63155.918
60643.848
59311.273
46412.094
55857.871
64349.574
54204.496
52753.402
58408.637
57193.547
55821.629
73667.727
53732.133
57812.473
46302.043
54661.066
41731.836
42143.828
49077.598
47444.211
51727.227
52834.113
52180.664
65380.586
55350.484
57130.027
60338.336
54066.098
53889.129
82165.047
53131.641
64609.324
52395.848
67996.445
84713.367
64664.957
60345.754
64676.977
78185.211
59580.383
59719.496
56001.059
55487.246
70745.867
54768.922
59181.035
61041.098
67758.68
74891.727
66203.563
78683.992
79441.383
89050.211
86497.023
76511.07
81291.375
67702.219
80675.906
54718.566
60372.41
63249.648
61525.02
75393.461
52110.145
74312.906
73200.055
72331.539
66401.492
54747.441
54504.09
59895.516
55152.723
68832.273
56721.688
55155.078
80275.313
72226.859
53980.258
65961.969
59600.152
100281.16
66682.039
69906.945
57496.965
74418.719
57788.563
69499.133
67846.445
55435.25
60647.445
68045.422
64850.785
55611.633
57703.84
64587.137
50831.742
62866.988
56251.066
58352.551
55131.707
54228.262
78088.375
62625.281
50158.031
71115.289
67814.766
53523.719
73050.547
52191.555
52788.914
42715.547
48656.563
96103.867
94016.117
68069.344
118377.2
63084.551
60264.766
58529.098
76631.406
94330.695
80534.844
61649.105
73592.117
60234.477
62686.688
76313.641
81162.109
75927.938
70667.656
58602.016
60551.52
77554.648
65857.781
64964.984
87399.906
53593.379
75253.992
78062.875
55357.75
61112.293
63060.113
80248.242
64109.402
64641.594
62046.789
70189.18
71585.938
78399.602
70936.422
73910.711
74970.75
72615.234
73907.75
68195.266
79734.703
90846.328
72181.102
65060.965
69493.391
63260.066
74316.938
55577.449
57174.531
81298.563
71058.984
80540.586
82717.234
61684.199
60199.672
58656.953
58015.379
58390.102
52503.449
86690.008
68225.672
61836.555
58007.438
73898.234
66458.375
64144.363
68274.984
49861.328
56964.348
50173.719
52913.512
48996.258
63909.766
45499.496
46591.035
56475.605
65844.938
67934.867
71179.375
57084.645
75378.672
78861.305
71455.203
62005.336
68122.102
77595.531
67136.039
59231.445
63101.922
59690.48
62374.617
60402.488
79869.227
63663.852
68572.43
61357.07
80495.961
76844.227
78009.625
87875.547
91917.352
106504.98
111022.93
90601.695
94269.641
71452.531
81551.898
56848.559
63261.449
48729.621
52218.176
71982.617
79097.898
58930.871
75614.695
79701.063
110957.6
88222.891
101236.66
91496.234
74103.594
74885.18
104721.28
75219.367
58365.852
54701.945
54101.699
64460.066
62056.762
68261.398
72896.234
65282.039
72725.133
78910.516
80096.617
100238.74
65200.895
64600.715
89326.805
66329.43
64857.988
63052.32
67347.461
67636.141
62200.762
77460.844
80308.945
63398.789
77357.672
80069.383
81203.203
63091.695
73079.461
68565.555
68391.711
66767.531
84934.625
69941.0
60988.535
62021.609
83824.766
70789.945
65105.441
60609.746
73240.906
63097.949
76234.852
81630.352
84869.383
72631.758
99452.383
78641.07
56499.176
55989.84
85613.945
57886.398
61807.602
