grad_hisp_female_n
""
""
""
33.0
49.0
""
85.0
""
""
""
22.0
133.0
""
""
33.0
""
""
35.0
""
""
23.0
114.0
""
""
129.0
""
23.0
53.0
128.0
""
""
""
67.0
60.0
""
42.0
""
""
""
""
27.0
""
""
""
""
""
182.0
""
43.0
""
34.0
24.0
""
""
""
37.0
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
66.0
""
""
""
""
73.0
""
""
42.0
40.0
""
""
""
""
""
""
""
""
76.0
633.0
173.0
130.0
3026.0
484.0
221.0
114.0
722.0
112.0
144.0
""
56.0
44.0
""
58.0
""
52.0
47.0
35.0
""
""
""
""
""
""
""
""
33.0
28.0
""
""
""
393.0
""
""
""
53.0
""
33.0
52.0
""
""
38.0
""
""
""
""
""
21.0
""
""
""
""
42.0
""
""
74.0
30.0
""
""
""
""
""
""
44.0
183.0
""
1005.0
""
""
""
53.0
505.0
99.0
25.0
125.0
""
""
63.0
255.0
""
""
""
""
65.0
""
""
89.0
""
""
33.0
""
""
24.0
63.0
""
""
""
47.0
32.0
143.0
35.0
89.0
54.0
21.0
20.0
28.0
75.0
90.0
""
""
31.0
""
""
""
""
261.0
22.0
96.0
216.0
""
""
""
""
""
""
92.0
""
""
""
96.0
56.0
66.0
20.0
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
86.0
""
21.0
241.0
24.0
23.0
""
26.0
""
""
81.0
""
79.0
""
183.0
241.0
99.0
204.0
5451.0
204.0
2081.0
802.0
81.0
44.0
""
""
""
""
""
""
""
""
""
214.0
""
""
722.0
87.0
""
159.0
721.0
""
""
""
""
""
""
""
""
""
24.0
""
20.0
264.0
""
""
""
""
""
""
20.0
""
""
46.0
25.0
""
""
49.0
33.0
""
33.0
""
""
""
60.0
""
""
""
24.0
25.0
""
22.0
100.0
""
79.0
109.0
332.0
33.0
3315.0
146.0
""
""
137.0
""
""
25.0
31.0
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
60.0
""
""
""
27.0
""
""
""
""
24.0
35.0
""
""
""
""
""
""
27.0
51.0
""
45.0
""
""
142.0
""
""
""
""
""
""
245.0
""
""
242.0
29.0
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
246.0
1088.0
""
""
28.0
21.0
32.0
""
""
""
""
""
""
""
""
""
23.0
72.0
144.0
21.0
""
""
26.0
""
21.0
303.0
""
""
""
""
""
""
28.0
""
30.0
""
""
48.0
""
84.0
""
185.0
""
""
""
1764.0
52.0
""
101.0
""
153.0
""
129.0
272.0
90.0
51.0
218.0
31.0
""
""
""
117.0
51.0
""
""
26.0
""
20.0
37.0
176.0
""
23.0
766.0
22.0
2407.0
51.0
40.0
""
308.0
80.0
34.0
40.0
53.0
41.0
584.0
1978.0
792.0
97.0
247.0
2791.0
112.0
54.0
""
116.0
""
""
61.0
121.0
128.0
61.0
""
30.0
141.0
""
""
66.0
""
""
""
23.0
28.0
154.0
30.0
183.0
852.0
1779.0
36.0
137.0
62.0
37.0
58.0
36.0
""
27.0
""
21.0
279.0
""
38.0
""
""
""
55.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
295.0
""
37.0
80.0
301.0
""
""
55.0
796.0
""
1829.0
26.0
922.0
64.0
""
104.0
79.0
""
58.0
38.0
44.0
36.0
110.0
45.0
""
22.0
""
""
""
""
88.0
379.0
32.0
71.0
""
""
""
""
""
24.0
41.0
""
""
65.0
25.0
59.0
""
27.0
749.0
683.0
1744.0
217.0
1331.0
1745.0
32.0
""
""
187.0
213.0
1883.0
774.0
""
""
1968.0
588.0
395.0
15768.0
""
""
57.0
39.0
90.0
20.0
27.0
296.0
28.0
221.0
""
215.0
158.0
""
""
22.0
""
""
""
23.0
""
589.0
