kir_stycz_other_female_p100
0.62672544
0.54209232
""
0.59273583
0.60306656
0.74750721
0.58254272
""
""
0.4305394
0.68986136
0.60763687
""
0.68042344
0.64068395
""
""
0.67053217
""
0.45238543
0.58433825
0.45094725
0.54365891
0.51679397
0.59711009
""
0.59662265
0.53964597
0.583938
0.26838708
0.60187256
0.57160169
0.58437759
0.53809077
0.50800079
0.62496698
""
0.25264582
""
""
0.62575358
""
""
""
""
""
0.56062639
0.4940156
0.65547848
0.36278418
0.57589132
0.65562642
0.35291728
""
""
0.55042213
""
0.45443612
""
0.56099796
1.019081
0.55712044
""
0.4164083
0.81632733
0.38070375
""
""
""
""
""
""
0.27887908
0.50100362
""
""
0.95207906
0.32774779
""
0.6006785
0.6293152
0.33461884
""
0.40200651
0.60903847
0.28221798
0.55433601
0.44256985
0.6177364
0.47635075
0.43000486
0.58792514
0.40861526
0.47776055
0.087058954
""
0.49027064
0.56910026
0.57925379
0.51319498
0.42582506
0.6293453
0.58789074
0.56443983
0.55701929
0.58231628
0.52471954
0.63051456
0.83095253
0.66616642
0.69411016
0.49464872
0.62616676
""
0.65157628
0.59782481
0.51856506
""
""
""
0.6847856
0.60054696
0.68853199
0.3219308
0.44767463
0.51915383
0.59710044
0.7150017
""
""
0.61649531
0.45735571
0.52407628
""
0.5642646
0.70931703
0.49370831
0.66336352
""
0.63330507
0.49387294
0.601282
""
""
0.47786057
""
0.56405467
0.34451023
""
""
0.2822237
0.65908587
0.47335199
""
0.4960171
0.56119877
0.19974431
0.52714056
""
0.73786759
""
""
0.4842025
0.63350767
""
0.67964792
0.53006327
0.43140301
0.50641054
0.62217712
0.53853697
0.57591468
0.71979785
0.45342624
0.50825709
0.11864462
0.50203747
0.49420416
0.67750287
0.42244419
0.28657284
0.37114695
0.55935591
0.4240548
0.51987922
0.55110925
""
0.67271262
0.55577755
""
0.64329404
0.60203862
0.57526737
""
""
0.56438994
0.67756867
0.50713396
0.41545114
0.47282627
0.52835494
0.54143739
0.33759657
0.54604369
0.49683383
0.48852167
0.55424881
0.52754772
0.49601108
0.65478885
0.58988065
0.56495994
""
""
0.49398255
0.45132938
0.61628526
0.55680174
0.49035963
0.60825622
0.1743885
0.61486709
0.55087399
0.35824943
0.61742938
0.55931932
0.5914467
0.64960849
0.56998235
0.50960177
0.56670821
0.56012219
""
0.69744223
""
0.63456815
""
0.59332269
""
""
0.62657452
0.57912028
0.57195634
0.50149035
0.68614906
0.42906764
0.56619537
0.59987295
0.65107936
0.496869
0.56524426
0.73671305
0.79742646
""
0.34410501
0.40243414
0.3964805
0.5657019
0.4793191
0.63003224
0.49038002
0.55554163
0.58902693
0.5547508
0.64150238
0.70243663
0.64344364
0.64348596
0.60882151
0.56485701
0.65304333
0.40462717
""
0.60049921
""
""
0.53155994
0.54806012
0.42514738
0.58392519
0.63098282
""
""
0.67871058
0.55471539
0.77148414
0.4986178
0.63264078
0.33539206
0.56229961
""
""
0.35168049
0.86008716
""
""
""
0.85183465
0.4870798
0.74832225
0.6510998
""
0.50516814
0.77775687
0.97756439
0.8083576
""
0.33376378
0.58421731
""
0.45245025
0.66664237
0.51319897
0.5837422
0.62155497
0.62586057
0.2441888
0.5391202
0.35169041
0.56184983
0.72040081
0.49420345
0.80255455
0.42390981
0.63442022
0.49533835
0.56460935
0.77337927
0.39753377
0.4773511
""
0.60898596
0.56745589
0.64306366
0.55840731
0.67627531
0.57519084
0.62361705
0.59936464
0.58367246
""
""
0.70774692
0.61811662
0.49999899
""
0.35321596
0.3812727
""
""
0.62288451
0.64217323
0.58068496
""
0.51412225
0.80935687
""
0.47325718
0.50896317
0.45748648
0.50242776
""
0.49820498
""
""
1.0824698
""
""
""
""
""
""
0.63928646
""
""
""
""
""
""
0.81093657
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.63548851
""
""
""
""
""
""
0.36596239
""
""
0.59330064
0.28953868
""
""
""
0.41576877
""
""
""
""
""
""
""
""
""
""
""
""
""
0.82718295
""
""
""
""
""
""
0.50764841
0.56337571
""
""
""
0.63607299
""
""
""
""
""
0.44837201
""
""
""
""
""
""
""
0.47381243
""
0.63856202
""
""
0.61410612
""
""
""
""
""
""
0.50525814
""
""
0.45737001
""
""
""
""
""
""
""
""
""
""
""
""
0.59932238
""
""
0.54318237
0.63117951
""
""
""
""
0.8977465
""
""
""
""
""
""
0.52696079
""
""
0.59332877
0.56559092
0.5269531
0.35805863
0.23316579
0.38256681
""
0.68593037
0.632716
0.56245542
0.72118795
0.37028748
""
""
0.70450824
0.21346688
0.46125805
0.37074614
0.62815779
0.82115501
0.40839839
0.52973783
0.68622202
0.60731846
0.51901549
0.55221587
0.3829599
""
0.60631132
0.46616897
0.72952938
""
""
""
0.42860305
""
0.41098353
0.34614301
0.54320264
""
0.64986122
""
""
""
""
""
""
""
""
""
""
""
""
0.56642592
""
""
0.56667298
""
0.66371089
""
""
""
0.64519906
""
""
""
""
""
0.96170563
0.70104039
0.53731769
