kir_stycz_black_male_n
348.0
475.0
265.0
88.0
""
186.0
341.0
774.0
469.0
34.0
117.0
131.0
324.0
40.0
20.0
246.0
284.0
156.0
80.0
111.0
86.0
28.0
316.0
772.0
26.0
423.0
272.0
475.0
67.0
30.0
81.0
176.0
295.0
204.0
790.0
47.0
9276.0
30.0
275.0
174.0
692.0
303.0
351.0
431.0
1976.0
222.0
""
42.0
4664.0
160.0
3802.0
518.0
201.0
227.0
283.0
139.0
700.0
124.0
346.0
158.0
759.0
263.0
1657.0
108.0
124.0
171.0
""
""
""
533.0
""
""
""
""
176.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
194.0
39.0
""
""
""
""
4267.0
63.0
""
775.0
161.0
""
24.0
73.0
170.0
105.0
""
34.0
""
82.0
""
""
174.0
139.0
""
""
20.0
154.0
94.0
177.0
37.0
733.0
92.0
63.0
190.0
131.0
227.0
""
""
201.0
""
""
156.0
112.0
88.0
25.0
""
52.0
1184.0
""
41.0
""
113.0
73.0
76.0
""
177.0
""
""
374.0
537.0
74.0
""
83.0
""
270.0
""
258.0
""
48.0
""
47.0
""
4526.0
""
304.0
86.0
""
""
259.0
""
""
""
421.0
""
76.0
60.0
58.0
""
5952.0
""
""
60.0
""
""
3119.0
""
50.0
1179.0
""
28.0
64.0
""
1068.0
172.0
""
""
25793.0
108.0
161.0
""
30.0
271.0
""
""
319.0
56.0
""
1796.0
92.0
""
3732.0
3792.0
""
5831.0
4075.0
1699.0
1303.0
82.0
975.0
254.0
1414.0
80.0
30.0
""
""
2116.0
181.0
380.0
61.0
""
""
171.0
""
566.0
126.0
74.0
631.0
""
1778.0
""
""
""
89.0
28.0
""
""
""
""
""
""
""
""
2409.0
""
90.0
""
""
1252.0
""
""
""
""
""
""
""
""
251.0
""
""
""
""
66.0
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
66.0
""
""
""
""
""
""
""
""
""
""
38.0
""
2972.0
3142.0
69.0
241.0
2740.0
400.0
86.0
59.0
943.0
3588.0
848.0
12007.0
1229.0
67.0
569.0
101.0
1330.0
12432.0
33.0
227.0
96.0
500.0
377.0
256.0
91.0
""
7716.0
2119.0
120.0
22.0
915.0
""
""
43.0
66.0
20.0
90.0
237.0
247.0
5427.0
""
312.0
325.0
166.0
""
770.0
1071.0
1706.0
94.0
27.0
131.0
821.0
878.0
213.0
16220.0
124.0
167.0
548.0
65.0
6152.0
659.0
5760.0
352.0
2951.0
2328.0
289.0
311.0
1249.0
196.0
599.0
1481.0
116.0
92.0
70.0
54.0
1255.0
87.0
67.0
77.0
76.0
""
49.0
27.0
465.0
""
180.0
257.0
165.0
46.0
2361.0
79.0
""
222.0
111.0
365.0
393.0
177.0
""
216.0
83.0
506.0
36.0
56.0
3327.0
287.0
75.0
193.0
1016.0
39.0
5829.0
43.0
3910.0
205.0
293.0
431.0
133.0
640.0
77.0
269.0
""
""
240.0
15387.0
97.0
120.0
1701.0
981.0
111.0
""
152.0
187.0
168.0
59.0
""
591.0
362.0
36.0
38.0
13621.0
""
""
601.0
67.0
168.0
186.0
3344.0
21.0
366.0
171.0
48.0
141.0
134.0
54.0
1171.0
1035.0
75.0
90.0
107.0
50.0
233.0
73.0
82.0
220.0
146.0
50.0
452.0
84.0
732.0
56.0
47.0
952.0
""
289.0
71.0
118.0
79.0
66.0
197.0
41.0
329.0
183.0
36.0
159.0
""
2732.0
785.0
73.0
67.0
335.0
315.0
""
41.0
47.0
165.0
77.0
177.0
21.0
""
92.0
3637.0
758.0
""
200.0
60.0
705.0
88.0
61.0
379.0
99.0
31.0
71.0
64.0
82.0
161.0
396.0
373.0
175.0
""
46.0
690.0
118.0
160.0
""
243.0
98.0
333.0
266.0
127.0
289.0
155.0
31.0
""
""
125.0
33.0
121.0
78.0
217.0
22.0
802.0
""
""
53.0
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
70.0
87.0
""
30.0
""
""
""
""
""
591.0
""
""
""
""
23.0
37834.0
""
""
78.0
""
""
1365.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
166.0
""
76.0
""
""
""
1001.0
468.0
87.0
54.0
1573.0
31.0
""
26.0
""
""
20.0
80.0
277.0
603.0
""
634.0
48.0
""
""
27.0
""
""
""
""
57.0
""
20.0
1012.0
""
""
""
""
59.0
""
43.0
""
410.0
2717.0
33.0
673.0
""
""
""
""
158.0
25.0
""
238.0
""
""
""
""
""
40.0
2244.0
41.0
1099.0
""
""
1513.0
54.0
""
""
""
""
""
""
316.0
""
""
""
""
""
""
""
221.0
""
354.0
""
147.0
""
""
""
26.0
183.0
""
139.0
23.0
""
77.0
""
185.0
""
""
""
""
""
""
30.0
""
20.0
""
3344.0
314.0
""
346.0
7816.0
""
""
31.0
75.0
""
""
""
""
""
""
""
""
""
""
94.0
""
""
""
""
""
""
988.0
""
""
""
""
""
""
""
76.0
""
""
531.0
""
156.0
""
""
42.0
""
103.0
""
""
""
""
""
""
""
""
""
351.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
21.0
""
""
""
52.0
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
87.0
""
""
""
29.0
159.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
621.0
31.0
""
""
""
365.0
""
""
23.0
""
""
""
""
""
""
""
""
29.0
""
""
84.0
""
""
""
""
28.0
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
29.0
20.0
""
""
""
124.0
""
""
""
""
""
""
""
216.0
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
640.0
""
""
""
29.0
""
209.0
""
""
""
""
""
""
""
""
""
""
60.0
""
""
""
""
""
""
""
