hs_hisp_female_mean
""
""
""
""
0.52548003
""
""
0.85597342
""
""
""
""
""
""
""
0.81486011
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.83634001
""
""
""
""
""
""
""
0.95967305
""
""
0.7405811
0.80392551
""
0.82863545
0.72010893
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.89737064
""
""
""
""
0.88294834
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.76569653
0.76866698
0.84039497
0.80564135
0.76899999
0.85187548
0.85576028
0.77100945
0.78252751
0.89609212
0.80322212
0.74698639
0.83237582
0.77177221
0.77651024
""
""
""
0.7302736
""
""
""
""
""
""
""
""
""
""
""
""
0.90937978
""
""
""
""
""
0.77258271
""
""
0.78024215
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.71040183
""
""
""
""
""
0.84442526
0.41260764
""
""
""
""
0.65630209
""
""
""
0.84595454
""
0.98126149
0.81664169
0.97519159
0.91728836
0.85925877
0.91342127
0.87598181
0.80608994
0.78378493
0.88546199
0.85774237
0.91274607
0.81544685
0.82313436
0.85421979
0.8131665
0.822492
0.80622345
0.89302468
""
0.85227484
0.84412193
""
""
0.76784647
0.79845989
0.89121401
0.81720835
0.87758553
""
0.83261973
0.86822551
0.8123042
0.8429904
0.82918209
0.85847086
0.81762439
0.84735572
0.82735878
0.81058192
0.82891279
0.76647377
0.90119404
""
0.9378081
0.86575341
0.81203872
0.81363022
0.80837506
0.80937737
""
0.81786484
0.86270905
0.83932143
0.84372115
0.83953571
0.77929759
0.82137078
0.84900212
""
""
0.84156889
0.77993608
0.76909459
""
""
""
0.75251335
""
""
""
0.78633142
0.71772397
""
0.9808439
""
""
0.81921107
0.71732306
0.89355314
""
""
""
""
0.68179262
""
0.8574751
""
""
""
0.91464567
0.79017687
0.88986814
""
0.8766492
0.773476
""
""
0.87512559
0.66398668
0.72030646
0.88956976
""
""
""
""
0.80505061
0.81901735
""
0.82604992
""
""
""
""
""
""
""
""
0.71898973
""
0.86484981
0.82404411
0.90058279
0.8582775
0.84722745
0.84835207
0.96016431
0.77221924
0.75005865
0.79592204
0.67033798
0.77157241
0.94716543
""
0.82464546
""
0.84904838
0.89080358
""
0.81593198
0.81328422
0.81276733
0.76975971
""
0.77363604
""
0.8412261
0.83631343
0.8743614
""
""
""
""
""
""
0.65426093
0.72764075
0.79561698
0.8562364
0.85422987
""
0.86838442
""
""
""
0.81748116
0.82179505
0.81576169
""
""
""
0.73313451
0.83674997
0.87994903
0.8699466
0.84714574
""
0.86040443
0.5647549
0.84259307
0.7952075
0.81593955
0.79743195
0.87345523
0.78186065
0.78854585
0.93442947
0.75088036
0.90223676
0.8131243
0.88268501
""
""
""
""
0.83596891
""
""
""
""
""
""
""
""
""
""
0.81668848
""
""
0.89698201
""
""
""
""
""
""
""
""
0.87982297
""
0.89058977
""
""
0.86361897
0.96455854
""
0.84198934
0.7947861
""
0.72662944
""
0.82441598
""
0.4278641
0.78337336
""
0.8329581
""
""
""
""
""
0.77970403
""
""
0.77539849
0.84827209
""
