comcoll_white_female_mean
0.46519855
0.54042482
0.55035675
0.33998433
0.47144687
""
0.43700421
0.48661858
0.47694847
0.36383122
0.4175109
0.63389009
0.62308562
0.49971896
0.49245766
0.6149289
0.42227504
0.56561881
0.54679126
0.47351927
0.34946144
0.48086175
0.48435241
0.59961683
0.47212169
0.42449927
0.5376457
0.48768646
0.48578838
0.53901613
0.44688153
""
0.50982648
0.45403481
0.49907178
0.3310509
0.58262569
0.42748177
0.53363723
0.4222458
0.62974495
0.45880339
""
""
0.58284557
0.71753317
0.53704119
0.50270432
0.47217873
0.4400399
0.59217
0.49565348
""
0.52490461
0.45327541
0.44458801
0.4500539
0.4409177
0.63690162
""
0.42527643
0.574045
0.48038897
0.41640809
0.45641991
""
0.43923336
""
""
0.5184952
""
""
""
""
0.56651664
""
""
0.58332086
0.5262053
0.48675272
0.52990621
""
""
0.39419487
""
""
""
""
""
0.43554738
""
""
""
""
""
""
0.37322009
0.45154852
0.60005349
0.45299193
0.4214285
0.46946973
0.40625876
0.53378969
0.34464607
0.4033111
0.55018485
0.37913474
""
0.47673994
0.43427807
0.58798707
0.42383564
0.46295348
0.38101849
0.40728
0.28690615
0.33418667
0.3795346
0.51237237
0.48705995
0.4049342
0.37463388
0.4028258
0.63084465
0.47440973
0.44247347
0.35266185
0.47461373
0.49060652
0.32626382
0.58179981
0.45407715
0.5122807
0.43420139
0.3417286
0.49145684
0.35020316
0.30881545
0.47656146
0.42846766
0.45839348
0.44762486
0.57351238
0.43533787
0.49655008
0.28279549
""
0.42780855
0.48759392
0.57867533
0.36686411
0.48962417
0.44478148
0.36197013
0.26808324
0.35170427
0.46033365
0.53729296
0.36050195
0.4792228
0.32585531
0.53783476
0.2773295
0.60029119
0.41338134
0.33429059
0.47396713
0.41936353
0.42359799
0.55693489
0.39630556
0.47210577
0.39114031
0.41860491
0.46288574
0.4644272
0.43308571
0.45684138
0.45254272
0.53649539
0.38830227
0.40220112
0.43777949
0.31417045
0.53959066
0.65288657
""
0.55419415
0.52100492
0.46888956
0.52942163
0.67248088
0.40610287
0.57152271
0.57284701
0.39873067
0.53849322
0.49322009
0.64388812
0.45773032
0.51311004
0.5646795
0.45273957
0.63878924
0.51081544
0.79382586
0.53492612
0.592565
0.46440908
0.56966317
""
0.62055093
0.63601571
0.59103489
0.64224416
0.58218771
0.47609913
0.46462628
0.52417451
0.67268956
0.48938963
0.59069401
0.77564502
0.53396821
0.58455002
0.71928293
0.68230098
0.68586546
0.67159963
0.47896752
""
0.54395801
0.52216381
0.59674144
0.45574406
0.51042789
0.44671589
0.61059874
0.50186127
0.57203555
0.60836571
0.61615938
0.42948997
0.41319489
0.70611155
0.63687801
0.38973409
0.74459934
0.45393199
0.67789388
0.63375735
0.52070993
""
0.59958363
0.67505956
""
0.7121098
0.5255354
0.41162556
0.60339648
""
0.65712351
0.5866164
0.59697479
0.56317246
0.39336514
0.4939329
0.67483646
""
0.6342988
""
0.48157084
""
0.6208148
""
0.6124903
0.60122442
0.63886023
0.60780793
0.65104353
0.55350786
0.52872413
0.48337886
""
0.3668761
0.32986784
0.47603193
0.60434842
0.56504613
""
0.43592268
0.75933164
0.81317651
0.59578067
0.51588821
0.4665291
0.51363957
0.67937589
""
""
""
0.86237532
0.66714203
0.54965365
0.67230314
0.54088414
0.70139354
0.78371227
0.725227
0.66631466
0.68732959
0.69281179
0.60248792
0.68805826
0.56797278
0.47070926
0.59190571
0.48253775
0.86579859
0.69783568
0.42560306
0.47859958
0.36195195
0.5980742
0.61316365
0.39524177
0.52010381
0.51083004
0.49741217
0.57619512
0.42235956
0.38531741
0.27251568
0.50918245
0.51873356
0.59021258
0.15994182
0.58272696
0.2539708
0.37910891
0.47741127
0.46379036
0.45197508
0.35633069
0.4475435
0.42361993
0.51454818
0.52658135
0.51756155
0.42005056
0.52208155
0.51201165
0.4872967
0.51521492
0.69952136
0.48038504
0.32904214
0.42219648
0.50246835
0.42861956
0.62850702
0.69460654
0.57489914
0.50936806
0.54262269
0.39847487
0.5501008
0.48083574
0.61024654
0.46029824
0.55878448
0.44340986
0.43886375
0.62505311
0.42636064
0.52167439
0.55958557
0.67328912
0.30999011
0.45362696
0.4555527
0.27980432
0.49783283
0.41288227
0.43689746
0.37713161
0.55656368
""
0.52107173
""
0.48928887
0.43008488
0.29632843
0.38890776
0.49653599
0.38308313
0.58566886
0.57115495
0.38159749
0.57203382
0.48382664
0.51087445
0.58411717
0.36047187
""
0.38820675
0.56427717
0.46114871
0.37377766
0.44531122
0.52205479
0.46102536
0.45328394
0.55148554
0.67949986
""
0.41441119
0.46715221
0.71215689
0.52136755
0.51478708
0.60101372
0.47068328
0.43758777
0.34460878
0.50609881
0.36735129
0.49374995
0.43969259
0.75969738
0.4754765
0.26204768
0.47573212
0.44012126
0.47140536
""
0.364124
0.40453517
0.44072685
0.5658251
0.31588101
0.67365265
0.52525192
0.56852669
0.43178359
0.76751918
0.36505705
""
0.53271419
0.41382176
0.42136511
0.38783538
0.64583945
0.55089647
0.51355487
""
0.36531383
0.43344158
0.39873227
0.4104172
0.49456337
0.55393749
0.3982603
0.32835785
0.42181844
0.37521383
0.47052991
""
""
0.52932703
0.44817957
""
0.45976135
0.53536391
0.46072882
0.4092907
0.53462714
0.56834155
0.42650658
0.39243475
""
0.14118691
0.48741156
0.34283963
0.35758373
0.49478132
0.51814348
0.45005119
0.27502519
0.59957582
0.24781582
0.51524335
0.42984283
0.7224592
0.39610785
0.41123262
0.4670296
0.35845122
0.46327737
0.40585852
0.37337062
""
0.4852469
""
0.39457193
""
0.49680781
0.58836687
""
0.44298831
0.4414373
0.44435778
0.45947838
""
0.61419821
""
""
0.34569496
""
0.51630461
0.67106217
0.47255811
0.57321674
0.5432775
0.49165973
""
0.47735745
0.38861251
0.14831762
0.45511323
0.48445901
0.3296172
0.48303643
0.51770782
""
0.52132112
0.44112942
""
""
0.46744907
0.41763452
0.57025456
0.54948479
0.35522568
0.42667308
0.53775167
0.61487591
0.50519842
0.5917089
0.52996641
""
0.48801795
0.50236613
0.27971253
0.4570162
""
0.26452294
0.42698216
0.51935732
0.64136159
""
""
0.38869056
0.52489454
0.55508471
""
0.47123173
""
0.33238932
0.44809765
0.45998934
0.43875995
0.44205514
0.61894214
