kid_hisp_female_blw_p50_n
528.73157
521.21185
""
719.05774
3320.9861
315.8952
4683.1572
289.51187
263.13492
917.10272
1422.9058
5945.2051
47.666775
485.54865
1569.8002
110.1506
75.655334
1183.5217
61.806446
121.98239
837.84473
3938.6941
829.84705
1071.5839
7327.6938
306.29501
2551.1331
2316.5393
3102.5129
411.38245
225.05252
175.25096
1793.3898
1420.6169
179.1759
843.36169
129.19588
178.85735
""
43.044266
674.64117
96.687042
""
""
57.244804
95.486076
4894.3682
444.6687
922.54523
272.40015
669.0451
639.49603
291.09683
""
""
824.08295
70.59726
77.269745
97.882271
410.60016
123.77776
1370.9106
37.869415
161.40518
112.28047
75.990707
""
""
87.790405
117.27493
100.19836
150.63506
176.8036
356.87033
141.53239
30.30777
332.99304
175.6657
92.470802
2438.197
237.44347
316.51697
89.151314
239.7435
3405.644
461.91623
188.10146
1229.7169
921.73029
1453.0305
524.77136
307.17078
262.19055
623.79083
140.20557
210.03552
402.25607
4946.3979
24577.717
8804.5322
5643.5718
121530.91
19233.408
10990.382
2529.1609
29206.34
3840.0693
3926.457
531.76172
2022.1743
863.91156
422.59949
1435.0248
97.40036
1173.2736
2051.4556
1092.8429
72.448898
120.6787
111.57571
1457.3016
762.48395
181.44177
1199.4739
244.59865
1226.5398
511.10065
654.60303
100.86285
100.78543
21667.102
212.41417
879.81219
92.759193
4488.5254
104.1419
733.01648
1039.7456
230.67473
148.63181
928.20923
326.64578
196.15781
240.41698
264.7807
116.0739
466.64258
154.12411
84.237892
102.24969
191.45627
1759.6968
266.03317
58.790562
1642.677
751.7298
73.688858
331.05225
73.909454
86.328125
""
""
528.05573
3467.6235
96.467239
37384.707
75.596489
114.69426
82.033264
1080.8713
11070.088
1926.13
376.54657
2053.0376
170.30296
169.05602
1919.4565
9090.4697
330.00146
61.295944
58.069538
132.40359
936.05341
101.765
123.06768
1658.6925
""
79.272186
954.91132
63.646721
107.39505
430.29727
1495.4294
90.951103
85.434929
135.48608
1076.181
474.27344
3395.0002
393.79556
2951.8032
2809.1504
472.30276
543.70325
523.0177
1728.9076
3264.7688
253.00804
172.14906
1536.2308
251.52856
390.13199
61.628956
45.92638
5031.8135
517.7674
2441.8862
6677.3574
68.106232
125.42938
72.14814
73.0159
157.63748
78.334198
2303.4954
291.38211
136.29359
241.11795
1248.8792
1269.7909
1815.7327
407.97427
36.424026
154.98647
21.776281
121.83452
""
136.63161
""
123.82254
205.63168
910.25909
257.4306
600.3103
100.95786
221.71533
402.43243
2598.7527
282.5947
415.77216
9197.1572
458.50696
203.19939
