kfr_stycz_other_female_mean_se
0.043003608
0.031904701
""
""
""
""
""
0.02280258
""
""
""
""
""
""
""
0.046865933
0.067015521
""
""
""
""
0.049636189
0.032059632
""
0.037413489
0.044350203
""
0.052974008
""
""
""
""
""
""
0.032619938
0.050984781
0.016053537
""
0.032232642
0.03429931
0.039364595
0.039556459
""
""
0.018828146
""
""
0.047050603
0.01956279
""
0.026176123
0.048388526
""
""
""
""
0.051608261
""
0.05040713
""
0.029538056
""
0.039833441
""
""
""
""
""
""
0.0097797867
""
""
""
""
0.019457277
""
""
0.031383682
0.035248712
0.041035112
""
""
""
0.031618461
""
""
""
""
""
""
""
""
""
""
""
""
""
0.02418774
0.031705141
""
""
""
""
0.0055853883
0.024878144
0.035014842
0.011081007
0.026220812
""
0.029134007
0.030274697
""
""
""
0.023473686
""
""
""
""
""
""
""
""
""
""
""
0.044521626
0.034931887
""
""
""
""
""
0.039403014
""
""
0.044528726
""
""
""
""
""
""
""
""
0.0414101
""
""
""
""
""
""
""
0.03802288
""
""
0.046904754
0.031574298
""
""
""
""
""
""
""
""
""
""
""
""
0.016919235
""
""
0.049398404
""
""
0.021544412
""
""
""
""
""
0.020434666
0.049570154
""
""
0.0056581735
""
0.040049642
0.018086307
0.059207913
""
0.0068874657
0.050635699
0.019604301
0.010408895
""
0.024819294
0.039317992
""
0.011708332
0.021396818
0.037235949
""
0.00302306
0.028420066
0.018167408
""
0.031401355
0.017497113
""
""
0.013578365
0.025810525
0.029420147
0.0054127849
0.01668717
""
0.0064254934
0.0054217675
0.045539081
0.0061267368
0.0046183504
0.0084703695
0.0094581563
0.019298641
0.0076104011
0.015588785
0.0067675258
0.020702684
0.01852118
""
0.03003614
0.008746569
0.0128621
0.011847428
0.022854945
0.036387734
""
0.017818343
0.037334152
0.0103689
0.018357452
0.023278622
0.012777705
""
0.0096934596
""
""
""
0.022873232
0.036138579
""
""
""
""
""
""
""
""
0.010982864
""
0.022887342
""
""
0.008809411
0.0568408
0.049786046
""
""
""
""
""
""
0.013882671
""
""
""
""
0.020956714
""
""
""
0.034602448
""
""
