married_hisp_female_n
287.0
206.0
""
574.0
726.0
57.0
1317.0
79.0
48.0
376.0
419.0
2152.0
41.0
140.0
516.0
30.0
43.0
418.0
39.0
42.0
435.0
1761.0
347.0
243.0
2273.0
56.0
464.0
1001.0
2466.0
100.0
90.0
159.0
1374.0
1133.0
75.0
678.0
58.0
104.0
""
27.0
350.0
36.0
""
""
29.0
44.0
3294.0
290.0
738.0
195.0
603.0
479.0
207.0
""
""
597.0
33.0
26.0
35.0
154.0
83.0
769.0
24.0
83.0
45.0
52.0
""
""
37.0
38.0
36.0
53.0
71.0
156.0
77.0
26.0
112.0
73.0
38.0
1183.0
106.0
129.0
53.0
221.0
1515.0
153.0
130.0
655.0
624.0
322.0
176.0
76.0
76.0
365.0
69.0
38.0
201.0
1289.0
12187.0
3359.0
2410.0
58677.0
8829.0
3860.0
1983.0
15197.0
2203.0
3019.0
214.0
1177.0
665.0
275.0
862.0
39.0
810.0
927.0
844.0
25.0
38.0
30.0
395.0
150.0
132.0
398.0
87.0
633.0
493.0
123.0
44.0
43.0
7161.0
89.0
302.0
71.0
954.0
86.0
522.0
820.0
58.0
97.0
602.0
351.0
37.0
81.0
173.0
20.0
337.0
106.0
39.0
42.0
62.0
724.0
132.0
23.0
1317.0
467.0
30.0
323.0
33.0
52.0
""
""
682.0
3250.0
34.0
16507.0
66.0
72.0
34.0
682.0
6956.0
1276.0
254.0
1447.0
112.0
101.0
993.0
3552.0
168.0
63.0
68.0
81.0
1052.0
76.0
76.0
1299.0
""
89.0
411.0
21.0
45.0
396.0
919.0
43.0
31.0
89.0
694.0
319.0
2080.0
349.0
1360.0
899.0
237.0
293.0
395.0
989.0
1753.0
146.0
181.0
578.0
188.0
250.0
30.0
51.0
3865.0
382.0
1443.0
3201.0
96.0
84.0
75.0
75.0
106.0
54.0
1500.0
241.0
126.0
174.0
1124.0
756.0
708.0
305.0
24.0
124.0
20.0
64.0
""
134.0
""
45.0
130.0
288.0
137.0
478.0
53.0
155.0
289.0
1158.0
136.0
271.0
3808.0
285.0
132.0
""
330.0
102.0
243.0
1256.0
120.0
1402.0
125.0
2778.0
3715.0
1663.0
3359.0
95714.0
3186.0
36794.0
14313.0
1438.0
696.0
149.0
44.0
119.0
""
35.0
426.0
156.0
48.0
152.0
4055.0
""
""
12827.0
1258.0
69.0
2936.0
12781.0
138.0
41.0
30.0
23.0
39.0
68.0
50.0
115.0
49.0
272.0
233.0
197.0
3818.0
44.0
93.0
264.0
196.0
132.0
42.0
280.0
206.0
39.0
539.0
248.0
159.0
286.0
633.0
477.0
60.0
326.0
208.0
172.0
72.0
709.0
104.0
90.0
52.0
267.0
373.0
142.0
190.0
1286.0
67.0
916.0
2036.0
4734.0
352.0
51652.0
2194.0
278.0
78.0
2272.0
""
84.0
230.0
362.0
77.0
35.0
85.0
133.0
38.0
69.0
89.0
117.0
87.0
24.0
99.0
206.0
27.0
115.0
59.0
90.0
158.0
""
178.0
""
""
39.0
67.0
31.0
21.0
37.0
""
21.0
71.0
""
""
""
""
""
""
102.0
""
""
""
""
""
""
""
""
""
""
24.0
20.0
22.0
26.0
""
222.0
32.0
""
""
""
""
23.0
70.0
61.0
27.0
241.0
267.0
""
30.0
""
104.0
45.0
""
""
""
""
26.0
20.0
""
""
""
""
25.0
""
239.0
88.0
54.0
163.0
50.0
107.0
154.0
120.0
895.0
53.0
20.0
72.0
321.0
""
""
""
""
522.0
652.0
112.0
24.0
194.0
213.0
74.0
29.0
369.0
718.0
44.0
545.0
72.0
58.0
2139.0
210.0
57.0
""
""
""
140.0
3841.0
""
""
3547.0
432.0
61.0
""
""
""
""
55.0
""
52.0
123.0
370.0
60.0
430.0
""
122.0
3945.0
17956.0
45.0
""
538.0
171.0
280.0
48.0
""
""
25.0
""
""
183.0
30.0
""
507.0
891.0
1902.0
232.0
152.0
79.0
323.0
279.0
263.0
4290.0
218.0
161.0
25.0
""
249.0
50.0
463.0
245.0
423.0
48.0
309.0
642.0
251.0
1279.0
97.0
1972.0
90.0
75.0
256.0
31991.0
1193.0
130.0
1461.0
45.0
2654.0
160.0
2140.0
4738.0
1442.0
874.0
3252.0
493.0
80.0
82.0
""
1508.0
904.0
197.0
45.0
507.0
244.0
260.0
665.0
2879.0
395.0
333.0
14164.0
360.0
42784.0
1070.0
698.0
""
5848.0
1165.0
557.0
463.0
939.0
727.0
9131.0
36462.0
14856.0
1716.0
4447.0
54881.0
1794.0
998.0
308.0
2203.0
365.0
78.0
1034.0
1930.0
2351.0
1160.0
347.0
452.0
2068.0
96.0
163.0
1001.0
177.0
46.0
269.0
526.0
456.0
2465.0
452.0
3290.0
15146.0
30206.0
615.0
1968.0
977.0
651.0
919.0
388.0
96.0
284.0
271.0
208.0
3851.0
99.0
470.0
311.0
242.0
""
1079.0
""
""
""
""
""
34.0
80.0
22.0
27.0
""
""
""
272.0
23.0
""
187.0
""
124.0
81.0
114.0
90.0
""
""
""
368.0
""
27.0
92.0
95.0
87.0
""
""
157.0
170.0
110.0
139.0
322.0
""
3944.0
182.0
505.0
1344.0
3290.0
241.0
107.0
782.0
14835.0
349.0
30942.0
502.0
14760.0
1130.0
26.0
1352.0
1416.0
152.0
958.0
593.0
636.0
561.0
2185.0
613.0
""
368.0
209.0
34.0
39.0
""
1211.0
6413.0
499.0
1228.0
""
""
122.0
105.0
38.0
381.0
662.0
""
22.0
1080.0
401.0
936.0
193.0
418.0
12572.0
12750.0
29525.0
3254.0
22265.0
30160.0
442.0
206.0
60.0
3178.0
3928.0
32764.0
13259.0
""
117.0
32826.0
9763.0
7536.0
245352.0
158.0
76.0
985.0
638.0
1110.0
177.0
505.0
5226.0
418.0
3753.0
129.0
3426.0
2784.0
80.0
""
437.0
""
""
""
501.0
159.0
9368.0
