spouse_rk_white_male_mean
0.52082002
0.46437544
0.47881362
0.45701393
0.53228307
0.52439934
0.42756149
0.55127764
0.49457893
0.47310263
0.42534682
0.44559553
0.51876259
0.40831766
0.52971202
0.53890878
0.49226621
0.49269798
0.55031991
0.50165635
0.55122966
0.49861875
0.56179374
0.51446873
0.46296757
0.45855671
0.48167005
0.45951352
0.50025451
0.58397925
0.51584435
0.46192986
0.51421434
0.4462429
0.48194212
0.59450042
0.53062385
0.6112572
0.51862121
0.5310216
0.48956549
0.50045645
0.46420339
0.49357191
""
""
0.44611448
0.46670505
0.43801171
0.53084868
0.45463598
0.49431646
0.38739434
0.43626124
0.49656659
0.44659373
0.48271969
0.45286375
0.50193828
0.45736623
0.45069233
0.46053028
0.45259288
0.47702712
0.4495582
""
0.46009442
0.55402815
0.58413523
0.46603757
0.53886086
0.53358465
0.34740162
0.52777189
0.5159291
0.49205309
0.53375947
0.5067991
0.42480561
0.41152528
""
""
0.48925072
""
0.6126194
0.51345986
0.51530176
0.50838816
0.49571133
0.39274564
0.49043232
0.44237259
0.40474042
0.52433103
0.47740212
0.45187473
""
0.48794374
0.44934773
0.48563853
0.48418289
0.49509123
0.46157718
0.44918752
0.41420895
""
0.52731186
0.56599253
0.49849102
0.51260769
0.48514298
""
0.45962271
0.46476537
0.49345016
0.50883549
0.45649418
0.4799211
0.41027114
0.54159141
0.53024566
0.39242938
0.48987591
0.52081001
0.41984734
0.36728543
0.44907442
0.44256532
0.4604485
0.41829622
""
0.42987406
0.43582463
""
0.41095412
""
0.53757173
""
0.47594464
0.49248913
0.58771658
""
""
0.48767284
0.4614473
0.44191319
0.45429361
0.44245934
0.48164874
0.41361755
0.4692055
0.45491585
0.43457282
0.49785194
0.48201275
0.50785589
0.42403045
0.49385488
0.47758192
0.49196279
0.49822924
0.57175338
0.51614451
0.48253581
0.47297439
0.41493288
0.4850843
""
0.54322463
0.46147397
0.50704122
0.49677247
0.5437007
0.48073414
0.46387053
0.47723159
0.4109672
0.46052897
0.38194996
""
0.41235682
0.50522506
0.49738058
0.45739263
0.4801766
0.43368515
0.41846433
0.45172867
0.45394933
0.50713068
0.49823341
0.51688761
0.43482643
0.49201423
