has_mom_asian_male_mean_se
0.016101731
0.037099581
""
0.011704512
0.022942457
""
0.013285165
""
""
0.015635263
0.01794013
0.0082036676
""
0.022565713
0.015438072
""
""
0.013343228
""
""
0.025243606
0.008916744
0.021214798
0.033428717
0.0063004969
""
0.029756021
0.013746009
0.0050016646
0.054213565
0.05256027
0.031435907
0.0079821376
0.010365697
0.052274719
0.013822024
""
0.064482361
""
""
0.017945379
""
""
""
""
0.04471432
0.0066822069
0.021359481
0.011793663
0.038806707
0.023183877
0.016726401
0.038414754
""
""
0.021934399
""
""
""
0.013968444
0.02289113
0.013042406
""
""
""
0.017635675
""
""
""
""
0.078723073
""
0.043122761
0.0029581152
""
""
0.043008041
-0.0027331421
""
0.011546608
0.045097996
0.03354802
""
0.047325905
0.0077224262
0.045089878
0.018521497
0.01248811
0.015657105
0.03755362
0.049618594
""
-0.004875225
0.01674716
""
""
0.019524803
0.018957892
0.006202226
0.014273327
0.013810368
0.0050161025
0.0070673493
0.01565182
0.012127406
0.0056200777
0.012880835
0.0064517492
0.051633924
0.023185395
0.015868604
0.017734068
0.012692207
""
0.012927584
0.014067667
0.0094677415
""
""
0.0062930672
0.028521141
0.045704369
0.056096271
0.037097521
0.051890008
0.017538149
0.021408511
0.012757493
0.036972888
0.043077625
0.0041803899
0.047255777
0.021728307
0.025571749
0.027746113
0.057342879
0.025070596
0.02167638
0.013341586
0.021954153
0.021598974
0.021279059
""
""
0.02571837
""
0.018225692
0.0085111754
0.067800388
0.049950596
""
0.016921325
0.030839762
""
0.0091435369
0.019178355
""
0.022926975
""
0.02693353
""
""
0.016705444
0.0043558641
""
0.0023628126
0.047823399
0.074367255
""
0.021347333
0.0033034857
0.011385472
0.05250271
0.013075123
0.061607514
""
0.013540084
0.0087785907
0.026486203
0.012185214
""
0.050646506
0.01136563
0.064452045
0.031861711
0.0078145433
""
0.027270325
0.015975172
""
""
0.0158269
0.010961823
""
""
0.048780363
0.033631895
0.032022756
0.012591708
0.059784882
0.013827202
0.02011852
0.018978039
0.043618992
0.021620268
0.015643535
0.0068272604
0.028181123
0.011469869
0.015304553
0.037906136
0.022341037
""
""
0.014810108
0.017794764
0.027258312
0.0058136336
0.039673526
0.014351519
0.064388528
0.0027022953
0.057558637
0.032165579
0.0080375075
0.014227357
0.01908551
0.02345957
0.0065674642
0.017840568
0.015486833
0.018245637
""
0.031935304
""
0.038705833
""
0.020789519
""
