pos_hours_natam_pooled_mean
""
""
""
""
""
""
0.60667026
""
""
""
""
0.81331033
""
""
""
""
0.77701336
""
""
""
""
0.70253134
0.80635959
""
0.75112921
""
""
""
0.82554877
""
""
""
0.85378534
""
""
""
""
""
""
""
""
""
""
""
""
""
0.79174501
0.64562404
""
""
0.67436546
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.69596946
""
""
""
0.82562441
""
""
""
""
""
""
""
""
""
0.67024916
""
""
0.65123326
0.45321745
""
""
0.96917516
""
0.69885403
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.73493999
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.94093066
""
""
""
""
""
""
0.7369231
0.7646367
""
""
""
""
""
""
""
0.73535758
""
0.81619304
0.79313338
""
0.85232824
""
0.78915083
""
0.52567184
0.64969724
""
""
0.73649949
0.86164987
""
0.71336472
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.84163195
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.90528554
""
""
0.75597155
""
0.76503932
""
""
""
""
""
""
""
""
""
""
""
""
0.7171399
""
0.73019427
0.76028246
""
""
""
""
""
""
""
""
""
""
""
0.78312629
""
""
0.81843549
""
""
""
0.95839053
""
0.7043128
0.68502045
""
""
0.8092345
""
""
""
""
""
0.65788198
0.77045614
""
0.7829408
""
""
""
""
0.5873664
""
""
""
""
""
""
0.89776456
0.86879683
0.76471192
0.76401263
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.70544833
""
0.79238057
""
""
""
0.85866219
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.70931613
""
""
""
""
""
""
""
""
""
0.68258923
""
""
""
0.66574782
""
0.78229588
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.67462689
""
""
0.66716981
0.65032506
""
""
0.70822877
""
""
""
0.69658369
""
""
""
""
""
""
""
""
""
""
""
""
""
0.83478796
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.73097116
0.78850353
""
""
0.70222998
""
""
""
0.60198104
""
""
""
""
""
0.59055859
0.85005897
""
""
""
0.65226805
""
""
""
""
""
""
0.74681455
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.80353844
0.59521848
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.78641111
0.68545568
""
""
""
""
0.86633533
""
0.76630515
""
""
""
""
""
""
""
""
0.78007221
""
""
0.80098605
0.77783036
0.83274418
0.79185224
0.77582979
0.78050476
""
0.89470291
0.70311666
0.76767594
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.79935157
0.72547144
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.68581587
0.84885317
""
""
""
""
0.74148476
""
""
0.83502066
""
0.78350151
0.7863459
0.82889193
0.76921254
""
0.79308569
""
0.80931526
""
""
0.79939055
0.79703957
0.91869366
""
""
0.84051603
0.80541664
0.75891358
0.8004207
""
0.81028503
0.62231869
0.68293077
""
""
""
""
0.65621525
0.7676543
""
""
""
0.58402818
""
""
""
""
""
""
""
0.85747397
""
""
""
""
""
""
""
""
""
0.62413168
""
""
""
0.70388752
""
0.62543237
0.70865053
0.63317025
""
""
0.64026374
0.73581177
0.56576127
0.58160681
""
""
""
0.80537301
""
""
0.72299844
""
""
""
""
""
0.81698555
""
0.64834797
""
""
""
""
""
""
0.7738505
""
""
0.9040969
0.6589601
""
""
0.8333143
0.69720846
0.81026906
0.75499189
0.6856035
0.68848002
0.8700431
0.74809819
""
""
0.70025134
0.77708238
0.65283728
0.77053386
""
0.68254876
0.61447191
0.68472016
""
0.72175568
""
""
""
""
0.86375022
0.79338104
0.70862693
0.69543266
""
0.84303051
""
0.71632755
0.91683614
""
""
""
""
""
""
0.73476565
0.73271137
0.69065112
