kfr_top01_hisp_male_p25_se
0.0042843539
0.0016282989
0.0066986922
0.00060555409
0.002501488
0.005225277
0.00048996788
0.0075966404
0.0040236767
0.0018668439
0.00092032942
0.0011577077
0.014258984
0.0015070451
0.00087176391
0.0078168306
0.0052614268
0.0023703689
0.014813825
0.0043271938
0.0011748105
0.00028337905
0.0024280734
0.0014648293
0.0010328625
0.0030438865
0.00054111407
0.00057173317
0.0011309289
0.0036093867
0.0046123913
0.0020511474
0.00090160628
0.0013300022
0.0024144771
0.00048739088
0.0031354672
0.0019669204
0.0070695104
""
0.0029149917
0.0020448701
0.0052593732
""
0.0071591781
0.0046734749
0.00046389617
0.00096451311
0.0019179076
0.0012965302
0.00053215254
0.002247486
0.0013712136
0.017659251
0.01532987
0.0029412708
0.0076589528
0.0077562789
0.0068930071
0.0021738978
0.006858611
0.00099477742
0.019303758
0.0062295548
0.00512962
0.0030550377
""
""
0.0063307383
0.0038923074
0.0061969957
0.0022766134
0.0016217934
0.0017812985
0.0042939316
0.0051380913
0.001216345
0.0028849989
0.0040530055
0.00024203074
0.00178211
0.0024094358
0.0040982729
0.0015715874
0.0010799855
0.002082834
0.0032844958
0.00052115374
0.00039917443
0.00075835199
0.0012150283
0.0017981974
0.0023736251
0.0038048113
0.0019902133
0.018579965
0.00076738716
0.00029044421
0.00015989656
0.00033731453
0.0013514544
0.00023232003
0.00068764715
0.00051475229
0.00098828471
0.00026667237
0.00043889764
0.00084052148
0.0010262702
0.00013855072
0.0020117122
0.0015687617
0.00045579029
0.0069549922
0.0025918214
0.00088508276
0.0004554287
0.0078673
0.022777408
0.008332327
0.00060167856
0.0072517828
0.0030141487
0.00051946135
0.008624997
0.0020564904
0.0010912035
0.0018641291
0.0047218488
0.0055113491
0.00023154961
0.0042732339
0.00074561633
0.0075481604
0.00021124617
0.0036695995
0.0020660381
0.0022571825
0.004241013
0.0036831652
0.0037876181
0.0018235445
0.018140733
0.0092129996
0.0015973686
0.012085094
0.002514573
0.0032588623
0.0037187131
0.0057535595
0.0042488067
0.0017034259
0.0022979167
0.00647246
0.0019632515
0.0034021148
0.0085084261
0.0050651031
0.0048140222
0.016786335
""
""
0.00085443433
0.00036501855
0.0046793944
0.0003733894
0.0037355975
0.016238946
0.0050101453
0.00091625488
0.00029697421
0.00074173236
0.0016017603
0.001473758
0.0018707223
0.0019838142
0.00154466
0.00021106425
0.0017932826
0.014517996
0.0035771311
0.0047763628
0.0017845362
0.0045811879
0.0035331696
0.0015708121
0.0087094987
0.0031049203
0.00073145691
""
0.0043733534
0.0011700043
0.0016061305
0.0080731967
0.0096666487
0.0032097986
0.0018455806
0.0042513213
0.00075245718
0.00058563333
0.00033489836
0.0010777928
0.0030934378
0.00075802091
0.00079037395
0.00074726093
0.00065071712
0.0048009139
0.0013072811
0.0036845733
0.0086534675
0.0014798196
0.027335001
0.0057701692
0.00040560451
0.0022774024
0.00033747012
0.00019156269
0.0053414088
0.0028675434
0.017118394
0.0073598367
0.0081381705
0.0087183602
0.001528717
0.0017567792
0.002334177
0.0016749161
0.0037403284
0.0024710917
0.00047443478
0.0030652259
""
0.0012367412
""
0.005297516
""
0.011567377
""
0.0073411032
0.0056632156
0.0047487873
0.0036027981
0.0026082168
0.0068171341
0.0040954016
0.0022012172
0.0013778083
0.001698841
0.0032599163
0.00081713597
0.0070049623
0.0027152475
""
0.00081973855
0.012045509
0.0024725432
0.0014644278
0.0053463238
0.00072863052
0.006864687
0.00064243533
0.0002810724
0.00045418975
0.00061709975
6.3975938e-05
0.00064979191
0.00020481009
0.0003227898
0.0013220565
0.0023407382
0.0012623065
0.0041354457
0.0095158834
""
0.0092449812
0.00099556055
0.0032460687
0.0080235023
0.0023192267
0.0005075371
""
""
0.00033783438
0.00068794203
0.0029834842
0.00037207411
0.00042364918
0.0025370552
0.0089145591
0.010931443
""
0.0064709433
0.011674362
0.019053297
0.0015545116
0.0099982787
0.0020295603
0.0010376369
0.002590674
0.00097604882
0.0072634039
0.002149757
0.0015230591
0.0024663431
0.004876595
0.01190664
0.00085458177
0.0011957396
0.0086769294
0.0019705812
0.0033842567
0.0014984307
0.00058659271
0.00054717634
0.00060564763
0.0054037324
0.0024755606
0.0016537196
0.0011713037
0.0025661676
0.0019813136
0.004845025
0.0058381474
0.014930207
0.0064930632
0.0012918359
0.0022768448
0.0037487119
0.00038293426
0.0055297576
0.00077337876
0.0012117425
0.00033381683
0.0034945267
9.5186952e-05
0.0010467538
