comcoll_asian_female_mean_se
""
""
""
0.044207845
""
""
0.056031734
""
""
0.09464971
""
0.04446312
""
""
0.086794347
""
""
""
""
""
0.10840837
0.065916717
""
""
0.035783973
""
""
0.093314484
0.030886628
""
""
""
0.046511658
0.057434388
""
0.073297419
""
""
""
""
0.079725444
""
""
""
""
""
0.033973064
0.11037917
0.063873395
""
0.10071307
0.10913607
""
""
""
0.099284828
""
""
""
""
""
0.062163707
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.053147115
""
""
""
""
0.050402485
""
""
""
0.072783992
""
""
""
""
0.061834943
""
""
""
""
0.031533569
0.080114283
0.090478912
0.027365658
0.047563054
0.088429689
0.077818617
0.02907362
0.093281478
0.043589383
""
""
0.071338132
""
0.068590708
""
0.085303925
0.07750804
0.058873456
""
""
""
""
""
""
""
""
""
0.095986582
""
""
""
0.019940255
""
""
""
0.12049501
""
""
0.098922983
""
""
0.09485586
0.10764379
""
""
""
""
""
""
""
""
""
0.068883188
""
""
0.061129127
0.088514112
""
0.092138961
""
""
""
""
0.089060307
0.022584284
""
0.011122026
""
""
""
""
0.017964926
0.064800598
""
0.089733146
""
""
0.08078061
0.047913026
""
""
""
""
0.056510933
""
""
0.04029176
""
""
0.07261502
""
""
""
0.059435379
""
""
""
""
""
0.065297775
""
0.0788486
""
""
""
""
0.087405346
0.047121815
""
""
0.070695855
""
""
""
""
0.068516731
0.077767111
""
0.030558188
""
""
""
""
""
""
0.03899207
""
""
""
0.033028886
0.079951279
""
""
""
""
""
""
""
""
""
""
""
""
""
0.082544059
""
""
""
0.054587662
""
0.077764258
0.028690735
0.10218816
""
""
""
""
""
0.044945136
""
0.057400845
""
0.062419724
0.047520481
0.050195463
0.04240334
0.0065454124
0.022188889
0.0082564531
0.014184851
0.053242464
0.062332634
""
""
""
""
""
0.099361219
0.10333655
""
""
0.044747546
""
""
0.015977427
0.055193804
""
0.059739538
0.023480654
""
""
""
""
""
""
""
""
""
""
""
""
0.019247081
""
""
0.092200436
""
""
""
""
0.10836592
""
""
""
""
0.086368285
0.064400338
0.084547751
""
0.076934569
0.084439911
0.099003114
""
0.063876726
""
""
""
""
0.075601138
""
""
0.096013732
""
0.080871329
0.098150276
0.038425148
""
0.0097231539
0.067082874
""
""
0.032514755
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.056138918
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10970737
""
""
0.071699649
""
""
""
""
""
""
0.061112862
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10058234
0.028740626
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.059108853
""
""
""
""
""
""
0.038952716
""
""
""
""
0.06790106
""
0.10198659
""
""
""
""
0.071954593
""
0.10506654
""
0.060939908
""
""
""
0.058936939
""
""
""
""
""
""
""
""
""
""
0.10157597
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.033231769
""
0.039431408
""
""
""
""
""
""
""
""
""
""
0.0612473
0.082446791
""
0.059375159
0.013017578
0.085820295
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.088232167
0.027807575
0.016465526
""
""
""
""
0.10336765
""
""
""
""
""
0.04051384
""
""
""
""
""
0.049952667
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.012635426
0.062960491
0.042114589
""
""
""
""
""
0.064206243
""
0.027369363
""
0.055500686
""
""
""
""
""
""
0.047304008
""
""
0.072243221
""
""
""
""
""
""
""
0.082953572
0.039514795
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.03743482
0.043721065
0.026165335
0.054822225
0.015209181
0.0094333012
""
""
""
0.05868195
0.061281644
0.0073501575
0.027056856
""
""
0.014046365
0.098017924
0.052016962
0.0050472645
""
""
""
""
0.079390816
""
0.094060123
0.024503125
""
0.054289065
""
""
0.08554057
""
""
""
""
""
""
""
""
0.01359045
