comcoll_black_pooled_mean_se
0.040854786
0.086971506
""
0.024205489
0.017779728
0.036179602
0.010744085
0.063006364
""
0.016774192
0.020193227
0.0089051016
""
0.072116181
0.028084192
""
""
0.03856533
""
0.025341803
0.0108455
0.011127851
0.02027547
0.016368017
0.010111669
0.029998707
0.018069131
0.013290362
0.0083148116
0.028254723
0.021860391
0.025317401
0.0092046512
0.012044871
0.017637299
0.016086778
0.024769321
0.022870289
0.026699025
0.028800674
0.01008759
0.022642629
0.034375291
0.085084237
0.03046619
0.019941745
0.0067284624
0.016874453
0.0097803548
0.018113954
0.016516296
0.012732289
0.013814027
0.031056179
0.042659093
0.0095709488
0.029685518
0.070521243
0.059009731
0.017482553
0.02660968
0.013335974
0.036218874
0.050637081
""
0.11398831
""
""
""
""
0.021070063
0.019246651
0.013922442
0.020307545
0.024009923
0.080558904
0.022191729
0.038379766
0.049128734
0.0066591767
0.017397948
0.049655162
0.097459868
0.03907064
0.011235695
0.059619695
0.042787489
0.021704631
0.016100323
0.033340357
0.034791835
""
""
0.018704979
""
""
0.06124156
0.026117936
0.0098346006
0.016326135
0.020675972
0.0061304853
0.01091689
0.021308584
0.022490578
0.010169624
0.021812702
0.0099767884
0.028091831
0.023081975
0.024225898
0.015489048
0.0098238075
0.027548894
0.011674117
0.013011901
0.011348797
0.026777305
0.047896739
0.036031909
0.017418232
0.028369034
0.030321993
0.023654914
0.024913918
0.012542823
0.013088608
0.028518479
0.025936097
0.023052009
0.0052328254
0.023533266
0.024899388
0.03080466
0.037784502
0.023740413
0.013929434
0.01265494
0.027233891
0.02149092
0.01558599
0.027802525
0.040726628
0.035967983
0.015417186
0.025304006
0.015983675
0.019757219
0.021046648
0.022749111
0.05068073
0.0092921993
0.01554374
0.023461198
0.015785033
0.010886656
0.033893164
0.011486028
0.027332181
0.071557485
""
""
0.02364891
0.0061693992
0.047760475
0.0049245367
""
""
""
0.041600086
0.0049752155
0.024664795
""
0.020636879
0.083370723
""
