lpov_nbh_pooled_pooled_mean_se
0.0065027131
0.0042977398
0.0077471808
0.012032413
0.0067025311
0.01193003
0.0083770566
0.003953048
0.0055802935
0.007879057
0.0066401022
0.010487782
0.0075999657
0.011278294
0.0097610084
0.0067388322
0.0064150654
0.010903369
0.013575365
0.0070914249
0.012488012
0.004761924
0.005943127
0.0059702122
0.0051433779
0.0058319583
0.0065818285
0.0049362271
0.010998911
0.0077296868
0.0076131662
0.012361746
0.011918115
0.0087606041
0.0044540833
0.0061020739
0.0019474047
0.01153342
0.0054031098
0.0074693207
0.0050620758
0.0060845176
0.01088343
0.0087964041
0.003095024
0.0099763088
0.0092605557
0.0048062843
0.0023722986
0.010153072
0.0030650189
0.0045708315
0.011401123
0.0087379208
0.0076018064
0.0082072271
0.0060350783
0.0061747776
0.0039915997
0.011953008
0.0049393177
0.0067191799
0.0040676515
0.0058009578
0.010227355
0.011881124
0.0090998001
0.042891603
0.040790003
0.0028235007
0.015237691
0.06827613
0.046320997
0.033230212
0.0049861707
0.059037056
0.04390474
0.0086131683
0.0085373959
0.014338505
0.014072497
0.034759589
0.048905555
0.0074512251
0.021804724
0.02563482
0.021431079
0.045588885
0.025544528
0.01640231
0.096315391
0.025170907
0.023679363
0.04549757
0.10022897
0.024060022
0.0078230603
0.0045421957
0.0047459947
0.0081496937
0.008932217
0.017826103
0.014421513
0.00097286579
0.0040188287
0.0055777016
0.0018201771
0.0041561839
0.0066727819
0.0041965111
0.0038078136
0.0084892996
0.0092842001
0.0077603962
0.003917662
0.0068786182
0.011716788
0.017643191
0.0081053087
0.0095855109
0.008751425
0.0092396634
0.0085249692
0.013213607
0.0082737235
0.0080952067
0.0055634095
0.004904273
0.0059505245
0.010927389
0.014770827
0.0091935387
0.0087613426
0.0053341947
0.0096745538
0.0115789
0.0048732846
0.013268176
0.0072101913
0.0079082949
0.0082899323
0.0099125253
0.0059586926
0.012859292
0.0091674728
0.0046582264
0.0096093006
0.016527368
0.0092340605
0.012096545
0.010805597
0.012980719
0.0092919786
0.0059283525
0.010980169
0.01379321
0.006644167
0.0053271302
0.011628408
0.015556371
0.013341608
0.010454984
0.007131068
0.013158241
0.0075829742
0.01296741
0.0074143051
0.0090170577
0.0058913101
0.014550737
0.0023998101
0.0087646898
0.0076324488
0.0051438962
0.012308641
0.014251821
0.0041448111
0.012248823
0.010324777
0.012166749
0.0058185104
0.01005561
0.0036686205
0.0053137378
0.013550006
0.0098783523
0.0014215553
0.049706489
0.0092325434
0.0036488296
0.009492253
0.013106312
0.0016195789
0.008895115
0.0038685752
0.0016975126
0.0087407967
0.0044653099
0.0032627461
0.012477113
0.001818853
0.0041439408
0.0078996997
0.0096460273
0.00058007328
0.0040278682
0.0036113106
0.012264499
0.005532275
0.0028776692
0.016567798
0.025418127
0.0025210555
0.0046393503
0.0051984927
0.0010387558
0.0028659774
0.014516742
0.0012599003
0.0014697663
0.0062279613
0.001163678
0.0010298451
0.0022407204
0.0020362118
0.0033649465
0.0019295085
0.0027318478
0.0013134346
0.0033035064
0.0037343588
0.038962636
0.0075277411
0.0022999032
0.0025075609
0.0022195296
0.0051141195
0.0058677252
0.020707319
0.0022731919
0.0072237877
0.0017793989
0.004033864
0.0057678749
0.0024509125
0.011358424
0.0019727785
0.019519048
0.025095416
0.018539172
0.00322354
0.0061439225
0.013095536
0.052231781
0.019088939
0.019352026
0.036064707
0.025789835
0.026498578
0.009333807
0.0021560604
0.069259495
0.0032631007
0.014695896
0.009455923
0.0020033347
0.007335457
0.0073193391
0.026101962
0.032282177
0.016167622
0.096078753
0.017791055
0.05672802
0.0019808668
0.035991989
0.017411444
0.018273745
0.007673129
0.0031430596
0.012184174
0.022874709
0.010359584
0.0043466683
0.097384356
0.010703057
0.010190196
0.0080909058
0.0085957246
0.0093732812
0.028604819
0.011954483
0.020566383
0.018471437
0.012298061
0.0041134176
0.01687328
0.012397551
0.019428119
0.025439555
0.089020595
0.037709955
0.028326325
0.025620108
0.010237176
0.019448915
0.0035506948
0.014174368
0.0018295282
0.0017796523
0.0035358709
0.0038570289
0.0018508047
0.0029630729
0.0039897049
0.0048477356
0.0042817579
0.0022939725
0.0043048169
0.0022632673
0.0036190073
0.0097215939
0.0036492017
0.0093089947
0.002290359
0.0013164623
0.011739965
0.0043758284
0.0047322428
0.003527923
0.003739499
0.0056880303
0.0093983905
0.012576095
0.0017235421
0.0026828877
0.0065815733
0.014140861
0.0056038285
0.011362137
0.017792339
0.012993078
0.012738407
0.010198847
0.0072785555
0.0042901821
0.0056574834
0.0015960523
0.0092432424
0.0048546507
0.0073205754
0.013519047
0.019260565
0.0035019154
0.0024988269
0.0034741084
0.007259191
0.014293871
0.0096667875
0.0032195584
0.0031156333
0.0047150054
0.0010911354
0.00585911
0.0063227648
0.0034762169
0.007048287
0.001610248
0.0032491849
0.0016376555
0.0027475613
0.0018475523
0.002271144
0.0054942388
0.0042587901
0.0033402473
0.004185441
0.0030250025
0.0023637624
0.0079936245
0.006636295
0.0091351531
0.010974078
0.002433073
0.0091733243
0.0075847758
0.0091227228
0.010434149
0.017292658
0.0090809613
0.031293835
0.0067717358
0.0099941138
0.0072356444
0.0052051623
0.0082271826
0.0098198317
0.0037699831
0.012138524
0.012809259
0.010356432
0.0094582951
0.0067542517
0.0080861868
0.01084792
0.026186278
0.0065336404
0.015972195
0.0046906252
0.0066655851
0.016218673
0.0031459613
0.0089482106
0.0080089075
0.0040030475
0.0049347952
0.022606393
0.0027247467
0.013024693
0.0021066258
0.00741725
