kfr_26_natam_male_mean
0.42089456
0.352902
""
0.37465304
0.33534336
""
0.3470636
""
""
0.41546655
0.39779049
0.40724665
""
0.45923254
0.48696324
""
0.4476735
0.40395632
""
0.3301377
0.35794556
0.34726158
0.41043234
0.35364005
0.4549031
0.39814037
0.42460787
0.42393801
0.4714126
""
""
0.4710767
0.45176488
0.45298851
0.3577058
0.44757465
""
""
""
""
0.40742049
""
""
""
""
""
0.44514179
0.51558763
0.48644185
0.49735498
0.48727852
0.51613665
0.54859227
""
""
0.46032825
""
0.56679386
""
0.36119807
""
0.45491439
""
0.39601636
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.42504561
""
""
""
0.42413732
0.40031222
""
0.42485982
0.39491251
0.543832
0.53391498
0.43553954
""
""
0.43300143
""
""
0.53297824
0.4516041
0.38731071
0.42664713
0.38960323
0.46199945
0.47208574
0.48963287
0.34670648
0.42306665
0.31727371
0.41251487
0.34169409
0.3324734
0.3611514
0.46627235
0.38973632
""
0.45461428
0.40305021
0.45975432
""
""
""
0.45588064
""
""
""
""
0.45950338
0.3986488
""
""
""
0.43693823
""
""
""
0.43645456
""
0.48119575
0.37038884
""
""
0.36617544
0.34457648
""
""
""
""
0.40530035
0.34156275
""
0.33120108
0.36516115
0.4423022
0.24501702
""
0.41476551
0.46514323
0.47427654
0.41724116
0.44479534
""
""
""
0.44348758
0.38273263
""
0.45550448
0.43716902
0.39186335
0.43187496
0.48839399
0.39345503
0.37656692
0.61979192
0.46427888
0.44094837
0.3802346
0.37212816
0.40799257
0.34230849
0.37898624
0.49144623
0.54958791
0.38514283
""
""
0.36304593
""
""
0.3767134
""
""
0.45003393
0.39506003
""
""
""
""
""
0.35590485
""
0.42447516
0.39658031
0.34578443
0.52094823
0.43703434
0.406113
0.38734588
""
0.44377246
0.3948774
0.31734681
0.32173517
""
""
0.43009737
0.37127677
0.41843656
0.3782492
0.3480936
""
""
""
0.30975732
""
0.38862887
0.48595169
""
""
0.41185465
0.39543256
0.33977887
0.40958238
""
""
""
""
""
0.43942669
""
""
0.25682771
""
""
0.37850341
""
""
0.42605552
0.38178039
""
""
0.38314822
0.43961713
0.36764029
""
0.38754737
0.29877487
""
0.39120215
""
0.40152317
""
0.42867598
0.45355022
0.44366866
0.3716976
0.39523578
0.41823876
0.41265967
0.38704914
0.36671293
0.50820351
""
""
0.36242026
0.35633871
0.323434
0.3919577
0.42654058
""
0.4679687
0.38135356
""
""
0.42986843
0.42486677
""
0.40988797
0.46752429
""
0.37567341
0.35410684
""
0.45970306
0.31549045
0.37299141
""
""
0.26239789
""
0.26493329
0.3477934
0.4009428
0.29118869
0.57602656
""
""
""
0.33550802
""
""
0.47239789
0.41859838
""
0.55247051
0.44364744
0.38008115
0.35198179
0.41843265
0.39400131
0.43737239
""
0.38804466
""
""
""
""
0.51056445
0.55392981
""
0.40296197
""
0.47016206
0.3906588
0.40706277
""
0.41865841
0.38237268
0.44892535
""
0.45284426
""
""
0.4144932
0.39412361
""
""
0.51123166
0.38954994
""
""
""
""
""
""
""
""
""
0.39474931
0.37673748
""
0.41568777
""
0.3592647
""
""
""
""
""
""
""
""
""
0.32436308
""
""
""
0.27985549
""
0.337172
0.33784068
""
""
""
""
""
""
0.362057
""
0.33729756
""
0.48540738
0.446273
0.51966023
0.42504722
""
0.30339727
0.28018031
""
0.28498164
0.24912077
