comcoll_other_male_p75
0.1362958
""
""
0.53465706
0.52941597
""
0.30573329
""
""
""
""
0.48625132
""
""
""
""
""
0.50425339
""
""
0.64759851
0.61634284
0.6965676
""
0.46475169
""
""
0.65129542
0.50031257
""
""
""
0.46406913
0.54409802
""
0.4065282
""
""
""
""
""
""
""
""
""
""
0.5328353
""
0.54509825
""
0.19499005
0.43130845
""
""
""
0.58992696
""
""
""
""
""
0.56319314
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56370091
""
""
""
""
0.43164396
""
""
0.57937735
0.37445632
""
""
""
""
0.50463402
""
""
""
0.27919593
0.57262957
0.26185969
0.56671792
0.59802699
0.52342099
0.42471954
0.41610372
0.53689027
0.27528512
0.36845237
""
0.99284577
""
""
0.69952583
""
0.43954006
0.50582391
0.5023666
""
""
""
""
""
""
""
""
0.42067197
0.65327632
""
""
""
0.50438708
""
""
""
""
""
0.4692035
0.70757914
""
""
0.64202446
0.30212516
""
""
""
""
0.45361423
""
""
""
""
0.43601993
""
""
0.69478494
0.43041471
""
0.21734175
""
""
""
""
0.52716792
0.48431632
""
0.57606
0.56887627
""
""
0.383645
0.44825789
0.51473159
""
0.38349122
""
""
0.39219046
0.38391131
""
""
""
""
0.60667509
""
""
0.47565714
""
""
0.69021231
""
""
0.33161408
0.44226539
""
""
""
""
0.1123477
0.53339362
""
0.4861269
0.30645451
""
""
0.29368687
0.41578931
0.48164481
""
""
0.60891813
""
0.75305295
""
""
0.44008753
0.69554251
0.33399442
0.52889723
""
""
""
""
""
""
0.56971437
0.38588569
""
0.52486157
0.55333978
0.49775535
0.51705152
0.63499886
""
""
""
""
""
""
""
""
""
""
""
0.53265232
""
""
""
0.4094727
""
0.75339276
0.47541857
0.53428918
0.26553997
""
0.46541387
""
""
0.52516305
""
0.64712656
""
0.57314897
0.49714193
0.5327127
0.45947286
0.61084259
0.45812619
0.60251856
0.52442139
0.37141848
0.60723287
""
""
0.52933717
""
""
0.27484831
0.60312814
""
0.45961112
0.4942793
""
""
0.5307219
0.46629497
""
0.50748348
0.54929906
""
""
""
""
""
""
""
""
""
""
""
0.24019793
0.45422247
""
""
""
""
""
""
""
""
""
""
""
""
0.29411057
0.60055
0.3335903
""
0.41922003
0.57199299
""
""
0.4440549
""
""
""
""
0.56056875
""
""
0.02364162
""
0.27038744
0.47796574
0.40322864
""
0.54186755
0.55836415
0.56620753
""
0.44680777
""
""
0.46762395
0.59594411
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49598637
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4468995
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.70805603
""
""
""
0.52247781
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50910658
""
0.4035055
""
""
0.5341863
""
""
""
""
""
""
0.53575802
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.21679044
0.52140242
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.70128077
0.57193494
0.41193646
""
""
""
""
0.33492509
""
0.48099655
""
""
""
""
0.39576077
""
0.3561143
""
0.31848752
""
""
0.47645339
0.5000658
0.36556977
0.80764699
0.43203321
0.43140993
""
0.78587413
0.47229829
""
""
""
""
""
""
""
0.73354661
""
""
0.56550872
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54455954
""
0.49096546
""
""
""
0.32678926
""
""
""
""
""
""
0.70042449
0.50146216
""
0.603733
0.53755933
0.3707099
""
""
""
""
""
""
""
""
""
""
""
0.44178909
""
""
""
""
""
""
""
""
0.86987507
""
0.41087964
0.34454173
0.52909166
""
""
""
0.27429157
0.23155299
""
""
0.39602953
""
0.6440894
0.55047107
0.85975552
0.65784121
""
0.44235423
""
0.28641999
""
""
""
""
""
""
""
""
""
""
""
""
0.23145124
""
""
0.75240129
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.62400514
""
""
""
""
""
0.46739191
0.56836647
0.35598403
""
""
""
""
""
0.44197792
""
0.47800201
""
0.47459358
0.68698847
""
""
0.5960772
""
""
0.44031465
""
""
0.58226466
""
""
""
""
""
""
""
0.50197625
0.40813166
""
0.35089967
""
""
""
""
""
""
0.66918635
""
""
0.19717194
0.39802733
0.36676639
""
0.51102161
0.44797584
0.47591856
0.53947228
0.33488879
0.43570012
0.56326562
""
""
""
0.57971728
0.39568096
0.51631373
0.35884783
""
""
0.50430483
""
0.56088191
0.51188904
""
""
""
""
0.50994599
""
0.37833729
0.44041798
""
0.48101676
""
0.57235271
0.61430609
""
""
0.79290897
""
""
""
0.57268471
0.46145189
0.48705354
