staytract_pooled_female_p25
0.29437912
0.27631339
0.26766685
0.39075992
0.35032415
0.31007752
0.34134912
0.27992371
0.33153671
0.36102986
0.35771009
0.36352021
0.39007255
0.39151451
0.41187525
0.23483621
0.27411124
0.30674657
0.26808169
0.34614131
0.34527037
0.30528677
0.23531798
0.22776839
0.33521557
0.3198874
0.35507733
0.28731653
0.33246988
0.30322373
0.35863256
0.2857278
0.38246289
0.28730625
0.25639838
0.37633145
0.19646093
0.3321175
0.25889447
0.35725868
0.2622498
0.29817936
0.33953539
0.2777518
0.21581671
0.32325915
0.35671949
0.29533508
0.21252882
0.31619102
0.19825068
0.25117114
0.33624518
0.3583861
0.33135176
0.37225118
0.26019397
0.3146987
0.21823284
0.31975058
0.31564078
0.35566479
0.24377224
0.33516932
0.34606576
0.36453187
0.3624638
0.34966558
0.18684091
0.14862581
0.4903363
0.11670568
0.13053206
0.44682926
0.16577913
0.20650163
0.42764783
0.23251292
0.1946542
0.24447979
0.19473121
0.59727836
0.2593179
0.20008999
0.47875673
0.41990557
0.5578751
0.25653878
0.29156297
0.22597508
""
0.19916095
0.16144741
0.1362831
""
0.35794809
0.24123053
0.1873977
0.19672865
0.2169089
0.23624843
0.16913795
0.24656034
0.14589755
0.16830905
0.23195744
0.17873253
0.22202937
0.2415873
0.15208076
0.19578215
0.32382512
0.28989014
0.23938945
0.18183604
0.27226788
0.2357503
0.18572208
0.28788206
0.30459493
0.30512279
0.36830452
0.29462263
0.36379251
0.30221796
0.30825713
0.24533701
0.28502387
0.23467438
0.33850738
0.35960725
0.28174576
0.27690819
0.21300083
0.33374199
0.32000521
0.22615398
0.29630223
0.28718656
0.36380291
0.30279043
0.29429048
0.30321482
0.26719481
0.32376242
0.21561772
0.34354055
0.35129911
0.27373779
0.18097186
0.3221913
0.26482782
0.31336641
0.25464782
0.27769712
0.204671
0.24352083
0.26171434
0.23223679
0.3087765
0.38866311
0.26057589
0.26583812
0.37464875
0.17909813
0.34625483
0.37641704
0.24696751
0.27221778
0.42122489
0.20114107
0.30136299
0.25223488
0.25472507
0.27939877
0.27894711
0.20112126
0.35877115
0.27196422
0.37150085
0.29077002
0.32428673
0.20333342
0.31059521
0.35820311
0.29845676
0.19420421
0.25917313
0.17935435
0.17120168
0.18354669
0.26239392
0.19477873
0.24245161
0.15583092
0.22418895
0.30858746
0.18757249
0.271321
0.21241252
0.22373754
0.25225234
0.16862227
0.17173149
0.24977717
0.25800121
0.16935439
0.18110232
0.25351575
0.23533869
0.24780282
0.22299688
0.22731268
0.18559568
0.15310656
0.21795648
0.14703205
0.21146145
0.19449876
0.16323535
0.26166147
0.19703494
0.1906375
