kir_pooled_pooled_p75_se
0.0020695638
0.0035198263
0.0088635152
0.0016338637
0.0020736731
0.0060850615
0.0014503632
0.0058583431
0.0077608144
0.00248219
0.0022639614
0.0011911531
0.0070408438
0.004271334
0.0022646326
0.0085575478
0.0093079405
0.002321023
0.0082926657
0.0070409914
0.0022454779
0.0020026402
0.0024951838
0.0035539891
0.0012129747
0.008342552
0.0035759821
0.0020424579
0.0013252731
0.0048798886
0.0046543782
0.0028899075
0.0012512398
0.0016680735
0.0053686746
0.002175512
0.0055280835
0.0041943085
0.01205842
0.010285627
0.0021687641
0.0059614223
0.0075867889
0.01262334
0.0067380038
0.0054934938
0.0013226776
0.002792357
0.0015537773
0.0038004338
0.002384763
0.0021269817
0.0033188993
0.016566761
0.0091574844
0.0022266861
0.0060281497
0.011515061
0.0095416
0.0040922402
0.0053487881
0.0017652393
0.0092552472
0.0053785318
0.0051826108
0.0050475332
0.011226651
0.0067674178
0.0066819452
0.0061501381
0.0065995441
0.0054680943
0.0053956923
0.0033321129
0.0054638493
0.007798424
0.0036458592
0.0047887666
0.0070914617
0.0013995313
0.0049029575
0.0035090516
0.0059465724
0.0030683219
0.0012167146
0.003942708
0.0038871691
0.0029250458
0.0017852164
0.0030005241
0.0032298542
0.0057590925
0.0053551034
0.0020159578
0.0059084781
0.0091261854
0.0036039781
0.0024828573
0.0010053843
0.0020252019
0.0017828039
0.00097133254
0.0012548018
0.0018914011
0.0016818296
0.0010902585
0.0021137518
0.0012102402
0.0047932728
0.0027985412
0.0027966888
0.003388725
0.00171442
0.0073076389
0.0018410537
0.001508944
0.0018728405
0.0091793081
0.010144691
0.0093742274
0.0034681463
0.0052473536
0.0050972677
0.0044873883
0.0055354713
0.0022097197
0.0021999923
0.0056419983
0.0060321861
0.0059969509
0.00072655402
0.0043033855
0.0032414312
0.0058974801
0.0027576447
0.0043909908
0.0020584429
0.0028095238
0.007102923
0.0043429174
0.0024547444
0.003454034
0.0098016644
0.0065840031
0.0039440733
0.0081647318
0.0030944406
0.0043693366
0.0054389718
0.0056415061
0.0045383773
0.0013941439
0.0031706989
0.0079547837
0.0017048175
0.0020204063
0.0065375953
0.0024103243
0.0071266238
0.0041083451
0.010719609
0.0066786828
0.0021158396
0.00078871043
0.0077930773
0.00056716258
0.003513973
0.0037117915
0.0067883148
0.0021917257
0.0005285744
0.0017047346
0.0035576851
0.0015665604
0.0041525927
0.0054643708
0.0016532603
0.0010112198
0.0033171801
0.0046672621
0.0046417248
0.004240307
0.0011982983
0.0043427474
0.0038800053
0.0008817846
0.0075010941
0.0030632999
0.001935458
0.0085470239
0.004988994
0.0032624053
0.0012718551
0.0064012185
0.0054177917
0.0031952267
0.0023029351
0.002160928
0.0012842143
0.0036255927
0.0015978273
0.0020740235
0.0034078558
0.0028634223
0.0020023007
0.0016384787
0.00096906087
0.0031910329
0.0026412632
0.0021259231
0.0027897716
0.0019695798
0.0064930995
0.0062532104
0.0013422027
0.0016192234
0.001764868
0.00076791237
0.0030570864
0.0035581687
0.0037808164
0.0032573263
0.0033589709
0.0042375824
0.0010040692
0.0022599718
0.0026872505
0.0024135453
0.00080581143
0.0015293715
0.001667814
0.0021738736
0.0082584815
0.0029912298
0.0090372665
0.0042216689
0.0085853394
0.0025157651
0.012499188
0.0045502651
0.002634844
0.0036106834
0.0033524237
0.0021301159
0.0040747589
0.0036321054
0.0026827196
0.0011744659
0.003809527
0.0023001516
0.00079338282
0.0023077806
0.0033359518
0.0056759985
0.00284797
0.0035783714
0.0046129245
0.0012138885
0.0033310063
0.0015503021
0.003152644
0.0014712384
0.0011269951
0.0011634936
0.0012819179
0.00050085661
0.0010835256
0.00052324508
0.00052650098
0.0015743445
0.0022938098
0.0036362417
0.010168937
0.0028616877
0.010287636
0.0059144823
0.0016351339
0.0022433572
0.0051360051
0.002576432
0.0010052419
0.013841113
0.016023207
0.00057984475
0.0010569771
0.003772022
0.0015160154
0.00065322022
0.0031220696
0.0058842688
0.0066646319
0.0086631719
0.0050959061
0.0045925686
0.0051007364
0.0040464965
0.0062392829
0.0027049554
0.0031353573
0.0021085655
0.00066119654
0.0064648716
0.0034133585
0.0021974589
0.0043478995
0.004394786
0.0047321268
0.0032913003
0.002409352
0.0072765201
0.0025262276
0.0021830387
0.0034236123
0.0023712795
0.0014361613
0.0019497811
0.0049883476
0.0017845375
0.0021189321
0.0024787155
0.003607841
0.0014850891
0.0026827585
0.0043570031
0.004043703
0.0025154001
0.0019841138
0.003147014
0.0035780354
0.0017823543
0.0042069596
0.0016029126
0.0014636127
0.00089059654
0.0032757076
0.00043973303
0.0014520938
0.004608958
0.0040671076
0.00078858726
0.0074641653
