work_32_white_male_p25_se
0.017889028
0.011147982
0.029279593
0.028920142
0.015994834
0.066884518
0.028169602
0.011251564
0.023306748
0.023338897
0.018084044
0.042525414
0.033221364
0.030868398
0.029957583
0.019342571
0.016554963
0.04180352
0.038364857
0.017575299
0.025777407
0.011572419
0.016862666
0.029151106
0.013261571
0.016140731
0.019454336
0.011712042
0.025604606
0.020056248
0.020274814
0.074988179
0.048909988
0.033310555
0.013878823
0.015421715
0.0075381417
0.027877821
0.013461487
0.020005612
0.017606379
0.01706
0.068578862
0.062991738
0.01095801
0.044087108
0.020089859
0.01196031
0.0076629329
0.03874588
0.013159458
0.012358472
0.057918403
0.037539713
0.025202619
0.026813282
0.016956689
0.01455399
0.013960748
0.087449677
0.014604913
0.018495483
0.013474832
0.015012431
0.037116185
0.080044344
0.019725014
""
""
0.010536477
0.14266181
""
0.27185595
""
0.016038705
0.09788233
0.14756724
0.035362665
0.021143824
0.050622173
0.041876331
""
""
0.018755602
0.18529777
0.12538697
""
0.12412725
0.076203778
0.059099443
""
0.053314507
0.045616906
0.098301299
""
0.083152942
0.036141545
0.013199055
0.015555371
0.020867283
0.029718382
0.054590669
0.038909085
0.0032906325
0.0085541345
0.018222112
0.0059928172
0.011475652
0.053885873
0.0093680443
0.016274087
0.026667664
0.03026423
0.016594367
0.0089897243
0.0167685
0.039492972
0.049189236
0.019035352
0.042716108
0.026625222
0.020196829
0.018924208
0.03364113
0.032786939
0.023718074
0.013269114
0.013285628
0.021203149
0.026115485
0.035876229
0.034571502
0.026787389
0.013694198
0.022774069
0.024649417
0.01135831
0.028755283
0.015319445
0.024534293
0.018847546
0.030565096
0.015806973
0.034111172
0.0270877
0.017687604
0.019300135
0.046136022
0.02037563
0.049349155
0.033430733
0.035180632
0.020245288
0.014587586
0.023378996
0.025441891
0.018982878
0.017035697
0.038747914
0.03565672
0.034911003
0.025996229
0.023775164
0.032321643
0.033151146
0.032177728
0.019431146
0.019002603
0.014175105
0.039147884
0.0081789559
0.019875897
0.028166704
0.012092254
0.027944064
0.034882266
0.010593155
0.028556906
0.022684146
0.028527711
0.021185387
0.020434929
0.0093306396
0.0125352
0.037677385
0.022789288
0.0081372764
0.1653859
0.025735084
0.0091140931
0.028917771
0.044472236
0.0081348997
0.02461087
0.013138664
0.0070315818
0.025727661
0.012272563
0.02677145
0.034561709
0.0066741747
0.015627811
0.020077774
0.028768402
0.0030681952
0.014990774
0.016007546
0.027441027
0.015096239
0.011502403
0.037707489
0.04537363
0.013143425
0.017267631
0.014467712
0.0048095039
0.01054028
0.038927764
0.0048733829
0.0050202063
0.029904472
0.0046992227
0.0041748323
0.01470256
0.0084577277
0.01029239
0.012141389
0.011124447
0.0079222545
0.014096279
0.0089068757
0.080819257
0.016671274
0.0099351397
0.0088379923
0.0074987677
0.014831151
0.013901042
0.044478253
0.0089148926
0.018143743
0.0079223104
0.015051183
0.015093748
0.0075732116
0.033772185
0.0074356557
0.044789236
0.046106718
0.046164837
0.01204653
0.02271379
0.028477008
0.097084343
0.049249716
0.057072435
0.087719761
0.055578724
0.061637059
0.017846445
0.0088871047
""
0.015663611
0.044941816
0.035917986
0.0061208936
0.016413432
0.019936599
0.079491988
0.072540574
0.036046315
""
0.045268323
0.094246604
0.0072206478
0.089327
0.033895839
0.047278095
0.019874077
0.0096233673
0.025202144
0.045871731
0.022741629
0.0095525663
""
0.035887614
0.022833621
0.017879769
0.018281423
0.028820494
0.079467751
0.034801256
0.043229096
0.06431444
0.027263705
0.012254305
0.037901632
0.03301784
0.055566754
0.06605377
""
0.08822681
0.052991923
0.087854147
0.025497984
0.035512198
0.010584117
0.028100958
0.0099574048
0.0081581678
0.013488025
0.016683253
0.0076539675
0.011033374
0.017307386
0.014335657
0.012303832
0.0095575405
0.011348341
0.026190137
0.012380433
0.023158601
0.008273812
0.021809449
0.0060396385
0.0050771674
0.028531481
0.0094714221
0.0099266199
0.0097401068
0.010834372
0.015057398
0.024652598
0.028721677
0.005458917
0.0072367322
0.015465344
0.038304068
0.026675107
0.028023306
0.044922084
0.037180621
0.028852617
0.02968731
0.024942411
0.0094065191
