proginc_hisp_female_mean_se
""
""
""
0.043184552
0.015703777
""
0.017346818
""
""
""
-0.00096654677
0.012365886
""
""
0.024022629
""
""
0.034007311
""
""
0.042374127
0.020576878
""
""
0.01601126
""
-0.00046603029
0.036865897
0.024697429
""
""
""
0.025453685
0.037145339
""
0.024763048
""
""
""
""
0.007644108
""
""
""
""
""
0.014210402
""
0.020819567
""
0.0031299579
0.02359584
""
""
""
0.0012454684
""
""
""
""
""
0.032721691
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.021593288
""
""
""
""
0.022403549
""
""
0.0039376346
0.032486521
""
""
""
""
""
""
""
""
0.010272831
0.0066571999
0.013522387
0.014468598
0.0026215396
0.0073869708
0.012215408
0.018113624
0.0057741259
0.019242255
0.008259193
""
-0.0010837726
0.028360482
""
0.029481553
""
0.0093006911
0.029189475
0.033494901
""
""
""
""
""
""
""
""
0.021127036
0.0052569807
""
""
""
0.0075429422
""
""
""
0.013227581
""
0.0052607036
-4.8762955e-05
""
""
0.041673969
""
""
""
""
""
0.047185089
""
""
""
""
0.014505216
""
""
0.019160459
-0.0044171433
""
""
""
""
""
""
0.024988996
0.014894167
""
0.0039653024
""
""
""
0.023238905
0.010466425
0.019105213
0.094394155
0.015737083
""
""
0.021690553
0.019159211
""
""
""
""
0.014107538
""
""
0.021463826
""
""
0.013333028
""
""
-0.0097819539
0.011959144
""
""
""
-0.0021543968
0.025490804
0.018116562
0.030102391
0.02366323
0.036640801
0.067479521
-0.0033645439
0.051625479
0.026052194
0.021218393
""
""
-0.00086897868
""
""
""
""
0.010147397
0.061463919
0.0215117
0.012324745
""
""
""
""
""
""
0.028708002
""
""
""
0.018472571
0.033165485
0.043781918
0.0035073326
""
""
""
""
""
""
""
""
""
""
""
0.030522833
""
""
""
0.0089161098
""
0.01495686
0.017062368
-0.00096933328
-0.0050923396
""
0.055887111
""
""
0.025889421
""
0.028739119
""
0.017275909
0.018483745
0.025557727
0.0132674
0.0029549811
0.014543884
0.0042821099
0.0083987555
0.023040667
0.051349416
""
""
""
""
""
""
""
""
""
0.021196278
""
""
0.0086082183
0.024542777
""
0.021198694
0.0098073911
""
""
""
""
""
""
""
""
""
0.038798191
""
0.058911189
0.013045443
""
""
""
""
""
""
0.032132067
""
""
0.028824836
0.049596421
""
""
0.043448366
0.01550053
""
0.039390016
""
""
""
0.028349865
""
""
""
0.052641917
-0.0021015457
""
-0.0015640678
0.019920038
""
0.00048149077
0.023207147
0.013985135
0.00068221119
0.003407473
0.018167811
""
""
0.01947844
""
""
0.0027791495
0.047404539
""
""
""
""
""
""
""
""
""
""
""
0.0037108266
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.06257388
""
""
""
""
""
""
""
0.02463687
""
""
""
0.0099459318
""
""
""
""
-0.0031078116
0.0047945869
""
""
""
""
""
""
0.0074435594
0.022515833
""
-0.0028268958
""
""
0.019036578
""
""
""
""
""
""
0.014081739
""
""
0.010554344
-0.00011401482
""
""
""
""
""
""
""
""
""
0.042681806
""
""
""
""
0.014341797
0.0050905244
""
""
-0.011761302
-0.0044654114
0.029367363
""
""
""
""
""
""
""
""
""
-0.0077014505
0.010306701
0.021603828
-0.0011672998
""
""
-0.00094903744
""
0.041612841
0.011985202
""
""
""
""
""
""
-0.0028223509
""
0.020014072
""
""
0.030248024
""
0.019815814
""
0.012635356
""
""
""
0.0047151893
0.030048218
""
0.014333399
""
0.020881206
""
0.014795967
0.016240519
0.017425211
0.017652836
0.0076567777
-0.0070705079
""
""
""
0.010081191
0.026514772
""
""
-0.0038933039
""
0.057534143
0.05104313
0.015313146
""
0.066876255
0.0062703998
0.071570344
0.0038421641
0.035053972
0.024859523
""
0.0088293245
0.008755873
0.0042613395
0.025422327
0.023680309
0.034066372
0.0084540723
0.0030902594
0.0042715147
0.020542452
0.0092591383
0.0032414263
0.0014546015
0.035686176
""
0.020701762
""
""
0.028586926
0.015722396
0.012595909
0.028938264
""
0.022065639
0.013776993
""
""
-0.0015910595
""
""
""
0.005618982
-0.0021927331
0.018019529
-0.0010315774
0.012004534
0.0067725279
0.0037093589
0.022300312
0.0099018971
0.023266073
0.037386194
0.027901534
0.03054044
""
-0.0036673709
""
-0.0017113847
0.0049246461
""
0.029833427
""
""
""
0.019618701
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0065823528
""
""
""
""
""
""
""
""
""
""
""
""
""
0.015351102
""
0.030472755
0.026139094
0.011881658
""
""
0.017014978
0.0054404833
""
0.0047358884
0.019915991
0.0069212597
0.017279048
""
0.0075765536
0.03238206
""
0.026031511
0.038615104
0.032890443
0.022252262
0.02563338
0.046812043
""
0.006227165
""
""
""
""
0.012046756
0.011109397
0.0048548998
0.022655666
""
""
""
""
""
-0.0061891275
0.014709618
""
""
0.022415813
0.060862798
0.043594904
""
0.088593796
0.0092871459
0.011197339
0.006658399
0.014924436
0.0070185098
0.0050076046
0.039835837
""
""
0.018106727
0.014688385
0.0044377497
0.0076417481
""
""
0.0046534701
0.0097927647
0.01041163
0.0017244237
""
""
0.027457599
0.02247701
0.028075093
0.045828532
0.049674403
0.017070012
0.036278091
0.015310997
""
0.016552331
0.019596376
""
""
0.064258821
""
""
""
0.066284232
""
0.0086656939
