hs_pooled_female_mean
0.86128163
0.87622684
0.84736854
0.79344982
0.86504841
0.72973579
0.8496446
0.83085263
0.85133702
0.8366968
0.83813006
0.86284512
0.84332955
0.8624813
0.87352836
0.87943757
0.84377998
0.87453282
0.80456865
0.85029459
0.84968209
0.84813857
0.85550117
0.82053399
0.84923381
0.89047414
0.85728878
0.86713064
0.88969153
0.85735041
0.84295505
0.8073824
0.83554786
0.85449713
0.8521167
0.88260621
0.87843823
0.87410975
0.88083655
0.85840571
0.88609922
0.83610797
0.82668507
0.7907322
0.88194525
0.90910995
0.83851027
0.83928126
0.83822489
0.9079479
0.83512074
0.88375318
0.74450964
0.8561185
0.80126917
0.83209544
0.84759563
0.81696481
0.90821022
0.87595046
0.84232682
0.85532606
0.84597689
0.87030774
0.87790841
0.82306468
0.85473686
0.96822482
""
0.91541272
0.85031074
""
""
0.86453164
0.90617329
""
0.91822141
0.92334586
0.89685851
0.95461607
0.98170722
0.77477288
0.67412412
0.899598
0.94487172
0.82237524
0.78353977
""
0.90506327
0.93058908
""
0.84974492
0.87987787
""
""
0.80809343
0.88827109
0.85837418
0.88532156
0.84979123
0.83378321
0.85996354
0.86229223
0.87164813
0.85108984
0.89592254
0.86954874
0.82804996
0.837641
0.86566544
0.82260168
0.844181
0.89986753
0.91705972
0.86235398
0.90630877
0.90661168
0.87201786
0.89640993
0.88992655
0.89821053
0.89145535
0.91564178
0.90027523
0.88495088
0.86523825
0.89604658
0.87741494
0.84883314
0.83495146
0.93703276
0.87832183
0.93526208
0.92824298
0.91181076
0.91429406
0.86640364
0.90995932
0.89601386
0.87910116
0.89721638
0.85213304
0.89087039
0.83357024
0.85577518
0.89809459
0.84006643
0.81427127
0.87996578
0.91337216
0.81972581
0.89688164
0.89609283
0.89822233
0.86757827
0.85559046
0.84697676
0.83317298
0.88210291
0.82164186
0.93391937
0.8974784
0.92376983
0.81771421
0.85170788
0.93778813
0.8629021
0.90689403
0.87048239
0.96389908
0.87533486
0.87324268
0.82262993
0.90577149
0.86485291
0.92348397
0.88751554
0.84098446
0.86041093
0.90658122
0.85503221
0.93168116
0.85696715
0.87064683
0.81466627
0.8396306
0.908948
""
0.94338602
0.90735382
0.93308556
0.90731841
0.92472744
0.9105317
0.93520427
0.87028807
0.8649286
0.91631103
0.87190551
0.94123262
0.87320864
0.87058711
0.91851079
0.90234095
0.87874675
0.85928494
0.95108616
0.92186248
0.91653395
0.88809401
0.89046532
0.99577254
0.84595507
0.89014715
0.92061055
0.90713722
0.93053234
0.95533228
0.88512677
0.91367179
0.87532556
0.8880946
0.90198559
0.92717344
0.89040601
0.92958599
0.91697854
0.89313239
0.91579396
0.88778389
0.90495223
""
0.89198345
0.91300845
0.91595745
0.88933688
0.87635678
0.89605796
0.92164552
0.86373293
0.92351371
0.90802687
0.91039073
0.86768752
0.85208654
0.91444129
0.92066413
0.945647
0.93590486
0.88410628
0.9137693
0.91864181
0.89690596
""
0.88830829
0.88525194
""
0.87132347
0.97200829
0.86764503
0.82598954
""
0.93098801
0.90175778
0.91622078
0.89766365
0.90358979
0.92062509
0.879255
""
0.88112688
""
0.79989797
""
0.91486901
0.94696343
0.92025757
0.79095501
0.90051389
0.91939706
0.88481039
0.9009791
0.89591169
0.87151164
""
0.88397366
0.91021079
0.88149285
0.87524259
0.90569669
0.93975508
0.91026765
0.90287858
0.9389323
0.87740976
0.85625666
0.84791708
0.86999798
0.95923001
0.90727901
""
""
0.86978447
0.94027591
0.92004347
0.84346795
0.85635591
0.91137785
0.9391408
0.92477489
0.9511708
0.93113595
0.92534816
0.9210065
0.93487322
0.91558784
0.85107833
0.91190094
0.87945688
0.85890025
0.90315163
0.82209837
0.85270286
0.87033165
0.87663221
0.88744158
0.89198363
0.86477876
0.87312812
0.87480098
0.89425045
0.81009287
0.81647915
0.85890681
0.85431463
0.86842418
0.88235027
