kir_native_hisp_female_p75_se
""
0.093836635
""
""
""
""
""
0.079771884
""
""
""
""
""
""
""
0.078403525
""
""
""
""
""
""
0.088649459
""
""
""
""
""
""
""
""
""
""
""
0.080053657
""
0.055280812
""
""
""
""
""
""
""
0.041683171
""
""
""
0.061803959
""
0.054539215
0.081820048
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.02741464
""
""
""
""
0.049331442
""
""
0.079627037
""
""
""
""
""
0.089151978
""
""
""
""
""
""
""
""
""
""
""
""
0.091478214
0.029222829
0.037051011
0.042216197
0.044832755
0.052446816
0.073927462
0.0075522345
0.045132283
0.049157888
0.011106615
0.022888947
0.049223531
0.044611517
0.028108295
""
""
""
0.090092979
""
""
""
""
""
""
""
""
""
""
""
""
0.098129369
""
""
""
""
""
0.097043253
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.049935345
""
""
0.091259696
""
""
0.10594634
""
""
""
""
""
0.063560307
""
""
""
0.010730769
""
0.063165702
0.03085682
0.074999258
0.086765252
0.011901444
0.075881481
0.027805198
0.011505029
0.072764553
0.046967439
0.027556682
0.074620612
0.0143063
0.028275574
0.076801494
0.059611697
0.0043961173
0.030177308
0.048224032
""
0.049797926
0.022662271
""
""
0.017829429
0.043168209
0.048336156
0.0088724643
0.021332903
""
0.0085961474
0.010083525
0.028455224
0.007025368
0.0080862083
0.02509509
0.014703006
0.023700001
0.016147798
0.017669369
0.008568868
0.026813053
0.04085857
""
0.054033164
0.017746752
0.019425375
0.015669474
0.041530147
0.05648189
""
0.016192652
0.051638961
0.012585269
0.029481221
0.04579886
0.014046364
0.056771737
0.014996003
""
""
0.091888085
0.030093288
0.049414378
""
""
""
0.089373529
""
0.098083764
""
0.081354402
0.014030664
""
0.027902195
""
0.068865478
0.014419755
0.055137467
0.07749559
""
""
""
""
0.098652348
""
0.013578942
""
""
""
0.04433265
0.024658838
0.050887611
""
0.084099486
0.033008173
""
""
0.067852102
0.067837663
0.053783629
0.055547252
""
""
""
""
0.075018592
0.018617066
""
0.055670284
""
0.099670298
""
""
""
""
""
""
0.023359725
""
0.021393392
0.027485507
0.057143725
0.058151003
0.025374742
0.038736451
0.057405181
0.058141731
0.050336029
0.036232553
0.070733048
0.049217924
0.045950841
""
0.055204559
""
0.030584389
0.015284887
""
0.054410763
0.069606707
0.044711307
0.048842877
