hours_wk_black_female_n
31.0
""
""
100.0
202.0
40.0
597.0
""
""
211.0
131.0
806.0
""
""
72.0
""
""
35.0
""
86.0
533.0
545.0
178.0
216.0
723.0
69.0
193.0
353.0
998.0
76.0
156.0
106.0
695.0
454.0
234.0
254.0
103.0
114.0
72.0
80.0
656.0
131.0
46.0
""
77.0
159.0
1382.0
124.0
619.0
133.0
209.0
323.0
263.0
27.0
31.0
548.0
69.0
""
""
225.0
85.0
375.0
48.0
25.0
""
""
""
""
""
""
147.0
183.0
286.0
177.0
65.0
""
132.0
29.0
31.0
1260.0
173.0
""
""
48.0
487.0
""
""
135.0
227.0
52.0
54.0
""
""
169.0
""
""
""
77.0
609.0
205.0
105.0
1846.0
535.0
130.0
121.0
572.0
140.0
537.0
59.0
63.0
95.0
255.0
696.0
82.0
466.0
410.0
497.0
63.0
30.0
34.0
184.0
71.0
69.0
126.0
84.0
355.0
310.0
58.0
79.0
90.0
2428.0
78.0
109.0
39.0
43.0
119.0
239.0
380.0
59.0
146.0
288.0
67.0
37.0
53.0
223.0
96.0
262.0
161.0
112.0
94.0
20.0
766.0
267.0
93.0
217.0
491.0
63.0
424.0
67.0
""
""
""
93.0
1566.0
25.0
2964.0
""
""
""
36.0
2634.0
98.0
""
142.0
""
""
128.0
223.0
""
""
""
""
365.0
""
""
554.0
""
""
132.0
""
""
65.0
372.0
""
""
""
""
35.0
225.0
""
238.0
41.0
""
21.0
76.0
130.0
531.0
""
21.0
34.0
""
53.0
""
""
364.0
104.0
87.0
1166.0
""
""
""
""
""
""
524.0
31.0
""
28.0
481.0
180.0
55.0
72.0
""
""
""
22.0
""
53.0
""
""
""
""
26.0
38.0
""
""
95.0
176.0
""
29.0
554.0
31.0
""
""
21.0
""
""
86.0
""
62.0
""
48.0
98.0
157.0
140.0
5109.0
187.0
1850.0
2268.0
298.0
208.0
69.0
23.0
""
""
""
""
""
""
""
125.0
""
""
595.0
23.0
""
92.0
691.0
""
""
""
""
""
""
""
""
""
""
""
""
399.0
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
65.0
""
""
""
33.0
110.0
""
""
63.0
""
78.0
102.0
725.0
52.0
3704.0
113.0
23.0
""
1154.0
""
""
59.0
49.0
""
""
""
""
""
""
39.0
28.0
28.0
""
""
53.0
""
51.0
""
85.0
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
55.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
196.0
""
""
""
""
""
""
115.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
269.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
52.0
133.0
""
""
""
""
""
24.0
663.0
""
""
""
""
39.0
""
22.0
""
""
""
""
30.0
46.0
""
""
332.0
23.0
""
""
80.0
""
""
""
""
""
""
""
77.0
20.0
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
223.0
""
275.0
""
""
""
44.0
""
""
""
""
""
""
""
39.0
61.0
79.0
1665.0
267.0
62.0
51.0
""
""
""
""
""
""
""
""
""
35.0
""
""
41.0
""
""
""
""
""
115.0
48.0
199.0
501.0
1286.0
56.0
155.0
162.0
151.0
84.0
""
""
""
""
""
350.0
""
28.0
74.0
24.0
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
75.0
""
""
""
""
""
""
""
46.0
""
296.0
""
80.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
52.0
71.0
119.0
""
391.0
155.0
""
""
""
25.0
""
896.0
318.0
""
""
343.0
""
25.0
2416.0
""
""
""
""
""
""
""
129.0
""
""
""
""
""
""
""
""
""
""
""
""
""
382.0
