kfr_top01_asian_female_p75_se
""
0.01320929
""
""
""
""
""
0.027178256
""
""
""
""
""
""
""
0.02556436
""
""
""
""
""
""
0.0096819699
""
""
""
""
0.011095289
""
""
""
""
""
""
0.011591691
""
0.026797593
""
""
""
0.048240691
0.019507295
""
""
0.017522676
""
""
""
0.017640529
""
0.021183785
0.043704428
""
""
""
""
""
""
0.020691028
""
0.047464225
""
0.038250312
""
""
""
""
""
""
0.0042215451
""
""
""
""
0.011302465
""
""
0.0089381952
""
0.021940101
0.0059528747
""
""
0.022858087
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0068017435
0.02893668
0.008251803
""
""
""
0.0039031818
0.0028887975
""
0.0095190909
0.0080221063
""
0.036451966
0.0017397321
""
""
""
0.0047187535
""
""
""
""
""
""
""
""
""
""
""
""
0.013475777
""
""
""
""
""
0.080505654
""
""
0.018344095
""
""
""
""
""
""
""
""
0.017481739
""
""
""
""
""
""
""
0.022995975
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.016520862
""
0.016538562
""
""
0.016939146
""
""
0.010824347
""
""
""
""
""
0.0066110482
0.073093027
""
""
0.0020720293
""
""
0.029030276
""
""
0.0026378429
0.051543895
0.021136736
0.0046038013
0.037121926
0.016608024
0.012512292
""
0.0052297097
0.0060488973
0.082846731
""
0.0010022055
0.015660297
0.012704336
""
0.060746536
0.0049612005
""
""
0.0063401461
0.012492643
0.04336508
0.0020354697
0.0095844232
""
0.0025829612
0.0012300091
0.022519358
0.0022655446
0.0011214971
0.0019044863
0.0017226713
0.010074287
0.0023625551
0.0054678293
0.0019058092
0.014650452
0.010914037
""
0.059082512
0.00098364614
0.0055571231
0.0059325066
0.012234444
0.035986006
""
0.013714219
0.055467647
0.0031124114
0.012681721
0.071861617
0.0042594369
""
0.0062667527
""
""
""
0.0079105003
0.0031111077
""
""
""
""
""
""
""
""
0.0025831885
""
0.012084016
""
""
0.0044777435
0.013789194
""
""
""
""
""
""
""
0.0054110363
""
""
""
""
0.0040019373
""
""
""
0.0051959506
""
""
""
""
""
""
""
""
""
""
""
0.036285594
""
""
""
""
""
""
""
""
""
""
0.030131767
""
0.0071934001
0.005894545
0.0053223888
0.011029755
0.0067882421
0.015035809
0.01080076
0.046200223
0.024493461
0.01618317
0.038074687
0.0051809298
0.026948527
""
0.021079503
""
0.011963419
0.0058703045
""
0.004443489
0.015620539
0.0016006817
0.0083640292
""
""
""
0.0033125705
0.0090717748
0.0067911702
""
""
""
""
""
""
""
""
0.087414473
0.023303084
0.0077662207
""
0.042014375
""
""
""
0.022400456
0.01713812
0.024321247
""
""
""
0.02242188
0.0089019034
0.013802191
0.0047356705
0.0084669357
0.045853354
0.0012697292
""
0.00444907
0.016624562
0.0066873762
0.011410753
0.00587394
0.012716839
0.021749672
0.0051455521
0.018499607
0.0035435981
0.016278053
0.0087774675
""
""
""
""
0.020724311
""
""
""
""
""
""
""
0.040583722
""
0.019205848
0.060084566
""
""
0.0077611138
""
""
""
""
""
""
""
""
0.073071569
""
0.055675238
0.025507206
""
0.018668691
0.035139807
""
0.035770882
0.060066678
