hs_white_female_mean_se
0.0047952873
0.0074009276
0.015450162
0.0041702702
0.0056387521
0.013583099
0.0040577203
0.013970363
0.012436642
0.0069826301
0.0066657355
0.0033320778
0.015049213
0.010543963
0.0063574361
0.01716163
0.019990316
0.0058573922
0.014104404
0.017564036
0.0056798318
0.0062493626
0.0061791423
0.0084176529
0.0031394549
0.021292362
0.0090523604
0.0052097389
0.0035136938
0.0094954493
0.010206295
0.0065925918
0.0033327581
0.0046768282
0.013408374
0.0063417284
0.015399593
0.011040864
0.027395939
0.031726401
0.0063587991
0.014830205
0.019344939
0.0284387
0.019199481
0.014694904
0.0036045329
0.0076107332
0.0045134532
0.0093638161
0.0064597647
0.0054921303
0.0086741149
0.037297454
0.018977687
0.0056978012
0.013369516
0.025393479
0.021509085
0.0097934371
0.012124702
0.0044201035
0.017010828
0.011834476
0.01099461
0.010916088
0.01951465
0.013246056
0.012727682
0.010690449
0.019881165
0.015311681
0.016077725
0.0076043499
0.013688588
0.016363803
0.009991983
0.010106836
0.01792556
0.0040991507
0.012625801
0.0083036358
0.012186238
0.0084308088
0.0033055753
0.010349475
0.0089688748
0.0083018532
0.0055780727
0.0071861679
0.0079337675
0.011527273
0.010790827
0.0058643278
0.011246797
0.022290532
0.008779278
0.0069481558
0.0029475577
0.0060889297
0.0049933521
0.0030389808
0.0036618789
0.0050828089
0.0051875501
0.0034287784
0.0057096486
0.0039127688
0.01288555
0.0073471819
0.0070633795
0.0087940823
0.0045147385
0.023915486
0.0052870833
0.0043250462
0.0058565424
0.026313465
0.026904058
0.022781849
0.0093998872
0.013855055
0.016969945
0.013962422
0.014463207
0.007118478
0.0069891359
0.014174335
0.02161455
0.019004809
0.0022916412
0.012175706
0.0096845208
0.015133876
0.0084637431
0.011596587
0.0063412003
0.0087137669
0.021110231
0.010033938
0.0067165336
0.009538631
0.028187156
0.017878866
0.011551643
0.018581422
0.0073187142
0.011256237
0.015484082
0.015112123
0.010173871
0.0040114508
0.0098258955
0.022919271
0.0049188202
0.0056544202
0.013885711
0.0064977263
0.014875581
0.0077987439
0.022726482
0.012658115
0.0057107601
0.0021393602
0.018471181
0.0015514451
0.0069028484
0.007529757
0.013878781
0.0054513407
0.0014977447
0.0043114754
0.0072792638
0.0036830194
0.0075970236
0.011481135
0.0045248256
0.0026276947
0.0072802352
0.0083437897
0.0082899807
0.0087298611
0.0029492422
0.0092187691
0.010355371
0.0023942217
0.013965236
0.007215383
0.0050108568
0.018902019
0.012842781
0.0074589169
0.0032849968
0.015210387
0.011198959
