spouse_rk_black_female_n
127.0
41.0
""
303.0
535.0
129.0
1420.0
""
""
447.0
374.0
2034.0
""
49.0
220.0
""
""
133.0
""
165.0
1214.0
1624.0
442.0
519.0
2096.0
156.0
514.0
1126.0
2987.0
201.0
411.0
347.0
2229.0
1531.0
413.0
617.0
215.0
276.0
98.0
108.0
1457.0
305.0
97.0
20.0
182.0
233.0
2946.0
317.0
1502.0
344.0
641.0
962.0
452.0
26.0
57.0
1149.0
156.0
31.0
29.0
435.0
192.0
991.0
70.0
47.0
""
28.0
""
""
""
""
217.0
247.0
412.0
331.0
117.0
""
258.0
60.0
75.0
2356.0
294.0
101.0
23.0
130.0
1382.0
76.0
82.0
445.0
660.0
125.0
147.0
""
""
434.0
""
""
60.0
171.0
1672.0
532.0
377.0
5669.0
1572.0
366.0
460.0
1915.0
391.0
1816.0
129.0
269.0
290.0
729.0
1807.0
182.0
1423.0
1039.0
1379.0
73.0
55.0
79.0
479.0
181.0
164.0
455.0
173.0
931.0
888.0
144.0
156.0
149.0
7168.0
188.0
229.0
77.0
117.0
220.0
583.0
912.0
131.0
253.0
667.0
184.0
68.0
133.0
493.0
128.0
367.0
325.0
254.0
255.0
64.0
1566.0
470.0
194.0
738.0
971.0
113.0
820.0
109.0
42.0
""
""
448.0
3792.0
82.0
9033.0
""
""
""
92.0
5561.0
293.0
""
290.0
21.0
""
307.0
482.0
""
""
""
""
991.0
20.0
36.0
1412.0
""
""
348.0
""
33.0
216.0
940.0
""
37.0
49.0
45.0
112.0
504.0
""
506.0
115.0
24.0
69.0
175.0
315.0
1451.0
29.0
65.0
104.0
35.0
150.0
""
""
941.0
269.0
208.0
2418.0
35.0
46.0
42.0
28.0
46.0
23.0
1457.0
112.0
22.0
45.0
1121.0
469.0
140.0
349.0
""
45.0
""
74.0
""
127.0
""
""
54.0
41.0
117.0
183.0
33.0
63.0
316.0
372.0
21.0
60.0
1284.0
81.0
""
""
93.0
""
""
327.0
20.0
177.0
42.0
211.0
285.0
462.0
438.0
12481.0
548.0
4757.0
5667.0
754.0
587.0
153.0
67.0
""
""
""
58.0
27.0
""
""
474.0
""
""
1949.0
135.0
""
240.0
2162.0
21.0
""
""
""
""
""
""
""
""
""
""
25.0
1131.0
""
""
25.0
""
""
""
""
77.0
""
46.0
55.0
""
23.0
41.0
28.0
""
23.0
32.0
26.0
""
131.0
""
""
""
83.0
242.0
27.0
24.0
155.0
""
228.0
265.0
1358.0
111.0
6723.0
254.0
99.0
""
2707.0
""
""
150.0
164.0
50.0
""
""
""
""
""
89.0
69.0
58.0
""
24.0
112.0
""
84.0
21.0
139.0
75.0
""
25.0
""
""
20.0
21.0
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
22.0
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
202.0
""
""
""
28.0
""
""
""
""
""
48.0
""
""
""
""
""
""
""
21.0
""
69.0
""
""
525.0
""
""
""
""
""
""
465.0
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
48.0
902.0
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
188.0
168.0
360.0
""
""
""
""
37.0
106.0
1681.0
38.0
""
""
""
131.0
""
56.0
""
44.0
""
21.0
106.0
73.0
52.0
29.0
593.0
52.0
""
27.0
362.0
37.0
""
""
""
27.0
""
37.0
149.0
53.0
""
104.0
""
""
""
""
38.0
""
""
""
""
""
""
""
63.0
37.0
""
766.0
""
1081.0
""
""
""
127.0
""
""
""
""
""
""
52.0
172.0
153.0
222.0
5292.0
764.0
159.0
72.0
65.0
""
""
""
""
""
28.0
""
""
137.0
""
""
114.0
""
""
""
24.0
""
273.0
110.0
760.0
1557.0
3373.0
134.0
358.0
373.0
272.0
343.0
46.0
""
56.0
""
25.0
928.0
""
59.0
198.0
40.0
""
191.0
""
""
""
""
""
""
""
""
""
""
""
""
79.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
427.0
""
""
""
""
""
""
""
185.0
""
964.0
""
316.0
""
""
""
22.0
""
""
""
""
""
63.0
""
""
""
""
""
""
""
29.0
189.0
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
226.0
249.0
402.0
66.0
1246.0
627.0
""
""
""
81.0
61.0
2471.0
816.0
""
""
1377.0
73.0
143.0
6520.0
""
""
""
""
77.0
""
""
419.0
""
78.0
""
41.0
55.0
""
""
""
""
""
""
""
""
1521.0
