married_pooled_pooled_mean_se
0.002353251
0.0034823816
0.0072216336
0.0020186654
0.0024921841
0.0061167837
0.0016968881
0.0061348258
0.0075231534
0.0028026488
0.0026463892
0.0013966176
0.0074294377
0.0045278901
0.002778915
0.0087734852
0.0091947662
0.0028690689
0.0077712657
0.0056716241
0.0021216306
0.0019264492
0.0028398477
0.0034926198
0.0014929461
0.0063316636
0.0035585933
0.0022306521
0.0014310332
0.0049672769
0.0044163847
0.0036214471
0.0016150237
0.0020356483
0.0043024728
0.0022558621
0.0046990314
0.0040125493
0.0075788209
0.0066502457
0.0020510275
0.004644556
0.0073359967
0.011147587
0.0057323598
0.0048298896
0.0012961401
0.0029850458
0.0017387565
0.0035317673
0.0026456579
0.0021368195
0.0029912901
0.010646347
0.0093420632
0.0020903451
0.0059475508
0.010864762
0.010797403
0.0036978605
0.0052339397
0.0020081324
0.0080664596
0.0054363045
0.0047327089
0.005191837
0.009050007
0.0065238401
0.0060855318
0.0051532118
0.0049025514
0.0041318368
0.0034418192
0.0035819577
0.0051110419
0.0078530442
0.0037731926
0.004808052
0.0070498022
0.0013679747
0.0039132955
0.0040210621
0.0055359239
0.0038403217
0.0014753079
0.0044295825
0.0043062144
0.0031484393
0.0022858458
0.003114504
0.0036095004
0.005745939
0.00541184
0.0023618808
0.0055213608
0.008819392
0.00379734
0.0025827391
0.0010892507
0.0020705515
0.001985494
0.00081672805
0.0013432039
0.0020587579
0.0020650486
0.0011893798
0.0021467074
0.0014070397
0.0043442021
0.0027197904
0.003094902
0.003197764
0.001873599
0.0059092403
0.0019946874
0.0017945855
0.0021048016
0.0081137605
0.0090377685
0.0077351676
0.0033108909
0.0048922668
0.0051967236
0.0042448621
0.0052270652
0.0024139062
0.0024855298
0.0051870411
0.0055759163
0.0057503264
0.00086006534
0.004201917
0.003740113
0.0057083978
0.0031737913
0.0041787997
0.0022968003
0.0026196961
0.0064367773
0.0043829279
0.0025911198
0.0035626187
0.0082307868
0.0063057006
0.0034435033
0.006858652
0.003295901
0.0039215609
0.0048983134
0.0050056176
0.0045353295
0.0016165662
0.003096391
0.0060108374
0.0019357871
0.0020469227
0.0060416795
0.0024295158
0.0058642975
0.004264696
0.01112561
0.00685754
0.0030038783
0.0010534299
0.0080177803
0.00078600034
0.0046258816
0.0046667187
0.0072469283
0.0028242453
0.00074909138
0.0024057364
0.0043716715
0.0021505305
0.0044705165
0.0067313202
0.0022748322
0.0014263005
0.0040936358
0.0055338233
0.0052635092
0.0048347693
0.0014642136
0.0045543956
0.0048306095
0.0011722894
0.0073373616
0.004130336
0.0023184018
0.0086140884
0.0056694308
0.0034317721
0.0015759448
0.0071659032
0.0060150288
0.0038663992
0.003091115
0.0029481412
0.0017545392
0.0048023937
0.0019497595
0.0025215053
0.004266486
0.0035869768
0.0025750117
0.0020964709
0.0013409763
0.0039869682
0.0032458734
0.0028461597
0.0033138769
0.0025983818
0.0069121765
0.0069326013
0.0018545445
0.001941549
0.002374734
0.0010434923
0.0037052289
0.0036580737
0.0047496245
0.0038799616
0.0034459953
0.0046268022
0.001307082
0.0027697673
0.0032632244
0.0026891187
0.0011260458
0.0018620024
0.0020701177
0.0026797217
0.007695518
0.0035653193
0.0086317053
0.0046437313
0.0076985806
0.0030335076
0.010922425
0.0045232335
0.0029775042
0.0042879926
0.0040128776
0.002614534
0.0045390613
0.0047586323
0.0033387602
0.0016371994
0.0043741148
0.0031021272
0.0011388969
0.0028511914
0.0036880842
0.0079490719
0.0033278961
0.0044120769
0.0051637772
