kfr_top20_white_female_mean_se
0.024694938
0.044577841
0.024899796
0.026474018
0.021860505
0.026900759
0.023838857
0.041917983
0.017991288
0.026200697
0.042437118
0.055410318
0.038306326
0.033631437
0.024853988
0.027455177
0.032015659
0.035921261
0.025757128
0.025799874
0.023012083
0.021531856
0.03038338
0.033374224
0.020852512
0.025017718
0.033215415
0.027273055
0.025471386
0.04054863
0.029939385
0.02816065
0.033651043
0.020521984
0.027519321
0.033353619
0.040860929
0.03062438
0.088545002
0.02091231
0.020823594
0.02527659
0.031041997
0.043116301
0.085739829
0.089580879
0.067121901
0.022499228
0.038603071
0.05537222
0.048734285
0.036328778
0.047115967
0.025905015
0.029537857
0.027474687
0.023868892
0.025323771
0.031803824
0.023433065
0.024278879
0.020564169
0.031523768
0.022979898
0.020836124
""
0.076939546
0.055651221
0.034878515
0.043705173
0.050627392
0.049738843
0.04154269
0.026938593
0.035475943
0.061886113
0.064777337
0.036947925
0.038280182
0.03225534
0.068839349
0.038122971
0.027443221
0.073150925
0.040549509
0.025362836
0.021343872
0.028082862
0.025739923
0.021080194
0.021151651
0.017791174
0.022019697
0.01965351
0.018479442
0.023463277
0.041163146
0.033984762
0.022226306
0.026013559
0.02487167
0.023923861
0.019733451
0.022650486
0.019009326
""
0.031691015
0.043301158
0.033798259
0.028054619
0.025381785
0.02116484
0.024953485
0.024778048
0.027308555
0.044318754
0.029819958
0.027333761
0.027598763
0.033684619
0.026234863
0.027580895
0.02734494
0.03264324
0.030618422
0.028247012
0.023810064
0.034518819
0.031245282
0.026460992
0.087146416
0.036841471
0.041693728
0.072564572
0.060402956
0.042686351
0.036125351
0.097728789
0.041978572
0.036504593
0.034897111
""
""
0.030323423
0.030248936
0.03430834
0.03288554
0.042913351
0.038237043
0.029088777
0.02919619
0.037317425
0.052756991
0.030380456
0.036033511
0.035672389
0.072612271
0.037590325
0.040056691
0.035691623
0.031638078
0.038806695
0.023246275
0.020132184
0.043482702
0.023876874
0.028864844
0.030626334
0.043250404
0.029595286
0.032327611
0.024665385
0.028135838
0.029431421
0.031064777
0.022269009
0.026876092
0.027450172
0.030221794
0.078592643
0.051283263
0.040831562
0.057828598
0.042029023
0.0378245
0.030969918
0.044726629
0.03651689
0.032181405
0.041535258
0.046612047
0.038873997
0.038327161
0.035886504
0.0312372
0.040789481
0.034782156
0.046021339
0.049633067
0.049711201
0.029112725
0.061382126
0.032480255
0.037876997
0.0378053
0.057751477
0.060262363
0.020381743
0.021297857
0.02373163
0.024922965
0.022064969
0.025428828
