kir_top20_pooled_female_p75_se
0.010037581
0.0064928713
0.019544924
0.018726105
0.010329249
0.094309524
0.026894405
0.0084454101
0.017092504
0.023226494
0.013442067
0.025442518
0.018874673
0.029837307
0.027183697
0.012641042
0.011223825
0.039550908
0.027095962
0.020343786
0.023350591
0.010537918
0.010015355
0.019367982
0.013714872
0.0098383836
0.01840491
0.010256418
0.026594225
0.019593194
0.016515743
0.086226836
0.036637228
0.019087
0.0085973032
0.013074795
0.0034553998
0.040679846
0.0088535743
0.011399765
0.0082456712
0.0095186466
0.049000803
0.038130756
0.0043973345
0.021786269
0.022711875
0.010790939
0.0049170386
0.020139439
0.0061458163
0.0067842081
0.057121169
0.019860495
0.022437375
0.026474796
0.013786437
0.010380483
0.0050110901
0.055962987
0.010691876
0.016150575
0.0068741585
0.012704379
0.022211958
0.036973514
0.024145877
0.12925874
0.091711774
0.0043019997
0.050372463
0.080225751
0.074807137
0.14392592
0.0072236969
0.11951639
0.064322941
0.012387298
0.012207223
0.019808121
0.022479953
0.078845806
0.12703645
0.012062924
0.052746944
0.036577102
0.058604807
0.095543541
0.05407859
0.022016825
""
0.041962642
0.037322845
0.076751858
""
0.046264771
0.020315487
0.0085568372
0.007366077
0.013433095
0.014842373
0.026408013
0.031554952
0.0015143342
0.0084138196
0.010335837
0.0032320169
0.0079362923
0.022926753
0.0068465644
0.0084258374
0.027229566
0.017081542
0.018129179
0.0072066314
0.017371815
0.038237527
0.053423781
0.024545766
0.03779405
0.024130737
0.028809203
0.02335849
0.02792757
0.019599866
0.023015698
0.010847696
0.010209091
0.015378269
0.028749464
0.033677492
0.031358447
0.024553271
0.0082772067
0.02430092
0.036743008
0.010794334
0.021454556
0.015933879
0.026242049
0.018677944
0.036093168
0.015444979
0.04479675
0.031258456
0.010998207
0.027908027
0.057055142
0.03061524
0.051856991
0.035269611
0.031330861
0.027455941
0.0094510643
0.03720092
0.042935241
0.013447355
0.014900791
0.042749196
0.050718825
0.054299731
0.045107909
0.022341747
0.041492831
0.027634466
0.042573798
0.024103628
0.02748958
0.011334139
0.054168608
0.0046502356
0.03003511
0.027294358
0.0079322457
0.03536747
0.075246572
