hs_white_male_p50
0.86235297
0.87316382
0.8561855
0.85076821
0.82485199
0.88054848
0.80917692
0.82206345
0.88247269
0.82391745
0.79370213
0.81661201
0.84477049
0.84207094
0.79857695
0.84813088
0.83560747
0.84953308
0.8411501
0.80494118
0.84297889
0.84581941
0.83249289
0.82048833
0.81603366
0.81279552
0.82852161
0.84006017
0.8451097
0.86050111
0.86274129
0.8785643
0.84921491
0.85607547
0.84924036
0.82861221
0.80280989
0.82701176
0.890203
0.81423181
0.81234354
0.81975877
0.83849388
0.82401258
0.83923471
0.81475526
0.82775307
0.79136014
0.82657677
0.83190662
0.82862669
0.82170141
0.81354868
0.86771446
0.88175422
0.83404624
0.86580223
0.80317903
0.87192518
0.84281987
0.85904539
0.86731154
0.88178313
0.86100769
0.84499139
0.85471469
0.84091842
0.84454989
0.87841898
0.86035806
0.81402749
0.775181
0.80803221
0.86339885
0.85365945
0.8737945
0.81272197
0.80930072
0.75777388
0.81274956
0.85739356
0.84533924
0.84848356
0.85720927
0.8266356
0.83298373
0.85599923
0.8440069
0.80970973
0.82248437
0.84323519
0.8390165
0.89641762
0.81495172
0.82466364
0.76347029
0.86501735
0.77018636
0.8302024
0.79814291
0.83086663
0.86212611
0.83533931
0.84255767
0.82395685
0.83508861
0.8514908
0.80560845
0.8304249
0.83618623
0.84304488
0.84502071
0.83567983
0.80676842
0.82913911
0.81172419
0.80399823
0.79818189
0.8454178
0.8596943
0.83116388
0.8118372
0.78150499
0.84153521
0.84055209
0.85053223
0.821078
0.85112482
0.75784618
0.80866647
0.82054108
0.79175109
0.82091856
0.82159078
0.79352605
0.80798715
0.79178238
0.82455325
0.7813924
0.83181524
0.86392629
0.84466523
0.82595134
0.81961852
0.82118523
0.82636303
0.8615672
0.82253712
0.82470769
0.85856068
0.83564687
0.81830597
0.80887282
0.8401227
0.84569085
0.82494086
0.81199193
0.83935112
0.84315616
0.88472486
0.89441782
0.88188487
0.85462981
0.85962361
0.89988637
0.86753017
0.86972356
0.85529244
0.83475345
0.83405393
0.84040093
0.83832085
0.8298924
0.83932751
0.82787013
0.86150402
0.83478129
0.83423525
0.82272297
0.86002696
0.83011031
0.83152324
0.8298012
0.83404744
0.82075292
0.83405745
0.8338542
0.82480812
0.82243228
0.8543579
0.84061253
0.83268315
0.82812744
0.81668752
0.8741172
0.8737421
0.8662588
0.86957085
0.85793179
0.82936287
0.81877416
0.74197817
0.79434454
0.82528043
0.82432419
0.83471024
