pos_hours_pooled_male_p50
0.92455178
0.92339581
0.91320062
0.9077394
0.88077819
0.92397016
0.87167358
0.89508772
0.86090302
0.79631895
0.92582524
0.95490551
0.89296746
0.90847141
0.97162747
0.92209852
0.87543839
0.91563368
""
0.96298307
0.98211181
0.9464494
0.86690933
0.83213335
0.9383899
0.88661546
0.90053624
0.89743531
0.82635206
0.94718695
0.93096507
0.97411293
0.84827548
0.90131629
0.88654017
0.90629649
0.86147046
0.84017152
0.88060278
0.85313451
0.87270379
0.9232356
0.85991174
0.79951203
0.87412727
0.94657856
0.92237258
0.87939131
0.85433733
0.81973416
0.84656811
0.85880506
0.78084999
0.81851977
0.96221024
0.87601948
0.86287063
0.88012737
0.91385138
0.86465818
0.86667639
0.90085721
0.86419213
0.82977909
0.90694422
0.74809569
0.84893388
""
""
0.88959807
0.89124936
""
""
1.0061978
0.92306602
""
""
0.94505566
0.94639713
0.85798192
0.97513407
0.823991
""
0.93253481
0.76093113
0.80886775
0.87753111
""
0.88969958
0.88768959
""
""
""
""
""
0.83629739
0.69298291
0.91778553
0.86969596
0.8904267
0.93642259
0.94902813
0.76658964
0.86796236
0.89138353
0.83120131
0.87599474
0.84791625
0.94968629
0.92964917
0.8867045
0.75477052
0.90264577
0.93488455
0.90739661
0.94561505
0.89467174
""
0.97064215
0.8138023
0.93090141
0.90136808
0.92611629
0.99018645
0.80069315
0.8711496
0.85386771
0.93223953
0.84169233
0.81986094
0.92812955
0.84363097
0.91761297
0.93354487
0.83727443
0.95334059
0.93449986
0.92788553
0.88346821
0.79285991
0.86486524
0.95500326
0.84755319
0.97491258
0.91977769
0.8402673
0.92113048
0.9777683
0.93325812
0.86332905
0.91422087
0.82537645
0.90335876
0.88278675
0.83942944
0.82295913
0.85766709
0.88085479
0.75598586
0.94279152
0.8112393
0.98705077
0.86692089
0.83768308
0.74141449
0.98646808
0.94388813
0.88422281
0.93822551
0.77910101
0.87902176
0.86603189
0.73950696
0.90942806
0.94251329
0.90818739
0.87010133
0.87452924
0.76129693
0.97374791
0.8692261
0.96533406
0.9174121
0.87447798
0.99407321
0.88073891
0.84893316
""
0.92250121
0.87808323
0.86076242
0.97950959
0.86195254
0.7997098
0.86714661
0.85401148
0.92198926
0.84521925
0.82201326
0.87790227
0.868963
0.83388633
0.85236996
0.94215846
0.85538048
0.86264342
0.92053032
