grad_other_pooled_p10
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.009005188
""
""
""
""
""
""
""
0.085951701
""
""
""
0.10790387
""
0.15777829
""
""
""
""
""
""
""
-0.033084873
""
""
""
""
""
""
""
""
""
""
0.020794725
""
""
""
""
-0.10775927
""
""
""
""
""
""
""
""
-0.078146219
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.16149528
""
""
""
""
""
0.041772358
""
""
0.015574056
""
""
0.10736771
""
""
""
""
0.14421105
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.006110535
""
""
""
""
""
0.070585147
""
""
""
""
""
0.078042015
""
""
""
0.091465168
""
""
-0.038880087
""
""
0.13513532
""
0.20529921
0.046639167
""
0.045497507
""
""
0.021350238
""
""
""
0.091894388
""
0.19369642
""
""
0.016645499
""
""
0.036452919
-0.12540179
-0.023348976
0.069228746
0.094962031
""
0.085688315
0.068044208
""
0.10686443
0.11080936
0.15825577
0.080295958
0.1467396
0.051886328
0.092053838
0.12979072
-0.037344113
0.026099524
""
""
0.09645123
0.042934593
0.044076845
0.045917399
""
""
-0.062428392
""
0.0057400418
0.13350931
-0.08949288
0.016322833
""
-0.0042856424
""
""
""
0.0206453
""
""
""
""
""
""
""
""
""
0.092693016
""
0.047168307
""
""
0.08805795
""
""
""
""
""
""
""
""
0.13603361
""
""
""
""
0.084805578
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.26654741
""
0.036006205
0.0045510111
""
""
-0.0010817831
0.057310604
""
""
0.18756582
0.049186904
0.0035088288
0.074406654
""
""
0.094805434
""
0.0053561353
0.081434011
""
""
""
-0.096100248
""
""
""
""
0.018451454
0.05621719
""
""
""
""
""
""
""
""
""
""
""
0.0079529081
""
""
""
""
""
""
0.12937781
""
""
""
""
0.018027861
""
""
0.045207355
""
""
0.10810651
""
0.088344462
0.10122974
0.075995669
0.014692157
0.082086101
0.0070207641
""
""
-0.021007992
0.12481257
0.17882091
0.037830427
""
""
""
""
0.13074297
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.074754313
""
""
""
""
""
0.048871476
""
0.23765519
""
""
""
""
""
""
""
""
""
""
0.078311302
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11503129
""
""
""
""
""
""
0.15762427
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.014954853
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13764939
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.0068658218
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.067135878
0.041943587
0.11727598
0.053027321
0.017526925
""
""
""
""
""
""
""
""
""
""
""
""
-0.0053163813
""
""
""
""
""
""
""
""
""
""
""
