married_hisp_pooled_p75_se
""
""
""
0.14468996
0.13803516
""
""
""
0.20167208
""
""
""
""
""
""
""
""
""
""
""
0.231472
0.14199147
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.17906047
0.66156775
0.54831666
0.3056162
""
0.1883813
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12284103
""
""
0.12735726
0.24210963
""
""
""
""
""
""
0.092719555
0.1025998
""
""
""
0.17954786
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.14733899
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.20597321
0.083662465
0.07567589
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.08336886
""
""
""
""
""
""
0.26673654
0.14724621
0.18894956
0.19337326
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.39997828
""
""
""
0.31906039
""
""
""
""
""
0.33291933
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.22924605
""
0.49429029
3.4399562
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.14062992
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41515881
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.19190145
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.31781334
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.35373291
""
""
0.14905551
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.22067302
""
""
""
""
""
""
""
""
""
""
""
""
0.36087027
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.1515411
""
""
""
""
""
""
""
""
""
0.29276893
0.25367931
""
""
""
""
""
0.14818521
""
0.17740971
""
""
""
0.13487826
""
""
""
""
""
""
""
""
""
""
""
""
0.2014758
""
""
""
""
