kir_26_hisp_male_p75
0.52859974
0.50807583
0.76520002
0.53086102
0.51587832
0.69671404
0.52829593
0.42876688
0.65639037
0.54410034
0.46685758
0.5423829
0.66677964
0.58083296
0.50267291
0.53585243
0.55721641
0.49698803
0.71588045
0.46854582
0.49797133
0.53012806
0.53340465
0.50547749
0.53422302
0.56755078
0.53828585
0.55186152
0.56226897
0.44211888
0.54458714
0.51276171
0.55583709
0.58729601
0.52396858
0.58154786
0.66989338
0.47484335
""
""
0.48021984
0.52246672
0.66549724
""
0.44970542
0.68644917
0.57437539
0.61626011
0.56898171
0.52939039
0.51444137
0.55318582
0.49521533
""
0.47800997
0.52190703
0.47906572
0.76361203
0.87575316
0.55601305
0.49989003
0.51890105
0.73384237
0.48923928
0.43580523
0.50392336
""
""
0.30561644
0.69195646
0.55891228
0.52704352
0.44718832
0.59218389
0.51164442
0.3543514
0.45181355
0.45548734
0.66710711
0.55231863
0.52547562
0.5040037
0.34806433
0.47029737
0.52138186
0.37521124
0.58783591
0.5299927
0.51773143
0.4901588
0.43634424
0.4452109
0.61184031
0.49352583
0.55347693
0.33431044
0.58618361
0.55811197
0.54485244
0.55031431
0.53588504
0.57024956
0.56547558
0.56495553
0.54199553
0.54933369
0.5417822
0.54440302
0.50889963
0.50807828
0.50108624
0.58301187
0.55336207
0.52271163
0.57331687
0.54301459
0.54179215
0.59706086
0.73450613
0.62648219
0.48748529
0.4268907
0.52778691
0.58721519
0.70957273
0.57562011
0.54235244
0.55784541
0.69918036
0.53262913
0.54710901
0.68440384
0.5494048
0.58208346
0.5473547
0.56964326
0.58487654
0.53558946
0.74723047
0.45782778
0.56722826
0.53052425
0.33860478
0.55751789
0.53369945
""
0.54561347
0.46588421
0.69062662
0.54720712
0.66902828
0.53796947
0.62570196
0.3452861
0.56220877
0.51698202
0.52050692
0.5031988
0.52001405
0.5223316
""
""
0.62604171
0.57261831
0.4641532
0.60531032
0.50551468
0.58732098
0.49237749
0.51244891
0.5243628
0.50768167
0.55546552
0.49226028
0.38891843
0.51605201
0.5249936
0.50608927
0.53479987
0.56375939
0.46003437
0.50177336
0.52067333
0.49390227
0.53680062
0.53444928
0.57470059
0.58974391
0.47780356
""
0.45233256
0.51199275
0.53402585
0.60638309
0.58411705
0.53576159
0.57470244
0.57650208
0.52661341
0.50872612
0.54840928
0.57414359
0.59114093
0.53788185
0.52117872
0.54129767
0.56460303
0.56106281
0.53730738
0.57134217
0.5426122
0.54618871
0.45704535
0.39759445
0.56954318
0.57113093
0.55587494
0.53929132
0.58809912
0.62200123
0.57311887
0.43791553
0.52672213
0.51220202
0.51904464
0.51643533
0.5322119
0.56070238
0.53168589
0.5354017
0.56653345
0.5285877
""
0.47439304
""
0.58192325
""
0.50414824
""
0.5151906
0.52948123
0.6316787
0.59293884
0.58635014
0.47174194
0.5447349
0.54495835
0.53175545
0.52318662
0.52250999
0.52754623
0.4961274
0.54403174
""
0.57432073
0.52263105
0.58164793
0.55723357
0.533943
0.5747056
0.57013094
0.55414081
0.53483695
0.5586946
0.55906034
0.55897307
0.60254353
0.59249765
0.55788845
0.57742441
0.56943363
0.52164364
0.56731933
0.51094699
""
0.56800646
0.57658058
0.54326642
0.61028111
0.53178775
0.56023359
""
""
0.56627333
0.55513787
0.5007121
0.52824724
0.5676378
0.57256651
0.48595819
0.44584757
""
0.67045814
0.5184558
0.31546041
0.66250569
0.65727592
0.57024992
0.51237547
0.61603385
0.55470985
0.24121839
0.65602553
0.57833868
0.57988554
0.55517471
0.49146092
0.61121398
0.5581001
0.54981226
0.56155926
0.57556188
0.581514
0.51132429
0.56477433
0.58275378
0.57150424
0.47507307
0.53200936
0.55322444
0.54922825
0.55759823
0.45070791
0.49331409
0.56380343
0.49670151
0.51109678
0.58637273
0.47499537
0.53954172
0.45401785
0.58558476
0.563411
0.55881608
0.55422896
0.58240485
0.54581648
0.48194557
0.42284873
0.56726605
""
0.54305226
0.52567333
0.48774907
0.56880772
0.50900143
0.50507873
0.42455575
0.3854036
0.49475494
0.62425977
0.46230504
0.33440867
0.29160789
0.45613059
0.52516127
0.50938195
0.53086567
0.51684767
0.5692113
0.57881719
""
0.513686
""
""
0.49220467
0.65533102
""
""
0.5752551
0.49443981
0.49125555
0.59545916
""
""
""
""
""
""
0.64369285
""
""
""
""
""
""
""
""
""
""
""
0.65324199
""
""
""
0.50083005
0.55751187
""
""
""
""
0.6643576
0.58665186
0.61796868
0.67500645
0.53520417
0.54770619
""
0.4004305
""
0.46871623
0.50735706
""
""
""
""
0.51551247
""
""
""
""
""
""
""
0.51942092
0.56178951
0.65964758
0.58794761
0.4271335
0.5645932
0.63785172
0.52448845
0.55134141
0.53610176
""
0.8193354
0.56292617
""
""
""
""
0.56182706
0.59905022
0.64647675
""
0.49166355
0.64115542
0.60258853
0.80163306
0.57021087
0.58723515
0.43785053
0.51846558
0.42970556
0.51651376
0.55778652
0.58595061
0.5940842
""
""
""
0.55437249
0.56595576
""
""
0.56133324
0.63682187
0.74090016
""
""
""
0.60399032
0.81859076
""
""
0.55364579
0.56902117
0.48409954
0.58876413
""
0.58500856
0.5554055
0.57351869
0.5484308
""
0.57984149
0.58815426
0.59790385
0.66427982
""
""
""
""
""
0.58323658
0.56928104
""
0.54579031
0.56247056
0.56760532
0.61081612
0.61041075
0.70825475
0.60003316
0.57517189
0.54349828
0.55662763
0.56136084
0.63497478
""
""
0.50824106
0.48371342
0.54663604
0.5017494
