work_26_pooled_pooled_n
38459
17779
4061
52814
34400
5678
73527
5672
3829
26828
30269
108620
3853
10566
27858
2822
2572
26407
3590
6002
44245
54232
26094
16281
96253
4507
16873
42522
101945
8496
10733
16391
80807
51170
9949
41483
9422
13143
3190
3784
46757
9206
3965
1701
6028
7790
117215
24193
68266
16661
30830
46516
22467
1701
2403
45523
5993
1843
1853
14375
7645
52943
3201
7356
9627
8051
2650
5116
5758
8104
7457
10693
13303
16465
7762
3414
14872
9205
4290
100693
11964
13168
6852
14500
98672
10923
11600
21773
41175
22128
16452
6478
7307
38062
7088
2837
14839
32479
176410
49434
54375
287068
113899
50378
50517
148249
46056
105623
11185
29052
22346
19777
58533
5295
51903
66194
46594
3003
2503
3272
19001
8878
7618
11616
7632
34980
33224
7816
6176
6102
284306
11716
15305
6643
21614
11776
40288
28501
4693
10447
31012
17021
3059
5208
15830
4131
19712
13159
8215
8019
10401
80501
20894
4904
57552
49060
5653
33886
6222
11688
1713
4563
24235
188530
3326
341180
9747
9709
4138
26723
376042
37013
11122
45998
10715
4832
41434
104911
12637
7093
7700
9261
99644
10389
9126
155520
4015
12402
39838
2879
6657
18399
85432
4180
5945
14201
22325
23560
69693
9009
56518
33494
11535
16408
31958
47953
119402
13512
20380
26479
19408
31156
4273
4430
61904
56202
38126
195502
15412
16081
9390
14143
18093
9977
125764
27717
19821
29151
167930
61434
49776
29970
3566
16776
2898
9880
3618
23104
1747
10495
23939
11718
13373
31467
10401
9713
19506
80216
11439
22330
165334
26567
15612
3422
19541
11296
8051
70505
13388
57735
17025
47679
84001
79454
61562
721169
80729
385448
395905
47183
34026
11490
2387
19954
2113
5073
49112
21655
6679
18097
104340
509
443
298408
89714
8662
46769
224255
11720
4058
3270
2276
5351
8312
5289
6518
2852
13445
10153
23479
214789
4178
12078
20221
6299
7022
6313
9971
18747
2760
15819
20488
12102
17078
45372
25596
5747
32788
25075
18181
10629
43653
14405
7687
8734
16504
29229
11804
11076
33471
6469
44523
50492
130397
12062
579113
53023
10148
11513
194372
3203
6761
22110
32281
12472
4276
7595
5904
4151
5037
12249
8790
10939
2269
12007
18540
2722
14796
5937
9309
14524
1780
23507
222
1125
5175
4284
2047
1257
953
2580
2504
10465
195
570
222
1603
646
944
7150
1094
123
89
255
701
56
636
363
765
1142
2624
1729
2388
3377
1414
17435
3886
1674
1644
314
703
4310
9000
2459
2497
10300
16532
1300
3426
241
10923
6963
1290
825
477
990
4140
2547
1852
1350
790
415
2126
237
7891
4978
5774
5689
5690
4782
5090
9076
46652
3366
3360
4760
16314
326
223
70
355
6614
10680
1961
1128
5592
6252
3624
2412
7646
17605
2100
25123
3762
4303
72265
3928
1481
146
655
1055
3825
59789
391
354
16382
1893
905
671
531
972
1532
869
328
1785
4482
4622
1265
6638
191
2433
40912
188605
1974
75
4078
4512
7442
3661
933
506
1874
979
1076
6169
2165
1646
13985
26634
46561
7274
4909
5043
4592
13810
10396
145124
13586
7781
2773
1507
23725
6279
36162
11217
22204
4702
10731
25856
12526
30038
6497
78264
4589
2401
9168
85113
7426
714
4993
151
11601
452
9409
27293
8277
3166
23638
5505
739
536
49
5520
5153
1526
841
3444
1800
1975
3278
14714
3552
1660
98262
4199
155702
3519
5569
100
29853
3748
1638
1424
1958
1684
19634
80647
48855
15220
31871
382898
42541
13854
7166
11937
1984
542
3183
4978
5019
5332
2039
2750
18950
766
1089
14178
2435
428
2086
5103
4575
24172
7708
34312
163874
278604
15827
35312
25878
19663
17427
4928
764
9267
5229
6314
99424
5404
14055
15995
7145
124
31714
394
48
311
460
249
1157
2952
1009
1363
1070
314
136
9238
1946
1754
9169
1166
3726
1531
3410
4140
1257
42
490
13916
96
883
6927
6289
4694
660
1667
9830
10992
5144
1471
8387
90
71991
3115
9122
3502
12758
931
426
3380
63581
1257
247351
3118
78813
17286
859
16648
22176
2740
12620
8757
10971
4783
43430
6191
581
13701
4704
893
2478
116
41176
143102
16924
29624
964
771
2954
4046
1591
9266
12287
581
756
19549
9510
22488
3683
13802
68483
64179
123444
32481
206543
179360
5469
2011
1183
39079
43821
309223
125559
183
1723
214176
32806
48234
1115582
7424
4485
7550
8359
48818
6764
19325
143734
5527
77373
5954
22190
30736
4137
628
13741
142
515
694
13563
7376
280785
