kir_top01_natam_pooled_mean
""
-4.4347711e-05
""
""
""
""
""
-0.0024253058
""
""
""
""
""
""
""
0.00094260939
0.008572231
""
""
""
""
0.0043194182
-0.0021529514
""
0.0012610749
-0.0021586053
-0.00019961337
""
""
""
9.0013767e-05
""
""
""
-0.002144339
0.017919449
0.00090253708
""
-0.00077646476
-0.00028536413
0.0040905252
-0.00060270372
""
""
0.001967323
""
""
0.001608517
0.0011349455
""
-0.00085369457
0.00083152077
""
""
""
""
""
""
-0.002112943
""
""
""
-0.0010320721
""
-0.0018870845
""
""
-0.00073599862
0.00081043603
0.00083595578
0.0003694504
""
""
-0.0016561799
0.0053858277
""
-0.00024030698
0.0082430011
0.0091417693
0.005974208
-0.00078724703
-0.00012242884
0.0021838234
0.0021176818
0.00062607514
0.00082517555
0.000643762
""
-0.0019651845
-0.00077187695
""
0.0021306225
0.00079703901
0.0065046409
""
0.0098758843
0.00041713132
0.0028272106
0.0017365435
0.00028224575
0.00023283788
""
-0.00025345327
0.0028470356
0.00033403735
0.00084392459
0.0016390119
0.00053104822
""
0.0012042711
-5.2909632e-05
""
""
0.0017018857
0.00034497023
0.0093602622
""
""
0.0071864859
""
""
""
""
""
""
""
""
-0.00013814014
""
""
""
""
""
0.0067656995
""
""
-0.0029987211
""
""
""
""
""
""
""
""
-0.0057161255
0.0081966463
""
""
""
""
""
-0.0023827103
-0.0036209314
""
""
-0.0047826502
0.0089932177
""
""
""
""
""
""
""
""
""
0.00085249258
-0.00025719468
""
-0.0010273237
""
""
0.0013384722
0.074412771
""
0.0058117248
-0.0042520268
""
""
""
""
0.0037157694
0.052858636
""
""
0.0060645724
0.0014295989
0.07833188
-0.00014396856
-0.0024149292
-0.0075893071
0.0012565339
0.019809652
0.023509583
0.0074587436
0.0029188555
-2.0347548e-05
-0.0012410316
0.00088782917
0.0075690178
-0.0010641878
0.0020922378
-0.0042734272
0.0036538611
0.011826281
0.0058010714
-0.00090862502
0.0002313385
0.00054442848
-0.0099313445
""
-0.00045526651
-0.0020259563
0.035599202
0.0097183678
0.023819441
""
0.040912785
0.00090748438
-0.0030904496
0.010660996
0.0097510433
0.00089095079
0.00088047097
-0.0019744209
0.039027967
-0.00094355759
0.010056844
0.0025835729
-0.0011320862
""
-8.7453809e-05
-0.00062502548
0.019647382
0.0055204681
0.019387541
0.00080761081
""
3.9597118e-05
-0.0036342195
0.0061707292
0.0033541017
-0.0010356012
0.00053467695
""
0.014011241
""
""
""
-0.0029236032
0.023378909
""
""
""
""
""
""
""
""
0.00060333504
""
0.042432114
""
""
0.00020231694
0.00080604252
-0.00067390606
""
""
""
""
""
""
-1.129363e-05
""
""
""
-0.00073010463
0.00078942894
""
""
""
