work_29_other_female_mean_se
0.054238051
0.040520009
""
""
""
""
""
0.037651915
""
""
""
""
""
""
""
0.050229978
0.075398341
""
""
""
""
0.091409154
0.049646925
0.074541233
0.070646159
0.049618941
0.082021184
0.061618391
""
""
""
""
""
""
0.046153374
0.0649231
0.021724973
""
0.062568083
0.05783977
0.052394688
0.075527273
""
""
0.021232715
""
""
0.062079214
0.029895935
""
0.032811116
0.059247199
""
""
""
""
0.067204297
0.099772759
0.056423299
""
0.072743833
0.066069402
0.051515765
0.11348038
""
""
""
""
""
0.011384459
0.06413541
""
""
""
0.024399024
""
""
0.030454442
0.039691001
0.066947468
0.067277297
""
""
0.040970206
0.088319592
""
""
""
0.07873638
0.064109117
""
""
""
""
""
0.094756819
0.084535673
0.024766689
0.032813672
0.061216641
""
""
0.078102432
0.0070618829
0.037069649
0.046294704
0.01295954
0.035119101
""
0.03808054
0.033523504
""
""
0.070514269
0.028990323
""
""
""
0.098742619
""
""
""
""
""
""
""
0.055641446
0.053901233
0.088303961
""
""
""
""
0.055340737
""
""
0.045851231
""
""
""
0.10427232
""
""
""
""
0.051392
""
""
""
""
""
""
""
0.051204599
""
""
0.06190056
0.070120856
""
""
""
""
0.11133017
""
""
""
""
""
0.073913194
""
0.019878259
""
""
0.069255896
""
""
0.02968142
""
""
""
0.10091558
""
0.029891355
0.065570168
""
""
0.0062979753
""
0.064344533
0.024391687
0.066352338
""
0.0078626927
0.061694968
0.02428215
0.013456801
0.068472475
0.030997593
0.043181509
0.1035751
0.013693539
0.030295238
0.056485247
0.072856441
0.0036145435
0.040539317
0.018858895
0.093194239
0.043457251
0.022593392
""
""
0.014116706
0.030641237
0.038776539
0.0061754836
0.017970806
""
0.0082864128
0.0067393552
0.045263886
0.0074942093
0.0053403857
0.009560463
0.011923851
0.022906853
0.0082177753
0.01609203
0.006499181
0.023182159
0.026524823
""
0.044456478
0.010304141
0.014480514
0.013973543
0.029546075
0.049357332
""
0.021771932
0.053621203
0.010936776
0.023484068
0.031285703
0.017021883
""
0.011247271
""
""
""
0.024246641
0.03699781
""
""
""
""
""
""
""
0.068785109
0.014340146
""
0.027511029
""
0.041817863
0.01057941
0.051289454
0.068206005
""
""
""
""
""
""
0.015865184
""
""
""
0.071403064
0.02713364
""
""
""
0.040079407
""
""
0.073527023
0.074442305
0.09644457
""
""
""
""
""
""
0.035441484
""
""
""
""
""
""
""
""
0.06795799
""
0.027160721
""
0.01467155
0.013573224
0.035923667
0.033871345
0.015105916
0.01726228
0.028987793
0.038771432
0.02361433
0.018169871
0.031313106
0.016790375
0.028979497
""
0.02594533
""
0.016734606
0.0098509332
""
0.039333981
0.049790859
0.027764404
0.038618054
0.062436435
""
""
0.012753057
0.018650118
0.054176256
""
0.090765923
""
""
""
""
""
""
0.035177585
0.064055227
0.012421764
""
