kir_pooled_female_mean
0.38847595
0.39849424
0.44059521
0.41960508
0.46484354
0.38086632
0.36732647
0.43487951
0.39671215
0.37914842
0.37932724
0.38878828
0.40444145
0.39638278
0.41018048
0.38445351
0.46586469
0.38121602
0.49806142
0.44034505
0.50575829
0.45925632
0.52421248
0.38647187
0.36471513
0.42566159
0.39826345
0.36516827
0.42069516
0.42254925
0.50800234
0.42987922
0.43647373
0.37702549
0.4110662
0.45464921
0.3883231
0.46169215
0.30311945
0.37604538
0.43055776
0.4389433
0.39555293
0.43756467
0.38862953
0.34216186
0.41160655
0.35601759
0.39397523
0.41442242
0.42845172
0.3966676
0.37735656
0.34881786
0.38098434
0.36411619
0.38338053
0.42271295
0.38998392
0.36988258
0.38463849
0.35295796
0.36404777
0.40958273
0.40189564
0.43364379
0.42811593
0.39192459
0.36749059
0.51980668
0.39027536
0.40557459
0.37263483
0.39988849
0.35876238
0.42023683
0.43535993
0.37607875
0.35133532
0.37457764
0.34780377
0.34388602
0.46221083
0.41732061
0.46920052
0.46354115
0.42580318
0.40927389
0.40720364
0.33449483
0.38570482
0.36801305
0.36370474
0.43697
0.41545957
0.41455638
0.32816601
0.46911386
0.40663284
0.39074457
0.39237899
0.38593739
0.40754536
0.39635542
0.37811166
""
0.39207602
0.43474874
0.41570699
0.3941974
0.42213657
0.40585116
0.38385546
0.40665969
0.41311118
0.40152639
0.36969861
0.3867135
0.38019118
0.38963008
0.39167163
0.39770642
0.39428321
0.3660492
0.33388254
0.36890283
0.36423248
0.36118948
0.35870948
0.366281
0.37883395
0.39426258
0.36004156
0.40278119
0.5018239
0.45980102
0.42885217
0.33172905
0.39998728
0.43379259
0.4276163
0.36293122
0.3806788
0.42816046
0.36828792
0.38265952
0.36328021
0.35682777
0.40264696
0.3978236
0.41405633
0.35713086
0.37767437
0.38101682
0.42280537
0.40393925
0.39393452
0.39527082
0.43411466
0.37701687
0.33227962
0.42364615
0.4978244
0.46450111
0.37074175
0.33624825
0.39714888
0.38139078
0.40457073
0.42500266
0.41735554
0.38151681
0.47160229
0.40694559
0.40926144
0.38332012
0.38123047
0.37368459
0.35264939
0.41280293
0.39859149
0.35827902
0.40868354
0.42154589
0.42749977
0.34623134
0.37764758
0.39047474
0.37477764
0.36410415
0.51209044
0.43656972
0.33925048
0.39570123
0.39387283
0.40322131
0.36646137
0.33643308
0.44447526
0.410653
0.36919886
0.42548472
0.3538025
0.4480975
0.41911325
0.35659516
0.35577911
0.38493299
0.38120815
0.38674209
0.40692839
0.38691294
0.38468939
0.38071448
0.4212704
0.47231418
0.43530849
0.40930381
0.4426358
0.39354277
0.34300348
0.41030163
0.38648421
0.42580622
0.36469474
0.42631239
0.40616816
0.38655365
0.3481158
0.44044808
0.39367899
0.36595881
0.39327648
0.40939584
0.37942204
0.43662274
0.37817317
0.37961575
0.39472851
0.41386449
0.38495374
0.44355389
0.47584856
0.35711887
0.3302466
0.36985868
0.51232713
0.42022261
0.47163385
0.36989748
0.36213619
0.40724337
0.37855548
0.38971728
0.3757681
0.40700266
0.38898477
0.40397069
0.42305326
0.39099211
0.40164715
0.35042733
0.36074847
0.36371791
0.36819464
0.50783259
0.37919125
0.40838626
0.37514022
0.39642453
0.422263
0.43767762
0.41176265
0.41781822
0.46275419
0.47759703
0.41995516
0.44900081
0.36980614
0.40326306
0.45925742
0.39902118
0.39526281
0.36366239
0.40293482
0.51498508
0.44987619
0.33345339
0.43657005
0.42086461
0.3652547
0.44234851
0.40319261
0.40555647
0.45424244
0.36680964
0.32881355
0.3462972
0.38103598
0.34232023
0.35805395
0.55043691
0.41693422
0.40097064
0.39431998
0.42426306
0.37857774
0.36688817
0.40377167
0.39579186
0.46037424
0.45585263
0.3962684
0.43425187
0.34827676
0.39292267
0.33995923
0.39753306
0.38614333
0.3598803
0.3213098
0.35829303
0.40353775
0.39231446
0.40808883
0.38061538
0.34951699
0.38947701
0.40774709
0.44516802
0.413569
0.35448846
0.38342836
0.40889391
0.4415248
0.40246192
0.3488135
0.38136801
0.3573975
0.38467351
0.3773016
0.38655502
0.37640151
0.38175184
0.4125416
0.404084
0.44537705
0.45938614
0.41356421
0.40410826
0.35647929
0.39650092
0.42407343
0.40532386
0.39239198
0.41691947
0.43047148
0.43551907
0.4682036
0.50290447
0.40604037
0.41489494
0.49011597
0.45478263
0.30934986
0.41077265
0.39445707
0.41154087
0.38739762
0.38940474
0.34058169
0.35254133
0.40510932
0.36187339
0.33559793
0.37098664
0.41471386
0.39256477
0.37139374
0.37815914
0.40724903
0.40170023
0.37312987
0.34631789
0.35800734
0.39571443
0.45890477
0.44896063
0.43766701
0.38488606
0.37044284
0.36860612
0.35919428
0.36932689
0.37502217
0.3906379
0.43997306
0.43649906
0.39753956
0.35817713
0.34199607
0.37286639
0.37338561
0.36130503
0.41832399
0.38371158
0.43304223
0.53394681
0.37637636
0.37825868
0.3743802
0.43697768
0.40766025
0.42983332
0.3585479
0.37788957
0.39875275
0.40897173
0.42268962
0.39913425
