lpov_nbh_hisp_male_p75
0.64467019
0.61123413
""
""
-0.0099435346
""
""
0.44018877
""
""
0.21903473
""
""
""
""
0.63296747
0.58152068
""
""
""
""
0.31491378
0.47890544
0.60412377
0.39320958
0.57949269
""
0.37989768
""
0.63768911
-0.024337381
""
""
""
0.37766036
0.16631807
0.46381867
""
0.31707567
0.90540814
0.58890581
0.56563592
""
""
0.58011883
""
""
0.27816829
0.52043247
""
0.57114744
0.55838436
""
""
""
""
0.59263968
0.4061479
0.56413829
""
0.28661329
0.14850356
0.69487202
0.42395368
""
""
""
""
""
0.67141962
""
""
""
""
0.63044626
""
""
0.5509755
0.55882007
0.44031537
0.37885574
""
""
0.28766188
""
""
""
""
""
""
""
""
""
""
""
""
0.46380755
0.46654028
0.46872288
0.52154016
0.2827605
0.51160365
0.41774133
0.50601673
0.37331429
0.2818262
0.43995088
0.4897992
0.311369
0.3848615
0.34893125
""
0.3909348
0.47329134
0.36688101
0.22913526
0.68663639
""
0.27370802
""
0.34820288
""
""
""
""
0.28512451
0.78795749
0.33395877
0.15638654
""
""
0.24401692
""
0.63705128
0.20687641
""
0.34180838
""
0.39341208
0.24115524
0.33507138
0.27119136
-0.079416834
""
""
0.33067432
0.12971151
""
""
""
""
""
0.18679702
0.48283258
""
""
0.57123828
0.4540638
""
""
""
""
""
""
0.19230689
""
0.18683046
0.019932043
0.2735222
""
0.40142682
""
0.097781457
0.25833318
""
""
0.39282504
0.63103324
""
""
0.55247545
0.13150431
0.42665145
0.32315692
""
0.19386658
0.59261996
""
0.56043428
0.47143015
0.69137526
0.47812021
0.60994226
0.42359319
0.59641623
0.35352108
0.25947008
0.33292153
0.31549138
0.5648129
0.41222355
0.40250629
0.4240151
0.40624917
0.51926959
0.36508617
0.64675814
0.38633299
0.37237707
0.28217784
0.30830747
0.32848912
0.38187626
0.51895392
0.59808749
0.54673105
0.64220083
0.56641585
0.4906171
0.50312614
0.54675072
0.52243692
0.55827463
0.61961627
0.4645865
0.56817049
0.63649958
0.55729866
0.53167665
0.40555727
0.50321674
""
0.63315535
0.58311862
0.55649334
0.40473858
0.5603143
0.28623036
""
0.30546996
0.41014108
0.59588414
0.46205208
0.40081319
0.50361806
0.44831961
0.53630096
0.48310021
""
0.43257597
0.55815369
0.61239409
0.57624948
""
0.26259348
0.16438441
0.38937375
0.052849591
""
0.47245383
0.34555876
""
0.63364363
0.40078324
0.77190143
0.55108464
0.48175937
0.57198042
""
""
0.10147977
""
0.32891005
""
0.56067431
""
0.57218361
0.41067496
0.56601053
0.51088041
0.40058804
""
0.3574385
0.42937049
""
0.12728998
0.28900722
0.4828819
0.28383595
0.37341014
""
0.49691001
0.97550803
""
0.19804591
0.46486217
0.89485472
0.22325192
""
0.42329913
""
""
0.55005282
""
0.59528154
0.83089858
0.50970054
0.85676581
0.58983028
0.58572137
0.73561543
0.64289391
0.62087208
0.69624233
0.57808405
0.39553806
0.46179256
0.53249246
0.5686928
0.46574083
0.48768154
""
0.51258111
0.23440051
0.52985531
0.59542984
""
0.53968966
0.52559686
0.58484864
0.54685551
0.38108549
0.17400374
""
0.58500826
0.47302192
0.33555955
""
0.08963912
""
0.05778458
""
""
0.087220058
0.2431462
0.57510149
0.47539544
0.51490432
""
0.45687053
0.3246569
""
""
0.53964019
0.52605057
0.56829923
