par_rank_white_pooled_mean_se
0.013778144
0.021873977
0.0093533043
0.0096281199
0.0066671693
0.011428495
0.010230258
0.014819623
0.0079589225
0.01055058
0.015981391
0.019894764
0.015411444
0.014008139
0.0098803621
0.012176823
0.011103022
0.017507968
0.0084621534
0.0092650875
0.0077601597
0.008492263
0.010548299
0.012767516
0.0096166134
0.011066324
0.014628551
0.013213818
0.010376629
0.015059961
0.0095605366
0.010858333
0.013993391
0.01019836
0.012892231
0.015768867
0.017315865
0.012300228
0.036936786
0.011326084
0.010357237
0.010975912
0.012515414
0.016249739
0.028544182
0.032482367
0.020481508
0.016308729
0.017468836
0.022269018
0.018027484
0.0151831
0.020151919
0.011796525
0.01241269
0.012207211
0.010388388
0.010351817
0.015257776
0.010923684
0.010882236
0.0091166813
0.013197485
0.0094778566
0.0085949162
""
0.034578122
0.024446974
0.021459155
0.018072478
0.020527935
0.021712927
0.019133465
0.013353925
0.016872844
0.02288687
0.017858097
0.019191081
0.020982912
0.014222014
0.018472044
0.017039999
0.011943057
0.033648584
0.015501842
0.011585507
0.008479665
0.014128162
0.010639765
0.011628005
0.011561484
0.0087454552
0.009757516
0.0077555119
0.0079560513
0.010525743
0.021833524
0.013907803
0.012441816
0.012292089
0.012097318
0.010378771
0.0077357315
0.0098790396
0.010501476
""
0.014842915
0.018453516
0.014903664
0.012935573
0.013526262
0.028941154
0.013586364
0.012469579
0.011351529
0.019042771
0.015205234
0.011527964
0.013956021
0.015877217
0.012226211
0.012367856
0.012435155
0.015262575
0.014933079
0.01221038
0.010310879
0.016953038
0.014942839
0.012971039
0.037319157
0.015061562
0.015221108
0.031009413
0.018597007
0.02705569
0.01481329
0.036360767
0.01513441
0.013686648
0.013193968
0.037126034
0.035096284
0.014179186
0.01585472
0.01454895
0.016112939
0.017222004
0.015007166
0.012048816
0.011947252
0.018134376
0.020464871
0.014378726
0.019039802
0.016444108
0.025377972
0.018432742
0.0182725
0.015265875
0.014779966
0.015383992
0.0078323502
0.0075803339
0.019736607
0.012162769
0.01655809
0.026290374
0.01716847
0.010337122
0.015787933
0.011938462
0.0099084508
0.011392517
0.01330391
0.013640568
0.011507858
0.011269994
0.013183075
0.02948566
0.018962782
0.0191114
0.022683464
0.015899729
0.015299509
0.014593019
0.026991151
0.013587748
0.011791071
0.014669587
0.018650366
0.014352565
0.020341313
0.014624177
0.013760531
0.017659871
0.013759065
0.019843983
0.018053988
0.01822214
0.014475123
0.019225068
0.01708784
0.018295627
0.017002575
0.024991516
0.02417166
0.010035671
0.0087928968
0.0098953685
0.011619323
0.0096663591
0.011354884
0.010216757
0.011252376
0.0095243305
0.0092395656
0.011528147
0.017540552
0.010836805
0.013825722
0.011120644
0.010078454
0.014210446
0.012805641
0.0069553284
0.01443688
0.017857524
0.017496387
0.015196874
0.018093234
0.015575967
0.011092866
0.010261418
0.011707914
0.01239331
0.013668718
0.015660027
0.013762045
0.010804812
0.020332718
0.015809584
0.020629553
""
""
0.025658797
0.014774367
0.019046221
0.024020052
0.053455122
0.037054088
0.030589219
""
0.025916195
0.010076381
0.013665156
0.0096546402
0.010895173
0.010821424
0.011553306
0.0086890571
0.014916562
0.013566095
0.012323688
0.013764212
0.019332333
0.011714488
0.014171738
0.0096804909
0.010373622
0.018554185
0.0098633841
0.011371396
0.011259146
0.012476171
0.013480328
