comcoll_asian_male_p100
""
""
""
0.88404369
0.71105045
""
0.98961318
""
""
0.65996653
0.76812214
0.97598821
""
1.4251398
1.7437863
""
""
""
""
""
""
1.0843774
""
""
0.98154384
""
""
1.0926619
0.88121754
""
""
""
0.9149223
0.6772154
""
0.90975088
""
""
""
""
1.3428166
""
""
""
""
""
0.73454762
1.6411457
0.80524766
""
""
1.123682
""
""
""
1.3491074
""
""
""
""
""
0.89757907
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.93867886
""
""
""
""
0.96705538
""
""
""
0.5449484
""
""
""
""
1.0160608
""
""
""
""
0.78455728
0.85114467
1.0111951
0.95296824
0.77107042
1.416151
0.6947673
0.93230134
1.1871989
0.89881188
""
""
0.85014307
""
1.1180261
""
0.8518492
0.49495542
1.088939
""
""
""
""
""
""
""
""
1.2408593
0.63930774
""
""
""
0.88749552
""
""
""
""
""
""
""
""
""
1.0507995
""
""
""
""
""
1.3059744
""
""
""
""
1.0261961
""
""
0.86854243
0.90613073
""
0.69891167
""
""
""
""
""
0.87344658
""
0.88186562
""
""
""
""
0.87821621
0.70517987
""
0.63300776
""
""
0.64468682
0.66608036
""
""
""
""
0.72726077
""
""
0.8681258
""
""
0.9062342
""
""
""
0.70960391
""
""
""
""
""
0.88795328
""
0.99548531
""
""
""
""
0.89709038
0.92759341
""
""
""
""
""
""
""
1.0193005
""
0.89847475
0.97280002
""
""
""
""
""
""
1.0311234
""
""
""
1.0334674
""
0.76008707
0.75687468
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.99705023
""
1.2176939
0.82624137
0.77898759
""
""
""
""
""
0.82067055
""
1.1358228
""
0.70269924
0.77454472
0.43089902
0.90397495
0.92104405
0.8821941
0.89497781
0.84374243
0.85636264
0.73918343
""
""
""
""
""
0.70772254
0.90657753
""
""
0.9291954
""
""
0.8404609
0.91479415
""
0.97880167
0.91898334
""
""
""
""
""
""
""
""
""
""
""
0.8059718
0.86177748
""
""
1.0596362
""
""
""
""
""
""
""
""
""
1.0753644
0.6505999
0.8321932
""
0.5523088
0.88001555
1.1727961
""
1.0554157
""
""
""
""
0.9267965
""
""
1.107567
""
0.8590799
1.0532879
0.84361875
""
0.89229381
0.99158967
""
""
0.9677918
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.79568422
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54412562
""
0.95981491
""
""
0.97609282
""
""
""
""
""
""
0.8198843
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.42187312
0.75046092
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.1267992
""
""
""
""
""
""
0.78285861
""
""
""
""
1.0234483
""
""
""
""
""
""
0.77599978
""
""
""
0.92183399
""
""
""
0.83176064
""
""
""
""
""
""
""
""
""
""
0.94955987
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.87319827
""
0.77542388
""
""
""
""
""
""
""
""
""
""
0.71232688
1.0328022
""
0.84111983
0.9260416
1.3857988
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.93938559
0.7870965
0.83242875
""
""
""
""
""
""
""
""
""
""
0.7956779
""
""
""
""
""
0.5454455
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.7941286
0.97836906
0.67887431
""
""
""
""
""
0.78798658
""
0.82619989
""
0.61467838
""
""
""
""
""
""
0.82555425
""
""
1.1360618
""
""
""
""
""
""
""
""
0.87177104
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.92317456
0.91477054
0.8965767
0.49371073
0.75926721
0.86894786
""
""
""
0.92290038
0.64832145
0.83243841
0.685857
""
""
0.76259363
0.81746906
0.80426753
0.83485079
""
""
""
""
0.61147738
""
""
0.86138344
""
0.35969052
""
""
1.0865523
""
""
""
""
""
""
""
""
0.7761181
