pos_hours_other_male_p75_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.07276281
""
""
""
""
""
""
""
0.090250015
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.042284891
""
""
""
""
0.030080704
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.02914433
""
""
0.062336653
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.025726153
""
""
0.028819917
""
""
0.030306786
""
""
0.070989594
""
0.11817655
""
""
0.060509551
""
""
""
0.013398884
""
0.04387445
""
""
0.15082857
""
""
0.046778299
""
""
0.024123562
0.040944699
""
0.041062482
0.034311604
""
0.021015862
0.02457886
0.037958901
0.059203286
""
0.030513821
0.055339389
0.022598702
0.11221147
""
""
""
0.037126884
0.021999771
0.04759125
""
""
""
0.0962153
""
0.037917487
0.062879078
""
0.029377861
""
0.048962977
""
""
""
0.06495706
""
""
""
""
""
""
""
""
""
0.065050736
""
""
""
""
0.052432142
""
""
""
""
""
""
""
""
0.032842152
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.045696869
0.044155851
""
""
0.070791759
0.12417766
""
""
""
0.016072337
""
0.087610297
""
""
""
""
0.033582233
0.069083884
""
""
""
""
""
""
""
""
0.11152046
""
""
""
""
""
""
""
""
""
""
""
""
0.061682817
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.072625026
""
""
0.087495387
""
0.035724763
""
0.040564295
""
0.090896733
0.16242762
""
""
""
""
""
0.13095701
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.045168705
""
""
""
""
""
""
""
""
""
""
0.12189081
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.062736943
""
""
""
""
""
""
0.068890356
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.028128689
0.010863192
0.039653886
0.041781016
0.110405
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.024819629
""
""
""
""
""
0.044464361
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.059800804
""
""
""
0.021485766
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
