hours_wk_hisp_female_p25_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.4182882
""
""
""
""
""
""
""
5.6783772
""
""
""
5.1147122
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.5893335
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.1816757
3.0772893
5.1013842
4.9538913
""
""
0.55917591
2.897773
5.51301
0.87313628
2.1454847
1.9768813
3.5860612
1.4158138
""
""
""
1.9789124
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.0784621
""
""
""
""
""
""
""
""
""
""
""
3.5193198
""
""
""
1.0102191
""
""
2.5869319
""
4.8184409
1.4450229
""
4.5594358
0.66781348
""
4.8589745
1.0754406
""
0.8238284
1.5628316
""
""
0.20634909
1.5302016
3.1050806
""
3.5056787
1.2395566
""
""
0.98946917
2.5745482
""
0.54336047
3.2069983
""
0.52396184
1.0260932
2.4183581
0.5082078
0.49737513
1.5501715
1.1071496
2.4100327
1.1733813
1.3611772
0.80119014
1.5284032
3.7015505
""
""
1.7454225
1.6999211
1.1293653
2.3386738
3.9776676
""
0.87410599
""
0.76952088
1.9819394
3.4489007
1.3492151
4.2948594
1.8879939
""
""
""
2.759758
7.3276491
""
""
""
""
""
""
""
""
0.95282787
""
4.8621316
""
""
1.6894987
""
""
""
""
""
""
""
""
1.8298718
""
""
""
5.1202226
3.097074
4.7586894
""
""
3.6925385
""
""
""
""
3.4526875
4.2130432
""
""
""
""
""
1.5890889
""
""
""
""
""
""
""
""
""
""
1.7224097
""
1.3219385
1.323402
""
""
1.6811085
4.3025842
""
""
""
2.5121377
3.8982813
1.6968231
4.3724895
""
""
""
2.4609158
0.94388777
""
3.7080123
""
4.8149805
1.9508958
""
""
""
2.3860047
3.9662406
""
""
""
""
""
""
""
""
4.1464496
4.260787
2.8639412
1.0413563
""
4.499517
""
""
""
3.7016971
1.9167826
4.3929129
""
""
""
2.6095684
3.1427879
4.7148318
0.40328854
3.4126949
""
5.2374072
2.9215953
1.0147105
1.8443656
1.1787122
3.0915823
1.9428707
1.9571654
""
6.7997689
2.6479433
""
2.9534507
2.1564832
""
""
""
""
2.257236
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.3821716
""
""
""
""
""
4.0945396
""
2.4896173
""
""
""
""
""
""
""
""
""
""
2.4090757
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.8836565
""
""
""
""
""
""
2.1771877
""
3.06463
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.1992707
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.5327806
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.2441449
""
""
""
