kir_stycz_white_female_n
1209.0
3287.0
269.0
423.0
1422.0
31.0
340.0
2534.0
586.0
517.0
1005.0
171.0
407.0
240.0
368.0
872.0
1300.0
170.0
156.0
724.0
222.0
2280.0
1028.0
351.0
1595.0
1596.0
518.0
2384.0
368.0
650.0
603.0
20.0
163.0
339.0
1835.0
1334.0
11420.0
252.0
1981.0
895.0
1537.0
1716.0
83.0
87.0
5157.0
198.0
569.0
2167.0
7360.0
241.0
2907.0
2937.0
63.0
188.0
344.0
406.0
789.0
1803.0
3976.0
30.0
1420.0
716.0
2692.0
1629.0
259.0
55.0
549.0
""
""
4785.0
""
""
""
""
1480.0
""
""
442.0
653.0
180.0
137.0
""
""
1004.0
""
""
""
""
34.0
91.0
""
56.0
27.0
""
""
""
100.0
1552.0
1373.0
748.0
330.0
89.0
98.0
55137.0
2901.0
690.0
10995.0
2654.0
100.0
2660.0
1106.0
314.0
365.0
800.0
4158.0
781.0
184.0
81.0
474.0
118.0
346.0
491.0
539.0
221.0
322.0
554.0
1870.0
1688.0
758.0
324.0
83.0
196.0
317.0
2189.0
404.0
220.0
1904.0
419.0
1229.0
339.0
774.0
221.0
854.0
197.0
304.0
987.0
535.0
66.0
443.0
100.0
188.0
230.0
557.0
1727.0
371.0
234.0
970.0
818.0
121.0
148.0
142.0
213.0
386.0
257.0
188.0
230.0
654.0
342.0
1385.0
122.0
6785.0
524.0
280.0
2825.0
220.0
148.0
2704.0
222.0
310.0
211.0
743.0
386.0
3916.0
1584.0
118.0
439.0
12419.0
""
733.0
3635.0
565.0
206.0
13247.0
449.0
3707.0
8497.0
488.0
1998.0
497.0
220.0
9324.0
1587.0
717.0
352.0
62960.0
1669.0
3459.0
296.0
1346.0
2556.0
109.0
54.0
2900.0
2022.0
2077.0
34750.0
6342.0
182.0
21675.0
19629.0
619.0
23260.0
30805.0
3376.0
7442.0
4024.0
6698.0
3960.0
14023.0
3146.0
3582.0
21.0
678.0
5744.0
7784.0
7231.0
1494.0
1126.0
74.0
4190.0
980.0
11579.0
2305.0
1215.0
8122.0
176.0
13450.0
120.0
60.0
80.0
4871.0
1495.0
214.0
""
154.0
55.0
""
72.0
50.0
565.0
6735.0
""
5256.0
159.0
624.0
10999.0
952.0
862.0
98.0
23.0
165.0
""
58.0
""
15452.0
23.0
127.0
84.0
720.0
5585.0
152.0
68.0
396.0
2967.0
""
333.0
352.0
797.0
554.0
332.0
53.0
421.0
91.0
148.0
204.0
2031.0
131.0
123.0
99.0
46.0
""
20.0
36.0
52.0
454.0
111.0
3741.0
210.0
12608.0
15014.0
4590.0
3512.0
15409.0
5866.0
3490.0
2886.0
2714.0
8856.0
3260.0
1307.0
2584.0
668.0
3599.0
540.0
9677.0
16464.0
264.0
2833.0
2188.0
4867.0
3158.0
995.0
385.0
215.0
15743.0
5742.0
1104.0
135.0
384.0
307.0
113.0
237.0
141.0
284.0
352.0
3280.0
1301.0
16994.0
379.0
2103.0
787.0
178.0
138.0
4283.0
7936.0
3180.0
629.0
144.0
189.0
4809.0
4462.0
2376.0
8673.0
1069.0
1666.0
3995.0
728.0
13383.0
3336.0
14324.0
8475.0
16793.0
9085.0
1006.0
3337.0
3686.0
3375.0
5804.0
8424.0
726.0
757.0
348.0
242.0
8366.0
591.0
927.0
448.0
364.0
105.0
266.0
20.0
439.0
408.0
1065.0
1979.0
292.0
354.0
2056.0
207.0
215.0
246.0
589.0
702.0
332.0
381.0
""
924.0
121.0
2241.0
1764.0
141.0
3335.0
282.0
639.0
4228.0
901.0
""
3173.0
118.0
11360.0
655.0
709.0
2617.0
275.0
2086.0
285.0
268.0
387.0
430.0
268.0
4920.0
296.0
101.0
976.0
2544.0
82.0
61.0
1049.0
321.0
314.0
131.0
331.0
2345.0
1782.0
2444.0
466.0
7808.0
453.0
70.0
1163.0
1295.0
299.0
176.0
10753.0
705.0
2966.0
36.0
736.0
528.0
448.0
331.0
3139.0
2590.0
165.0
1126.0
277.0
265.0
160.0
90.0
105.0
552.0
310.0
127.0
666.0
620.0
621.0
109.0
108.0
1418.0
559.0
398.0
96.0
102.0
527.0
99.0
280.0
87.0
301.0
443.0
117.0
290.0
1121.0
2674.0
1394.0
627.0
208.0
2279.0
370.0
696.0
411.0
310.0
942.0
94.0
297.0
""
175.0
30.0
2716.0
1567.0
38.0
216.0
123.0
1150.0
517.0
43.0
254.0
55.0
21.0
271.0
87.0
136.0
65.0
583.0
603.0
456.0
137.0
98.0
1186.0
103.0
155.0
294.0
522.0
2126.0
1569.0
747.0
73.0
217.0
557.0
26.0
47.0
493.0
2033.0
105.0
120.0
134.0
432.0
499.0
3865.0
164.0
594.0
8473.0
32.0
2197.0
138.0
201.0
1428.0
74.0
181.0
800.0
2722.0
106.0
61.0
""
3848.0
149.0
466.0
""
133.0
33.0
708.0
373.0
321.0
597.0
353.0
279.0
819.0
588.0
2964.0
481.0
146.0
43.0
91.0
663.0
396.0
981.0
138.0
227.0
497.0
206.0
247.0
63.0
1788.0
60.0
243.0
1778.0
116.0
391.0
1331.0
125.0
853.0
90.0
455.0
343.0
2740.0
962.0
429.0
391.0
1051.0
1088.0
64908.0
494.0
259.0
1959.0
445.0
648.0
22925.0
526.0
187.0
976.0
486.0
394.0
1147.0
891.0
131.0
377.0
1416.0
185.0
536.0
85.0
148.0
1505.0
659.0
903.0
327.0
974.0
788.0
559.0
291.0
9728.0
2311.0
1967.0
1179.0
13830.0
2997.0
366.0
1035.0
1066.0
780.0
564.0
7645.0
2903.0
2602.0
1549.0
7107.0
1150.0
414.0
428.0
445.0
398.0
498.0
1036.0
831.0
843.0
407.0
1530.0
3955.0
561.0
459.0
419.0
70.0
105.0
183.0
850.0
435.0
3722.0
5978.0
604.0
4484.0
154.0
151.0
468.0
121.0
1243.0
4173.0
400.0
1886.0
382.0
464.0
395.0
357.0
381.0
1507.0
13482.0
