frac_below_median_natam_pooled
0.56216049
0.78805137
""
0.62888002
0.56596786
""
0.56279469
""
""
0.58481896
0.54288298
0.55126029
""
0.68716961
0.59926987
""
0.82141054
0.52786517
0.69221693
0.7871725
0.78689981
0.73206031
0.59443164
0.70468295
0.52833045
0.74669421
0.60453933
0.58282822
0.56938356
""
0.78900623
0.55353075
0.45253241
0.48480213
0.774266
0.61302024
0.93544227
0.83101165
""
""
0.68433058
0.88072592
""
""
""
""
0.61887854
0.71220326
0.48029482
0.68749106
0.5803526
0.67270476
0.59369439
""
""
0.54504013
""
0.6310029
""
0.70064646
0.55982465
0.5400961
""
0.59709823
0.41640836
0.58123642
""
""
""
""
""
""
""
0.4705795
0.83727986
""
0.77158564
0.84461439
""
0.55612463
0.71745664
0.82011431
""
0.38655788
0.50986964
0.69344628
0.74686736
0.74469644
0.38359052
0.53253186
0.53038764
""
0.6766308
0.67516327
""
""
0.5226599
0.72754222
0.63356179
0.66076386
0.66469139
0.64185876
0.63892931
0.50428671
0.56828558
0.56863248
0.64546144
0.54297656
0.61497122
0.70408285
0.63420099
0.6893307
0.53727484
""
0.64865559
0.57045978
0.65086317
""
""
""
0.65285516
""
""
0.69350839
""
0.55951995
0.46972087
""
""
""
0.48215353
0.55650431
0.52075404
""
0.62904716
0.57244456
0.48690063
0.60059524
""
0.46584946
0.63068897
0.67576069
""
""
0.65465224
""
0.54350531
0.83403534
""
0.82478076
0.61004293
0.54787213
0.37795022
""
0.54476708
0.64419079
0.69749153
0.46917087
0.60816473
0.51868713
""
""
0.29249817
0.5148626
""
0.40602437
0.55812395
0.65961009
0.64714462
0.45910597
0.40375724
0.44170514
0.37936512
0.47066376
0.72637153
0.75152624
0.5629046
0.51680911
0.66411841
0.62627947
0.5997265
0.58738196
0.58500665
""
""
0.52431923
""
""
0.53750259
""
""
0.81688851
0.49250647
""
""
0.6755386
0.66999227
0.66610122
0.54341459
""
0.50322998
0.69535756
0.53023732
0.41484481
0.53800261
0.44849327
0.43617722
0.41952094
0.52062762
0.48425457
0.46403062
0.5165621
""
""
0.39333978
0.65501243
0.62310112
0.55248183
0.74062985
0.52141255
""
""
0.58022881
""
0.5709517
0.67188585
0.74182189
0.59264803
0.57126576
0.63284093
0.6650399
0.61948061
""
0.6638757
""
0.73770314
""
0.66486877
""
""
0.76958567
""
0.5837729
0.57053655
""
""
0.3573384
0.60565966
0.740785
0.58666056
0.53255695
0.53168494
0.73501128
""
0.56509066
0.60609615
""
0.49490055
""
0.61250573
0.56022835
0.54704273
0.46018565
0.46631715
0.4924984
0.68451351
0.46896294
0.52820307
0.53071415
0.46501327
0.6469413
0.81056845
""
0.65603524
0.76977688
0.6826812
0.55057913
0.56201547
0.71025914
0.53332484
0.62441701
""
""
0.53268123
0.48065215
0.62474757
0.60813236
0.42557386
0.64478308
0.71430862
0.77995723
0.65693778
0.61616278
0.77373534
0.73532575
""
0.29773465
0.51290369
0.55960691
0.68684256
0.61410618
0.72902197
0.78866434
0.28550962
""
""
""
0.31428403
0.46684021
""
0.58250767
0.50835371
0.74131721
0.435969
0.47153342
0.55751657
0.5870564
0.54602975
0.56410491
0.6003015
""
0.4070082
0.60783744
0.63991916
""
0.46258092
0.5056138
0.50145048
0.6621179
0.49951601
""
0.49264508
0.45580515
0.49940699
0.40243828
0.46513486
0.47753754
0.78647518
0.84994471
0.48041987
""
""
0.53176624
0.49687558
0.82075179
0.74620211
0.85063654
0.76498491
0.95227075
0.7436915
0.59380913
0.54366469
0.67459381
""
0.53533989
0.51495576
""
0.73987108
0.56873506
0.85286093
0.82950515
0.66541463
0.72549343
""
0.70679176
""
""
""
""
""
""
""
0.7123006
""
""
""
0.85064727
""
0.76155978
0.76852161
""
""
""
""
""
""
0.8232888
""
0.85650569
""
0.49250379
0.71788836
0.84424073
0.6615926
""
0.72532719
0.88941222
""
0.84142917
0.90078729
0.82669687
0.51572299
0.8180967
0.63927323
""
0.7916187
0.75865203
""
0.70558989
""
0.62250352
0.76085502
""
""
""
0.93670458
0.78744918
0.85593551
0.93719095
0.82148784
0.71619368
""
0.7700097
""
0.57245272
0.89976412
""
0.89214516
""
""
""
""
0.59531343
""
""
""
0.8159979
0.87108856
0.98306853
""
0.8508321
0.81330013
0.66253495
""
0.83801138
0.59737951
0.7520442
""
""
0.83021349
0.74797726
0.81576288
0.71770889
0.60245073
""
0.63927865
""
""
""
0.71284574
""
""
0.50980479
""
""
0.64313114
""
""
""
""
""
""
""
""
""
""
""
""
0.62294465
""
0.71658969
0.59139401
0.51117384
""
""
0.54457057
0.50073284
0.62645274
""
""
""
""
""
""
0.63310504
0.85069036
""
0.60727257
0.60097116
0.45639333
0.53155917
0.62443095
0.65951377
0.73408532
0.62627357
0.56809354
0.507523
0.60603851
0.76205844
""
""
0.43891799
0.673832
0.69243687
0.68896222
0.63693458
0.78850317
0.71309203
0.70229924
0.68044698
0.70580578
0.66586471
0.58884633
0.74444687
0.5777818
0.68798083
0.65109187
0.85842669
""
0.84629738
""
0.66051686
""
0.50227141
0.53579766
0.78657484
""
0.61554211
0.46588132
""
""
""
0.6811229
0.66883212
""
""
0.61363989
0.51594585
""
""
0.39066783
""
""
0.39095545
""
0.5556252
""
0.5765518
""
0.60176086
""
""
""
""
""
""
0.7856974
0.57953042
0.68030947
0.32604972
0.46313414
0.5832324
0.8262949
0.73757285
0.47567222
""
""
""
0.73916966
""
0.47724259
""
""
0.73678857
""
""
0.57797927
0.55317605
""
""
0.77741551
0.7954495
0.43884128
0.73500454
0.6128217
0.46281078
0.49135283
0.64901102
0.61678702
0.57082194
0.64527828
0.66816372
0.71074879
0.82778698
0.66097742
0.71178418
0.73651838
0.59981132
0.73200572
0.67487746
0.80751735
0.81693292
0.57646161
0.53657562
0.60566103
""
0.74025077
0.75689191
0.80510324
0.4141711
0.48146969
0.47912055
0.56680036
0.87480652
0.32826585
0.43800616
0.59154999
0.84322131
0.85798597
0.79482704
""
""
""
0.78623468
0.7559796
""
""
0.79707843
0.69133043
""
""
0.53525025
0.80460775
0.79603082
""
0.50701833
0.74795258
0.76982325
0.55061096
""
0.84196556
""
0.48303634
""
""
0.78824365
0.73744482
""
""
0.78731513
0.72884351
0.90957308
0.67095888
0.79450428
0.75697744
0.57784104
""
0.74214864
0.68846452
0.73517483
0.71463674
0.68048549
0.85381407
0.77117509
0.58323747
0.68391967
""
0.7227909
0.57611448
0.8599841
0.82116586
""
0.49256289
0.53865737
0.47974449
0.69060242
""
""
""
0.83833855
""
0.39205188
0.72209388
""
0.63011348
0.60992855
0.62628973
0.69281369
0.60321254
0.63213742
0.48482263
0.53383803
0.67808574
0.69740266
0.54509562
0.46130919
0.59019154
0.69141525
""
0.64746654
0.63090736
0.43323973
0.56953824
0.76697272
0.68239647
0.47613493
0.79083085
0.48633304
0.51479131
0.58574039
0.51381379
0.74120522
0.56959051
0.66234332
0.61528128
0.62782753
0.46736687
0.59069169
0.55783707
0.66076154
0.74080682
0.56816185
0.65056229
""
0.65114856
""
""
""
0.69485211
0.63678122
0.54432505
