kfr_native_hisp_female_n
""
21.0
""
""
""
""
""
23.0
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
28.0
""
57.0
""
""
""
""
""
""
""
67.0
""
""
""
45.0
""
47.0
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
148.0
""
""
""
""
58.0
""
""
20.0
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
27.0
241.0
142.0
83.0
104.0
39.0
34.0
3635.0
125.0
76.0
1648.0
345.0
86.0
106.0
227.0
""
""
""
58.0
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
85.0
""
""
22.0
""
""
28.0
""
""
""
""
""
61.0
""
""
""
1288.0
""
29.0
149.0
24.0
28.0
869.0
25.0
129.0
1897.0
32.0
79.0
293.0
26.0
1241.0
322.0
24.0
30.0
9556.0
269.0
67.0
""
79.0
444.0
""
""
539.0
102.0
52.0
2381.0
265.0
""
2596.0
1322.0
192.0
3522.0
2487.0
247.0
952.0
281.0
557.0
601.0
2018.0
243.0
114.0
""
56.0
447.0
352.0
724.0
118.0
65.0
""
942.0
46.0
1101.0
208.0
93.0
868.0
70.0
511.0
""
""
27.0
190.0
49.0
""
""
""
44.0
""
22.0
""
36.0
1165.0
""
113.0
""
22.0
671.0
47.0
32.0
""
""
""
""
23.0
""
708.0
""
""
""
81.0
229.0
78.0
""
34.0
136.0
""
""
39.0
41.0
79.0
95.0
""
""
""
""
42.0
648.0
""
71.0
""
23.0
""
""
""
""
""
""
397.0
""
329.0
288.0
35.0
31.0
278.0
93.0
31.0
42.0
47.0
145.0
38.0
86.0
69.0
""
50.0
""
192.0
790.0
""
51.0
42.0
65.0
120.0
""
""
""
253.0
73.0
29.0
""
""
""
""
""
""
21.0
20.0
70.0
35.0
756.0
""
31.0
""
""
""
100.0
180.0
67.0
""
""
""
96.0
95.0
37.0
1161.0
43.0
""
92.0
22.0
663.0
198.0
485.0
183.0
276.0
213.0
""
33.0
95.0
36.0
81.0
258.0
""
""
""
""
147.0
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
54.0
24.0
""
40.0
""
""
51.0
""
122.0
""
""
37.0
""
""
""
""
""
""
""
109.0
""
""
23.0
22.0
""
""
""
""
""
""
""
29.0
""
29.0
""
131.0
""
""
""
""
""
""
116.0
""
31.0
""
""
""
""
""
21.0
49.0
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
73.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
59.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
141.0
727.0
46.0
97.0
143.0
""
50.0
""
""
48.0
""
""
""
58.0
""
""
""
167.0
""
49.0
""
""
""
32.0
""
""
""
""
""
""
20.0
53.0
""
""
""
""
""
42.0
26.0
""
""
27.0
""
""
""
59.0
""
""
""
""
""
""
""
43.0
""
""
""
25.0
""
""
""
""
""
2649.0
""
""
50.0
""
""
431.0
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
29.0
""
""
""
""
""
""
""
324.0
50.0
53.0
32.0
329.0
78.0
""
23.0
""
""
""
115.0
40.0
""
""
52.0
""
""
""
""
""
""
""
""
""
""
32.0
57.0
""
""
""
""
""
""
""
""
169.0
94.0
""
29.0
""
""
""
""
""
33.0
""
27.0
""
""
""
""
""
80.0
349.0
""
146.0
""
""
112.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
68.0
""
""
""
""
""
""
27.0
""
33.0
""
""
""
""
29.0
""
""
""
""
""
""
22.0
""
32.0
""
511.0
35.0
""
31.0
185.0
21.0
""
""
""
""
""
""
22.0
""
""
""
""
""
""
129.0
""
""
""
""
""
""
89.0
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
55.0
""
""
""
""
""
""
22.0
""
""
""
""
""
38.0
""
""
""
""
""
""
112.0
62.0
""
""
""
113.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
51.0
""
""
""
""
""
""
25.0
""
""
27.0
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
35.0
""
""
""
""
94.0
52.0
""
28.0
""
""
20.0
""
""
""
""
""
40.0
""
""
""
""
""
200.0
""
""
""
""
""
51.0
""
""
""
42.0
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
65.0
""
""
31.0
""
""
""
29.0
""
296.0
41.0
127.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
189.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
47.0
""
""
""
""
""
""
""
""
117.0
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
47.0
33.0
""
""
""
""
""
""
53.0
""
""
""
""
""
""
""
""
174.0
""
40.0
""
""
""
""
""
""
""
91.0
""
""
""
35.0
""
""
