comcoll_white_pooled_mean_se
0.021269895
0.014719021
0.038319137
0.040665999
0.022028511
0.10721041
0.040675543
0.015764587
0.031188453
0.036014996
0.027353516
0.056366287
0.038147613
0.045053586
0.044745203
0.021480791
0.023169436
0.055328146
0.064050421
0.024955368
0.04243286
0.0179742
0.021084253
0.035898175
0.020196667
0.019323699
0.032258451
0.016743395
0.038194727
0.031222811
0.030256899
""
0.062817812
0.036511704
0.013715105
0.019766059
0.0078501245
0.045502409
0.018502081
0.027533533
0.018838216
0.020520493
0.089828797
0.079811119
0.011210018
0.049663179
0.033215109
0.016316634
0.0099614216
0.046710059
0.013205617
0.01543902
0.084742703
0.047914758
0.033303402
0.036231607
0.026973769
0.02066407
0.012676328
0.11706762
0.020571027
0.027409542
0.015450719
0.02040237
0.048955031
0.087473027
0.031638544
""
""
0.010625036
""
""
""
""
0.017784644
""
""
0.028386638
0.026312828
0.047111575
0.051426344
""
""
0.021551665
0.10620841
""
""
""
0.087922215
0.056273628
""
0.094040513
0.08045581
""
""
""
0.054672774
0.018345123
0.017807635
0.028047331
0.037481479
0.060409106
0.061805315
0.0035668749
0.013605507
0.026358727
0.007272731
0.016838286
0.079227597
0.014059559
0.02033356
0.037040092
0.035357058
0.025840683
0.01245535
0.023778984
0.045965731
0.078641407
0.030128419
0.059261139
0.036734093
0.033582162
0.027655691
0.050768152
0.034898262
0.032422386
0.016799031
0.019642267
0.026906589
0.039621785
0.055231348
0.048808571
0.041512106
0.016714213
0.034960758
0.04341919
0.018249463
0.033650748
0.022391621
0.03771165
0.025326997
0.048087187
0.022582496
0.055158626
0.038461462
0.022698987
0.02940046
0.076788254
0.029878393
0.068304323
0.060402926
0.040430725
0.030208211
0.020028327
0.035040125
0.037820749
0.025424397
0.023707941
0.053205077
0.055643458
0.053549316
0.042628594
0.035928257
0.044339392
0.050007395
0.048507471
0.028742049
0.033393096
0.020635355
0.059675738
0.0098122517
0.031861316
0.038269438
0.015078298
0.044304289
0.051799804
0.014680157
0.045039643
0.035389982
0.045940012
0.025803316
0.033942707
0.01275982
0.017463923
0.055309515
0.039886478
0.0067629954
""
0.031069579
0.012528771
0.031328689
0.054597065
0.0066969488
0.031239687
0.013255403
0.0087807113
0.031325888
0.016052097
0.030075768
0.03970715
0.0080280444
0.018930404
0.028194858
0.03150228
0.0033262174
0.020380283
0.011434295
0.043230824
0.020477558
0.014535872
0.05552173
0.08550892
0.013022737
0.016646316
0.01731533
0.0044271173
0.010173239
0.045602854
0.0055910842
0.0059473463
0.028724294
0.005581771
0.0044884793
0.01320617
0.0091043832
0.012178999
0.0091426605
0.011054275
0.0058851121
0.013485423
0.012579955
""
0.024445569
0.0098655317
0.0089448821
0.0090511516
0.019614032
0.020804342
0.065416142
0.011941184
0.023621712
0.0073590456
0.016065879
0.020697873
0.0087807244
0.045085616
0.0066462513
0.061020322
0.056205794
0.061820403
0.010236145
