kfr_stycz_pooled_pooled_p25_se
0.0058841892
0.0041170539
0.0071772421
0.009877366
0.0064511285
0.0097694239
0.0073751183
0.003710517
0.0052558403
0.0087875342
0.0070024552
0.012904994
0.0079424353
0.013172385
0.012172668
0.0068160491
0.0057737273
0.0089140432
0.011036846
0.0071635959
0.011886739
0.0049900813
0.0057066982
0.0047054999
0.005584958
0.0054233833
0.0067091272
0.003963639
0.010555164
0.0086120255
0.008001674
0.010128792
0.0073862895
0.0090176882
0.0039419038
0.0064705061
0.0014480589
0.014151568
0.0053700479
0.0072679343
0.0048786174
0.0055856775
0.0068682157
0.0065915878
0.0029021055
0.0095613012
0.008830877
0.0048010717
0.0018946041
0.010285662
0.0022756138
0.004471147
0.0087054558
0.0078058857
0.0075623044
0.008804217
0.0042967643
0.0057774559
0.0055556106
0.010333668
0.0039090766
0.0057578352
0.0034106581
0.0056871013
0.012058814
0.0099251885
0.0086878305
0.03611315
0.03986448
0.0035130512
0.010504307
""
0.10760727
0.026220124
0.0063612531
0.068887778
0.043490343
0.01466014
0.0095309149
0.019642215
0.017483234
0.013042267
0.0392958
0.0077834553
0.016380582
0.037663847
0.016198032
0.070324294
0.020733694
0.022635257
""
0.026715642
0.029654134
0.064672135
""
0.016327282
0.0067570065
0.0044549261
0.0054682265
0.007421595
0.0099731656
0.026233023
0.013117476
0.00095505029
0.0037159857
0.005737178
0.0016863794
0.003317469
0.005391065
0.0044931471
0.003666308
0.0082968911
0.010478121
0.0081350859
0.0038718448
0.0081840204
0.012187686
0.024309974
0.0090614129
0.0093057789
0.0090995664
0.0095220739
0.0091858655
0.017092345
0.010037834
0.0096573094
0.0054125777
0.0052760891
0.0042840769
0.009384078
0.016707836
0.0081346389
0.0095578516
0.0055150799
0.010975617
0.013086507
0.0044578384
0.013200903
0.0066610803
0.0070670242
0.0069257496
0.011189573
0.0077188727
0.014552264
0.010330332
0.0039314418
0.0084716454
0.015291219
0.009733513
0.010593676
0.012140369
0.012595223
0.0087332502
0.0056705875
0.011887345
0.012568441
0.0058664912
0.0045453869
0.013050789
0.016842874
0.012607689
