kfr_imm_white_female_mean
0.49863368
0.50729626
""
0.52552891
0.5956949
""
0.50728095
""
""
0.59860194
0.54948664
0.57514262
""
""
0.50312239
""
""
0.50423598
""
""
0.48387012
0.50295806
0.5951317
0.43603969
0.62629253
""
0.53528792
0.51748759
0.60788882
""
""
0.61559761
0.61179405
0.61401999
""
0.56680602
""
0.47468063
""
""
0.56179327
""
""
""
""
""
0.58465087
0.65799791
0.61367989
0.52778006
0.61500019
0.6031605
0.53825617
""
""
0.6120643
""
""
""
""
""
0.55236143
""
0.59182119
""
""
""
""
""
""
""
""
""
0.75452065
""
""
0.53855532
""
""
0.54841024
""
0.50973594
""
""
0.57282418
0.3894206
0.62764919
0.51290542
0.59560966
0.50947446
0.55618989
""
""
0.59365851
""
""
0.63644743
0.52844387
0.56260079
0.52710885
0.5664075
0.57162052
0.55764067
0.57024378
0.52310765
0.55046535
0.55560088
0.53331923
0.45708677
0.48434731
0.57015657
0.53415847
0.56130898
""
0.52693254
0.57362592
0.55741274
""
""
""
0.50967121
""
0.63885379
0.48200405
""
0.55327135
0.5718618
""
""
""
0.62995768
0.49742326
0.55765349
""
0.51016474
""
0.51392132
0.50853741
""
0.55421489
0.56523824
0.53816915
""
""
0.55873543
""
0.52007508
0.53775042
""
""
""
0.62025827
0.63899755
""
0.523103
0.63129687
""
0.59677821
""
""
""
""
0.5792504
0.64585143
""
0.65673584
0.58083004
0.45956838
0.51567632
0.51622957
0.59607071
0.55666292
0.46232259
0.59805846
0.62266207
""
0.55837917
0.58846855
0.55627036
0.51548946
0.51433146
0.60635674
0.55432481
0.38643354
""
0.59604371
""
""
0.60675514
""
""
0.53483081
0.57238966
""
""
""
0.5258438
0.57009858
0.58817363
""
0.57269263
0.60150743
0.56961054
0.58067954
0.47345442
0.5364393
0.61246443
0.55768853
0.51638329
0.57071584
0.63529247
0.61317092
""
""
0.59843308
0.61390662
0.55204111
0.6225183
0.54005367
0.52242053
0.53299218
""
0.46050173
0.53981858
0.56833887
0.59976941
0.51204747
0.50164688
0.61013234
0.56526548
0.56351525
0.57277936
""
0.56480396
""
""
""
0.63483286
""
""
0.44082883
0.58633685
0.63835239
0.60616201
""
0.66978043
0.65596855
0.6002143
0.54450524
0.63103426
0.61656952
0.51937813
0.5145359
""
0.56449711
0.58083332
0.56627226
0.64907187
0.57011998
0.60877603
0.54969752
0.63276285
0.57946146
0.60894507
0.57263327
0.66785049
