stayhome_white_pooled_mean_se
0.0019256872
0.0030164854
0.0067691114
0.0016713546
0.0020116393
0.0055970903
0.0014812135
0.0049722963
0.0053725317
0.0024736191
0.0023457122
0.0012743225
0.0059823203
0.003893106
0.0023488484
0.0068788794
0.009149137
0.0024013624
0.0061194333
0.0066007478
0.0022574507
0.0022410781
0.0026003609
0.0036726771
0.0012980923
0.0081722802
0.00342222
0.0020582567
0.0014440897
0.0046861642
0.0043231579
0.0028143174
0.0015098433
0.0019672259
0.0054328297
0.0021487726
0.0046138884
0.0038296909
0.009677154
0.010508261
0.0022508281
0.0050438559
0.0067094136
0.010322476
0.006256849
0.0056768996
0.0014870374
0.0028040854
0.0018100989
0.0034985973
0.0024599945
0.0020173655
0.0030674394
0.012431092
0.0078681344
0.0021595773
0.0052323672
0.0090902848
0.0095840227
0.0039717597
0.0046376586
0.0017828537
0.007622303
0.0043353122
0.0044840402
0.0044952463
0.0091117322
0.0069698379
0.0045280098
0.004490098
0.0064470889
0.0052999728
0.0051238416
0.0031530601
0.0049708518
0.0062854472
0.0034859064
0.0039648684
0.0061005051
0.0015574875
0.0049109026
0.0030468337
0.0041367286
0.0031491858
0.0012806254
0.0035706481
0.0033684128
0.0027767688
0.001945855
0.0025922295
0.0029138552
0.0046388125
0.004212101
0.0020782759
0.0044488977
0.0077173989
0.0032213528
0.0023531655
0.001059786
0.0020264208
0.0017077269
0.0013191827
0.0013925186
0.0018461703
0.0017572104
0.0012633377
0.002002941
0.0013798984
0.0039792117
0.002340317
0.0028771313
0.0033180828
0.0018228125
0.0075721592
0.0020323477
0.0015161618
0.0021247056
0.0078977123
0.0085552856
0.0091333389
0.0032446382
0.0047045257
0.0051873331
0.0047713225
0.0055455905
0.0024592916
0.0024143562
0.0052215741
0.0062245955
0.0061896923
0.00086429965
0.0041893483
0.0034956557
0.0049708462
0.0029258642
0.0040646819
0.0020894178
0.0031109513
0.0075620245
0.004600246
0.0024756822
0.0032747367
0.0090806773
0.0055831447
0.0039223637
0.0085529974
0.0029259394
0.0041606282
0.0052852496
0.0053226613
0.0040255273
0.0015134048
0.003298061
0.0079315165
0.0017029727
0.0021284614
0.0063080802
0.00249825
0.0053752754
0.0036287189
0.013295784
0.0059609106
0.0026613788
0.001046976
0.0076765437
0.00080595765
0.0029692354
0.0027841853
0.0048712967
0.0019114289
0.00062508945
0.0016502737
0.0027399173
0.0014066051
0.0028822557
0.0043223579
0.0015747716
0.00097279897
0.0028387643
0.0038389734
0.0032434519
0.0031578988
0.0010134141
0.0032787488
0.0034614636
0.00088737474
0.0060109361
0.0028894632
0.0018816276
0.007543548
0.0044334708
0.0027428458
0.0012906662
0.0051970426
0.0043337774
0.0026264919
0.001871459
0.0017500528
0.001225051
0.0028342954
0.0014316317
0.001725889
0.0029137956
0.0024110191
0.0018423663
0.0013619892
0.0010170667
0.0029305513
0.0022578968
0.0018880151
0.0023695936
0.001741373
0.0043994421
0.00487614
0.0016253808
0.0013180459
0.0017492336
0.00081884238
0.0027757415
0.0025594993
0.0037159214
0.0028454394
0.0026742104
0.0034626452
0.0010107331
0.0017951392
0.0022377516
0.0018869013
0.00085389847
0.0013880208
0.001440418
0.0021459826
0.0075568375
0.0029896775
0.0074509406
0.0044872561
0.0068695098
0.0026632592
0.0082486421
0.0045789243
0.0025517931
0.0033685262
0.0031367743
0.0020949964
0.0036453535
0.0039213058
0.0028142214
0.0012137078
0.0030362215
0.0022291851
0.0008651205
0.0018841452
0.002402192
0.0051902579
0.0023097694
0.0030674159
0.0040122471
0.0013799651
0.0027157429
0.0016139906
0.0024554261
0.0017246857
0.0011549804
0.0011982735
0.001734806
0.00076057523
0.0014480399
0.00081561692
0.00070390198
0.0020382756
0.002292461
0.0036176026
0.010743529
0.0024226287
0.0080586206
0.0044780741
0.0015102683
0.0023439091
0.0038806109
0.0026697884
0.0013008859
0.01715944
0.023712646
0.0007552997
0.0011922303
0.0036221503
0.0018015002
0.00085873419
0.0033215666
0.004057426
0.0051120282
0.0061428924
0.0038329405
