kfr_29_pooled_male_p50
0.53598791
0.43121365
0.45979318
0.49368107
0.5127486
0.47668353
0.44033429
0.47518617
0.47647205
0.50965345
0.54043281
0.4589254
0.52182984
0.50939465
0.50253069
0.50730675
0.57478827
0.50813913
0.4698945
0.49592784
0.49826598
0.49506187
0.48545516
0.48667899
0.4768455
0.50835443
0.46965069
0.43473753
0.49734452
0.51675606
0.52643585
0.44871223
0.49758029
0.45358905
0.42259967
0.513717
0.45842057
0.48060605
0.49783495
0.44871488
0.39701524
0.51123595
0.45451242
0.4637028
0.41674802
0.4926787
0.52382272
0.48272175
0.40622887
0.41500184
0.50762391
0.44027081
0.49997601
0.49906406
0.528804
0.51407695
0.47580257
0.50638217
0.49151284
0.48735753
0.51890004
0.4583787
0.52140248
0.46849295
0.4961395
0.40994534
0.44067073
0.58523703
0.4603264
0.53654504
0.47900665
0.51443785
0.49159357
0.51505601
0.52831852
0.44397336
0.53474236
0.45072985
0.42176488
0.43202147
0.35219708
0.30690211
0.43068504
0.39487955
0.4827491
0.44468012
0.49996158
0.47084686
0.50994164
0.42979231
0.51266819
0.50181055
0.46312171
0.49718171
0.48372954
0.49312237
0.48845661
0.4766618
0.45429757
0.4577778
0.48436961
0.51853997
0.46400008
0.48619425
0.48662513
""
0.40896448
0.44655302
0.43713561
0.46361598
0.43886197
0.37200648
0.43954706
0.4844479
0.43545231
0.44837552
0.40961742
0.53027445
0.51467562
0.49178299
0.48333853
0.47825778
0.51433665
0.50793034
0.48206955
0.47894737
0.50976944
0.54145354
0.470135
0.47927797
0.33808824
0.49272904
0.58062226
0.63549829
0.56953096
0.44664246
0.5006091
0.44975284
0.46380988
0.53220063
0.46012592
0.54808062
0.48647213
0.49548191
0.52350163
0.49493346
0.46718857
0.49568507
0.55360347
0.49196681
0.57000953
0.52989268
0.4712019
0.49950835
0.50899518
0.46378282
0.49118868
0.55759364
0.49418578
0.4798049
0.40054646
0.48180705
0.49004737
0.47504273
0.43371347
0.49841177
0.45023745
0.34428608
0.47880614
0.5039289
0.49120045
0.44663459
0.50369513
