hs_asian_pooled_p10
0.62904596
""
""
0.85504192
0.7630232
""
0.7225377
""
""
0.64524889
0.81297415
0.74887836
""
0.73399699
0.59359586
""
""
0.92771411
""
""
0.99039847
0.84916449
0.82958615
""
0.85363162
""
0.90589303
0.95964557
0.85026187
""
""
0.82685167
0.86262918
0.82372475
""
0.8381744
""
""
""
""
1.0007678
""
""
""
""
""
0.84431696
0.78285843
0.78594679
1.077528
0.83742249
0.61769885
1.0772249
""
""
0.8853839
""
""
""
""
""
0.92152733
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.80641609
""
0.35429889
""
""
0.77021074
0.80674577
""
0.95179653
0.75376534
""
""
""
""
0.77500695
""
""
""
0.92354012
0.83747435
0.78078383
0.80151159
0.88586676
0.80000514
0.91750741
0.73042053
0.88544679
0.72898138
0.78156388
""
0.82875699
0.87472034
0.9924165
0.80150104
""
0.8665278
0.80209213
0.92073882
""
""
""
0.82097572
""
""
0.71198314
""
0.85359168
0.8237201
""
""
""
0.81329536
""
0.91532874
""
0.79035777
""
0.5848884
0.68474185
""
1.0755488
0.75016749
0.92321706
""
""
""
""
0.91257238
""
""
""
""
0.90408117
0.98455721
""
0.77777511
0.79285729
""
0.69702166
""
""
""
""
0.8651033
0.91305226
""
0.86464542
""
""
""
0.71589172
0.84975088
0.87307537
0.99611485
0.78513825
""
""
0.81076658
0.77737433
""
""
""
""
0.67267925
""
""
0.82429951
""
""
0.90702152
""
""
1.0290846
0.74781561
""
""
""
0.86199474
0.99579352
0.71463037
""
0.86853522
0.80423331
0.74986297
""
0.68517822
0.88430732
0.82649159
1.0041648
0.62798446
0.98994589
0.71434182
0.9758907
""
""
0.94126666
0.77139598
0.57454222
0.8774187
0.65950197
""
""
1.0235591
""
""
0.87821019
0.90662795
0.92250991
0.76642847
0.8138203
0.87235546
0.71209067
0.85629386
""
0.89943504
""
""
""
0.99181014
""
""
0.46363118
0.77511173
0.93073905
0.87371176
""
0.99147397
0.5966785
0.86133999
0.76638061
0.71573329
0.76024944
0.92061299
0.98531342
""
0.81426543
""
""
0.73609376
0.74897093
0.82071936
0.33658144
0.80793905
0.769696
0.87574196
0.77005726
0.8492496
0.91568714
0.88605618
0.8499893
0.89635873
0.8494764
0.98009634
""
0.77743465
""
""
0.91763103
0.80726522
""
0.93082893
0.75194305
""
""
0.84937686
0.71085262
""
0.70974916
0.79612321
0.9163298
""
""
""
""
0.54023892
""
""
""
0.94236547
0.90880167
0.78017855
0.8265115
""
""
0.74852765
0.65550023
""
""
0.66827923
0.82581252
""
0.99352062
0.52406508
0.90189159
0.75044292
0.85227275
0.65108246
""
0.9066878
0.80141556
0.84331769
""
0.83999878
0.40794346
""
""
1.0444387
0.90112466
0.91969562
0.71077698
0.97594488
""
0.81895357
0.70977354
0.77658218
0.78164488
0.89885813
0.76044494
0.36315364
""
0.78798127
""
""
0.88606477
0.9880808
""
""
""
""
""
""
""
""
0.85610443
""
""
0.7855739
""
1.014361
""
""
""
""
0.78300923
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.93948567
""
""
""
""
""
""
0.73841619
""
""
""
0.90228057
""
""
""
0.82291961
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.66582358
""
""
0.82367569
""
0.73201245
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.91641366
0.90763199
""
0.78349066
""
""
0.70399362
""
""
""
""
""
""
0.86470139
""
""
0.92666298
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.72010988
0.78878808
""
""
""
""
""
""
""
""
""
""
""
0.35291645
""
""
0.89708489
0.97426146
0.82207227
""
""
""
""
0.74176407
0.69067073
0.78851593
0.96491545
""
""
""
0.91636664
""
0.96365792
""
0.86076009
""
""
0.82407153
""
0.82129139
""
0.91054308
""
""
0.74994612
0.88857937
0.64930886
""
""
""
""
""
""
0.96471798
0.40665984
""
0.71819264
""
""
""
""
""
0.89820284
""
""
""
""
""
""
0.80475348
""
""
0.89533091
""
0.78765488
""
""
""
0.78695118
""
""
""
""
""
""
0.84007239
0.70607477
0.98736614
0.73640722
0.87155724
0.7350896
0.55662525
""
""
""
""
""
""
""
""
""
""
0.83180314
""
""
0.86594981
""
""
""
""
""
0.85958183
""
0.87105846
0.86634731
0.88324511
""
0.8204518
0.97713417
0.58839142
0.78968185
""
""
""
""
""
0.79948831
""
""
0.8387897
""
""
0.7476263
""
""
""
""
""
0.83228177
0.32017761
""
""
""
""
""
0.85809565
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.83801723
0.74384236
0.76746702
""
0.93457884
""
""
""
0.89024472
""
0.79988664
""
0.78161544
0.60842514
""
""
0.77194792
""
""
0.89079577
""
""
0.76189584
""
""
""
""
""
""
""
0.89082307
0.83478856
0.85303718
0.79601151
""
""
""
""
""
""
""
""
""
0.84946686
0.831366
0.98128587
""
0.65838683
0.90251452
0.82849604
0.81663769
0.90299165
0.8672986
0.87524605
""
""
""
0.92356557
0.86117959
0.89226562
0.83897853
""
""
0.86949629
0.88887656
0.8797304
0.91741168
""
0.87658459
""
""
0.80456859
""
0.66503584
0.86869919
""
0.7133441
""
0.77758694
0.77693218
""
""
""
""
""
""
0.71783829
""
0.82582235
