pooled_female_count
31601.564
15173.242
5811.8999
37314.801
25269.561
5919.606
59746.023
5532.7217
3991.772
21692.615
24809.637
80372.625
3714.6436
10074.572
21366.012
2649.3894
3354.9883
19051.254
3589.7673
6765.6694
42749.945
51656.223
20223.838
16061.833
66153.203
5739.5952
16769.922
34918.059
71598.375
8233.3008
10618.553
11459.579
52383.387
32548.018
11920.477
34372.426
11122.981
13095.95
4632.7021
4438.8999
44295.648
10079.9
3876.6289
2057.2161
6307.0723
8034.9844
102723.3
20355.035
53728.508
15602.874
23198.742
43516.008
21784.811
2331.4873
2291.252
39936.82
4948.7637
1870.7677
1679.0496
13940.594
6697.5723
40125.453
3464.1611
6601.4209
11905.414
7341.2021
4261.2852
8559.1191
6449.813
10567.662
8414.7314
13795.349
16483.857
13115.159
7263.6494
3041.582
15368.967
8994.3232
4182.7207
89190.773
14544.137
9682.2451
7076.2993
8868.332
63909.516
8207.0723
8731.1582
18786.426
27161.746
20924.83
14052.147
5833.4067
6327.5874
27889.807
7332.1543
3015.4241
12656.263
29550.418
136020.98
40083.137
34380.098
294463.63
85494.867
35001.32
28719.832
108502.52
31952.512
74316.688
11655.037
22304.59
17436.971
17680.994
46301.125
6778.6631
40084.801
51063.859
35547.152
2808.6599
2493.9722
3775.8779
20609.295
9698.4502
6528.7715
11468.476
8737.0225
28430.646
26220.98
9114.1963
5768.1694
6188.5591
214902.89
10197.274
11892.52
6472.8433
17317.006
11172.436
31343.137
24076.154
5695.4834
10118.228
25771.928
11137.633
4208.3457
5707.3784
16176.629
5465.7695
15562.552
13210.293
8843.833
8595.207
10970.133
61870.727
18987.0
6243.9917
39058.695
44808.285
6151.6763
27615.42
6479.6807
11412.515
3177.7776
5639.73
10017.073
123891.56
3395.7458
205202.92
4808.6587
5298.6289
3165.6978
14045.754
228086.03
16885.828
6714.9937
25626.428
7293.3779
2799.9351
23531.396
59909.949
7837.1982
4659.4951
4431.7192
5832.0625
58584.91
7680.1211
5709.6382
93326.18
3902.8313
6314.3643
25876.848
2835.3792
5351.3735
12267.546
55868.445
3001.5789
4252.7734
10251.325
12662.844
13008.788
37659.426
4608.6406
33995.355
21739.564
6137.6128
8475.7451
19938.438
25689.547
73062.992
8465.4072
13052.879
15109.03
13845.905
17425.668
3339.2888
3073.8879
29606.336
39054.117
19993.279
129354.04
10853.359
13391.692
5666.0435
9916.6045
15705.006
8080.9604
85782.773
18588.074
13680.33
21654.699
103167.63
42891.574
33502.457
20653.232
4075.5164
12764.649
2725.6855
9801.1426
4017.2256
16571.385
1747.5066
14649.551
19680.438
8653.6953
