gsmn_math_g3_2013
2.7598643
2.7598643
2.7598643
2.7598643
2.7598643
2.7598643
2.7598643
2.7598643
2.7598643
2.7598643
2.7598643
2.7598643
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
2.7925096
1.6356106
1.5398232
1.5398232
1.5398232
1.6356106
1.6356106
1.6356106
1.6356106
1.6356106
1.5316743
1.5316743
1.5316743
1.5316743
3.0494535
3.0494535
2.6511452
2.6511452
2.6511452
2.6511452
2.6511452
2.6511452
3.0494535
1.039439
1.039439
1.039439
1.5268495
1.5268495
1.5268495
1.5268495
1.5268495
1.5268495
1.5268495
1.5268495
1.5268495
1.7204127
1.7204127
3.2894924
3.2894924
3.2894924
3.2894924
2.70556
3.2894924
3.1952953
3.1952953
3.1952953
3.1952953
3.9232061
3.9232061
3.1952953
3.2894924
3.2894924
3.1904075
3.148984
3.1904075
3.1904075
3.1904075
3.0457118
3.0457118
3.9232061
3.9232061
3.9232061
3.9232061
3.4813371
3.9232061
3.2894924
2.1626627
2.1219766
2.1626627
2.1219766
2.1219766
2.1219766
2.1219766
2.1626627
2.1626627
1.712031
1.712031
1.712031
1.712031
1.712031
1.712031
3.1304917
3.1304917
3.1304917
3.1304917
3.1304917
3.1304917
3.1304917
3.1304917
3.1304917
1.9019498
1.9019498
1.9019498
1.9019498
1.7280461
1.7280461
1.7280461
1.3171196
1.3171196
1.3171196
1.3171196
1.3171196
1.3171196
1.6756015
1.6756015
1.6756015
1.6756015
2.8029249
3.1331956
3.1331956
3.1331956
1.8975502
2.2193909
3.8055892
1.8975502
1.8975502
2.2193909
2.2193909
3.8055892
3.8055892
3.8055892
4.1572542
3.8055892
3.8055892
3.8055892
2.237046
2.237046
2.7758002
2.237046
2.275918
2.7413771
2.7987199
3.3238716
3.1329718
2.6882017
2.6882017
2.275918
2.275918
1.6044005
3.0408378
3.0408378
3.0408378
3.0408378
3.0408378
1.5093206
1.5093206
1.5093206
2.8284025
2.8284025
3.6052876
3.6052876
3.6052876
3.6052876
3.6052876
3.6827483
3.6827483
3.6827483
3.6827483
3.6827483
2.8284025
2.8284025
3.1199837
3.1199837
3.1199837
3.1199837
3.1199837
3.1199837
3.6069007
4.0001483
4.0001483
4.0001483
3.779424
3.779424
4.0001483
