stayhome_black_male_mean_se
0.020337114
0.020299219
0.023582956
0.046872471
""
0.0288234
0.024926307
0.014989275
0.019831391
0.069474936
0.036401842
0.029543363
0.021669475
0.071468301
0.068541132
0.022882633
0.025957244
0.033358824
0.057949089
0.038396336
0.052576531
0.065922424
0.019530088
0.013320039
0.076279372
0.023217894
0.023358241
0.020396734
0.045832332
0.083054408
0.047497213
0.025900358
0.025535809
0.029972278
0.015811758
0.053374879
0.0049311658
0.060808238
0.026979346
0.033001695
0.015969638
0.025997866
0.025392827
0.019921614
0.0096617704
0.0215277
0.064681411
0.068372972
0.0066644521
0.029280748
0.0070533785
0.020258326
0.0336418
0.025374351
0.024935974
0.041162029
0.016826434
0.042307626
0.021679258
0.022808295
0.016051622
0.025165956
0.011316288
0.045369264
0.034860265
0.028183628
""
""
""
0.015516071
""
""
""
""
0.024798751
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.021914871
0.065677606
""
""
""
""
0.0066133728
0.042498153
0.059625957
0.01437628
0.032467596
""
0.06636668
0.027768226
0.031189032
0.033394881
""
0.037263747
""
0.037447322
""
""
0.020634055
0.030251056
""
""
""
0.02662663
0.039340515
0.028619865
0.061855383
0.01424778
0.02937514
0.045719985
0.021639941
0.032034863
0.024558581
""
""
0.027705854
""
""
0.029208265
0.036335517
0.037277751
0.067638718
""
0.033675548
0.010517652
""
0.051385328
""
0.030394511
0.054406743
0.040777564
""
0.035231356
""
""
0.020749979
0.01563854
0.034324713
""
0.044395331
""
0.018444058
""
0.017565576
""
0.059085846
""
0.05439527
""
0.0066772266
""
0.022975186
0.046925899
""
""
0.025033802
""
""
""
0.018725654
""
0.040325124
0.051857941
0.047339369
""
0.0058281333
""
""
0.041632183
""
""
0.0080288891
""
0.044162072
0.012599708
""
0.068722054
0.046819091
""
0.013013933
0.026122428
""
""
0.0029567312
0.033667155
0.03121745
""
0.050454982
0.022078944
""
""
0.020668704
0.045014538
""
0.010028697
0.040090915
""
0.0068570934
0.0070518563
0.093478099
0.0057117296
0.0061339247
0.011928994
0.011218034
0.041934434
0.013446034
0.021383433
0.010386014
0.051406544
0.045812469
""
""
0.0091305664
0.027488632
0.019417129
0.039627708
""
""
0.031907585
""
0.017277926
0.031061519
0.036748324
0.01725306
""
0.0096674282
""
""
""
0.030518381
0.065071188
""
""
""
""
""
""
""
""
0.0094556389
""
0.029143725
""
""
0.010448278
""
""
""
""
""
""
""
""
0.025954898
""
""
""
""
0.045905128
""
""
""
0.027929971
""
""
""
""
""
""
""
""
""
""
""
0.041226685
""
""
""
""
""
""
""
""
""
""
0.040710699
""
0.0087328916
0.0083262669
0.036832459
0.025227645
0.0093893586
0.019646432
0.040447697
0.04229575
0.013369837
0.00775901
0.016261639
0.0045834254
0.012796115
0.06456022
0.016236179
0.050174184
0.01155451
0.0041487431
""
0.023314904
0.04186279
0.015669174
0.020180687
0.02289222
0.042452659
""
0.0053118635
0.0094533954
0.0316616
0.074335054
0.016015146
""
""
0.060756356
0.045522939
0.087163039
0.037346765
0.027638767
0.023966042
0.0063908426
""
0.025421318
0.023127405
0.03335242
""
0.017055942
0.013635359
0.0097292885
0.03522408
""
0.033970211
0.016291421
0.015699573
0.029885774
0.00377932
0.034562744
0.034335785
0.015507936
0.037158605
0.0059545836
0.016491577
0.0060519772
0.022352027
0.0092078373
0.0092666754
0.023470324
0.025595082
0.011454145
0.025633257
0.019597437
0.011618961
0.047721162
0.034852903
0.048481267
0.055092458
0.012274913
0.045817327
0.058804907
0.048467916
0.046871219
""
0.064688496
0.097017288
0.02134404
""
0.037352592
0.028929342
0.025915418
0.054867812
0.0090150768
0.042892143
""
0.031553246
0.040313926
0.020695871
0.023426352
0.03495926
0.080488898
0.024772847
0.050770715
0.020812713
0.045531441
0.046137463
0.0080868313
0.020382091
0.057963829
0.030717125
0.014700293
0.07131353
0.0060613439
0.068358131
0.0068770964
0.027308814
0.026475547
0.017316969
0.039935514
0.017449612
0.050459012
0.026027763
""
""
0.027187353
0.003877322
0.034795657
0.035537023
0.009804639
0.013761814
0.042540818
""
0.036832552
0.030504307
0.032630678
0.041206583
""
0.016855007
0.024711622
0.040978301
0.083906405
0.0043237698
""
""
0.017365348
0.042682387
0.031931296
0.033026349
0.0072684838
0.042339984
0.022779567
0.035343938
0.067378707
0.040201601
0.039334882
0.061388351
0.012730233
0.011556231
0.045546725
0.041827884
0.049947709
0.050610304
0.032057375
0.058019172
0.052140966
0.029546957
0.0366381
0.053444907
0.020529417
0.037795287
0.011819107
0.046552159
0.056143641
0.012285735
""
0.02951042
