working_natam_male_n
""
28.0
""
""
""
""
""
23.0
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
25.0
""
45.0
""
""
""
""
""
""
""
""
52.0
68.0
""
""
131.0
""
24.0
""
""
160.0
""
""
30.0
140.0
""
37.0
48.0
""
""
""
""
""
""
21.0
""
""
""
20.0
""
34.0
""
""
25.0
22.0
798.0
312.0
""
""
63.0
252.0
""
""
130.0
105.0
55.0
45.0
188.0
28.0
78.0
171.0
108.0
152.0
""
66.0
68.0
""
20.0
21.0
""
""
132.0
1038.0
37.0
1132.0
200.0
172.0
""
72.0
2330.0
130.0
1249.0
846.0
282.0
""
80.0
81.0
""
""
""
178.0
""
""
""
""
""
""
""
""
""
""
""
""
64.0
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
70.0
""
""
""
""
""
125.0
""
""
""
""
""
121.0
""
""
""
240.0
""
22.0
127.0
""
""
172.0
69.0
65.0
252.0
""
194.0
44.0
69.0
267.0
54.0
34.0
24.0
945.0
54.0
26.0
""
114.0
66.0
""
""
72.0
30.0
30.0
317.0
96.0
""
438.0
401.0
""
437.0
558.0
61.0
166.0
75.0
57.0
81.0
254.0
54.0
162.0
""
55.0
123.0
160.0
155.0
48.0
50.0
""
167.0
""
137.0
51.0
54.0
146.0
""
143.0
""
""
""
60.0
20.0
""
""
""
""
""
""
""
""
225.0
""
23.0
""
""
194.0
""
""
""
""
""
""
""
""
168.0
""
""
""
42.0
71.0
""
""
""
43.0
""
""
94.0
""
""
""
""
""
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
62.0
""
33.0
57.0
""
""
86.0
103.0
""
23.0
39.0
35.0
""
53.0
31.0
""
44.0
""
94.0
175.0
""
""
20.0
42.0
31.0
""
""
""
130.0
134.0
""
""
""
""
""
""
""
""
""
24.0
21.0
121.0
""
""
""
""
""
36.0
64.0
29.0
""
""
""
32.0
34.0
""
116.0
""
""
63.0
""
145.0
31.0
94.0
55.0
104.0
88.0
""
""
25.0
51.0
41.0
67.0
""
""
""
""
54.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
25.0
""
""
31.0
""
57.0
""
""
""
""
""
""
""
""
""
""
60.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
54.0
""
""
""
""
""
""
57.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
98.0
""
""
104.0
""
105.0
""
26.0
83.0
""
""
22.0
40.0
""
""
""
59.0
""
""
""
""
""
""
""
""
""
""
21.0
""
""
60.0
""
""
""
""
""
""
64.0
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
322.0
""
""
""
""
""
53.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
69.0
""
""
""
""
""
""
20.0
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
35.0
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
47.0
""
30.0
""
""
47.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
""
20.0
83.0
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
47.0
21.0
""
""
""
25.0
""
""
""
55.0
""
""
""
""
""
""
""
""
""
""
94.0
""
""
""
""
""
""
""
""
45.0
37.0
""
""
41.0
""
""
""
""
""
""
52.0
""
""
""
""
97.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
96.0
""
""
""
27.0
""
22.0
""
""
""
""
""
""
""
""
""
""
76.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
254.0
""
100.0
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
66.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
63.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
49.0
39.0
""
""
""
""
""
""
52.0
""
""
""
""
""
""
""
""
128.0
""
44.0
108.0
""
""
23.0
""
""
""
48.0
22.0
23.0
""
50.0
""
""
48.0
""
""
""
""
""
""
""
38.0
50.0
""
""
270.0
""
""
33.0
""
""
""
""
""
""
""
26.0
36.0
""
""
23.0
""
""
""
55.0
""
""
""
""
27.0
27.0
""
83.0
101.0
""
""
""
""
63.0
""
28.0
""
30.0
23.0
""
93.0
125.0
""
""
""
""
""
""
""
115.0
51.0
""
44.0
""
49.0
""
26.0
""
64.0
""
32.0
44.0
48.0
57.0
""
""
33.0
""
""
""
58.0
""
29.0
""
29.0
""
32.0
""
""
45.0
285.0
""
""
""
50.0
""
30.0
63.0
103.0
""
""
40.0
""
""
""
""
77.0
""
""
""
83.0
26.0
45.0
""
135.0
""
""
27.0
27.0
24.0
24.0
21.0
79.0
112.0
20.0
58.0
""
""
25.0
27.0
""
29.0
""
""
57.0
""
172.0
""
""
""
""
""
""
41.0
""
""
42.0
41.0
""
""
27.0
22.0
""
33.0
45.0
287.0
""
""
138.0
89.0
236.0
""
""
""
""
82.0
""
94.0
""
""
37.0
32.0
""
""
26.0
95.0
""
""
""
""
""
30.0
""
560.0
""
25.0
""
68.0
""
""
""
""
""
""
""
""
""
""
""
""
51.0
""
""
""
67.0
""
""
""
""
""
""
""
""
""
38.0
""
20.0
""
190.0
""
""
""
""
""
""
205.0
52.0
""
""
25.0
""
""
""
""
""
""
""
""
49.0
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
38.0
20.0
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
53.0
""
""
""
""
""
""
""
""
""
209.0
38.0
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
33.0
""
""
""
""
66.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
86.0
""
""
""
""
""
""
""
""
156.0
77.0
26.0
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
70.0
""
""
""
""
""
""
""
""
""
31.0
""
21.0
""
""
""
""
""
""
51.0
""
""
""
107.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
180.0
74.0
""
""
""
155.0
""
""
""
""
""
""
""
38.0
40.0
""
193.0
""
""
119.0
""
""
202.0
53.0
""
""
""
""
""
""
126.0
""
""
""
""
26.0
""
""
""
""
""
114.0
72.0
""
""
29.0
""
""
""
""
""
""
""
""
245.0
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
26.0
""
""
""
""
139.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
101.0
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
34.0
""
""
""
""
""
""
""
76.0
""
""
""
""
""
""
60.0
387.0
28.0
97.0
""
""
""
""
""
35.0
""
""
""
""
233.0
""
70.0
""
""
""
""
""
33.0
""
27.0
""
""
""
37.0
25.0
35.0
""
26.0
43.0
23.0
23.0
""
21.0
43.0
29.0
""
""
32.0
""
""
""
31.0
""
884.0
""
""
271.0
""
""
""
57.0
23.0
""
""
""
""
27.0
""
""
""
997.0
""
116.0
""
127.0
""
457.0
2415.0
""
85.0
""
58.0
21.0
""
""
68.0
""
""
118.0
""
96.0
""
25.0
""
""
""
""
""
""
""
196.0
""
57.0
""
29.0
""
""
""
28.0
140.0
""
""
""
79.0
""
51.0
76.0
86.0
""
129.0
""
36.0
""
22.0
""
""
167.0
""
""
""
37.0
""
""
""
""
""
""
102.0
""
""
""
""
""
""
""
40.0
""
""
22.0
""
""
""
""
""
""
""
29.0
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
61.0
""
214.0
""
""
29.0
""
""
38.0
""
45.0
""
28.0
""
""
""
""
102.0
58.0
39.0
""
""
""
166.0
""
""
105.0
23.0
""
""
""
""
""
""
""
""
104.0
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
31.0
37.0
1488.0
""
""
""
45.0
143.0
""
""
""
71.0
""
""
31.0
""
93.0
33.0
""
""
21.0
""
""
""
""
""
""
128.0
""
""
""
""
133.0
72.0
""
""
""
""
""
""
""
""
94.0
""
""
""
""
""
""
""
""
29.0
""
""
33.0
27.0
""
""
""
""
45.0
""
""
26.0
270.0
""
""
48.0
""
""
""
""
""
""
""
60.0
""
42.0
""
""
""
""
""
""
""
""
40.0
""
""
20.0
20.0
""
""
""
""
98.0
""
""
""
""
""
""
112.0
""
""
""
""
""
60.0
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
27.0
54.0
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
46.0
""
""
""
""
""
""
""
""
""
20.0
""
358.0
""
70.0
""
34.0
44.0
191.0
231.0
294.0
191.0
644.0
125.0
""
581.0
39.0
275.0
23.0
141.0
333.0
86.0
364.0
""
""
85.0
86.0
113.0
""
""
""
""
76.0
114.0
25.0
""
58.0
229.0
29.0
24.0
110.0
250.0
88.0
64.0
25.0
93.0
191.0
148.0
""
41.0
351.0
72.0
514.0
39.0
92.0
100.0
1325.0
287.0
332.0
247.0
97.0
177.0
258.0
284.0
451.0
63.0
""
532.0
208.0
318.0
125.0
""
""
1943.0
387.0
284.0
""
""
27.0
""
48.0
140.0
26.0
41.0
60.0
""
""
66.0
70.0
""
""
""
""
99.0
76.0
42.0
93.0
""
155.0
60.0
67.0
20.0
172.0
""
290.0
72.0
""
""
87.0
""
""
37.0
148.0
""
57.0
""
56.0
""
""
""
20.0
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
22.0
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
106.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
22.0
""
81.0
43.0
""
""
""
21.0
""
""
""
43.0
""
50.0
""
""
""
""
""
""
28.0
41.0
""
""
""
""
37.0
""
""
45.0
""
""
""
""
""
41.0
""
""
65.0
""
""
""
""
46.0
""
23.0
21.0
""
""
69.0
""
""
27.0
""
""
85.0
21.0
35.0
""
""
65.0
""
24.0
37.0
45.0
""
32.0
""
""
82.0
""
""
24.0
""
""
""
""
""
""
""
""
99.0
""
""
""
""
""
""
""
21.0
""
34.0
""
""
""
40.0
""
""
154.0
58.0
177.0
415.0
""
""
107.0
""
""
""
""
121.0
26.0
""
""
49.0
23.0
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
78.0
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
91.0
""
""
23.0
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
65.0
211.0
""
""
""
27.0
60.0
21.0
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
143.0
""
""
25.0
""
""
""
22.0
""
""
""
""
""
""
492.0
""
""
""
148.0
""
""
""
""
""
""
25.0
""
34.0
132.0
""
""
""
""
""
""
""
52.0
""
""
""
""
57.0
""
""
""
""
""
""
97.0
30.0
""
24.0
""
""
""
""
""
""
456.0
""
""
""
20.0
""
21.0
34.0
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
44.0
""
""
48.0
""
""
21.0
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
48.0
""
""
30.0
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
91.0
""
""
""
""
""
""
""
56.0
""
""
28.0
""
""
36.0
""
""
49.0
46.0
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
369.0
39.0
""
""
""
""
27.0
106.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
56.0
""
""
55.0
""
""
""
""
""
""
""
""
""
22.0
40.0
""
""
91.0
""
""
""
""
38.0
""
""
""
""
""
""
391.0
129.0
""
21.0
""
20.0
48.0
130.0
""
82.0
""
78.0
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
48.0
""
""
""
""
""
""
""
110.0
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
59.0
""
""
""
""
""
""
""
""
""
""
""
21.0
29.0
""
""
""
""
""
""
""
""
20.0
""
""
""
""
47.0
""
""
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
38.0
49.0
""
""
""
27.0
""
""
""
""
""
""
104.0
""
""
""
""
20.0
61.0
49.0
107.0
152.0
""
87.0
""
25.0
""
""
25.0
90.0
""
24.0
588.0
154.0
""
""
40.0
""
63.0
91.0
""
""
464.0
""
83.0
""
343.0
258.0
65.0
160.0
""
28.0
214.0
""
322.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
57.0
""
61.0
253.0
""
27.0
""
""
""
""
""
69.0
""
""
50.0
""
36.0
""
22.0
30.0
""
""
""
""
""
34.0
""
""
37.0
""
23.0
""
""
""
""
37.0
""
""
118.0
307.0
28.0
22.0
""
149.0
""
""
""
""
""
""
34.0
""
22.0
""
""
22.0
97.0
125.0
""
""
""
""
29.0
""
""
""
51.0
""
""
46.0
33.0
""
""
27.0
""
""
""
158.0
""
""
""
35.0
""
30.0
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
