comcoll_asian_male_p25_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13622276
""
""
""
""
""
""
""
0.16763696
""
""
""
0.13242939
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.075590305
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.048720233
""
""
0.10898282
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12958983
""
""
""
""
""
""
""
""
""
0.023301417
""
""
0.12502511
""
""
0.032177716
""
""
0.036770284
""
""
""
""
0.060579728
0.14010501
""
""
0.0096023837
""
0.101666
""
""
0.070858181
""
""
0.072048098
0.12572466
""
0.015921107
0.13847679
""
0.040061992
0.029384969
""
0.03257269
0.02360386
0.021242388
0.039754279
0.12587181
0.032297771
0.10110364
0.020009028
0.14291559
""
""
""
0.049921509
0.10381529
0.070960276
0.090242937
""
""
0.082827985
""
0.052198377
0.096953288
""
0.091785073
""
0.073000796
""
""
""
0.1428874
""
""
""
""
""
""
""
""
""
0.077676676
""
0.15190841
""
""
0.10064214
""
""
""
""
""
""
""
""
0.10377393
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.074068904
0.073597781
""
""
0.10269351
0.16688432
""
""
""
0.11302582
""
0.095070198
0.1261594
""
""
""
0.13801849
0.052906301
""
""
""
0.15454662
""
""
""
""
0.073868841
0.14431365
""
""
""
""
""
""
""
""
""
""
""
0.06857232
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.05456017
""
""
0.12874758
""
0.055031374
0.14991835
0.077222563
0.1348034
0.072638229
0.11345654
""
""
""
""
""
0.09761557
""
""
""
""
0.15293679
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.14016274
""
""
""
""
""
0.077551082
""
0.079871193
""
""
0.17034996
""
""
""
""
""
""
""
0.06159072
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.077340543
""
""
""
""
""
""
0.049174067
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.088748187
0.022469305
0.1023903
0.063129485
0.12730609
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12774116
""
""
""
""
""
0.020948384
""
""
""
""
""
0.032269485
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
