proginc_asian_male_p75_se
""
""
""
""
""
""
0.0056768665
""
""
""
""
0.0037156169
""
""
0.012581715
""
""
""
""
""
""
0.012581715
""
""
0.029834218
""
""
""
0.0035215202
""
""
""
0.0022782553
0.0074531795
""
0.013219146
""
""
""
""
""
""
""
""
""
""
0.0015137505
""
0.011040545
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0036940521
""
""
""
""
0.007964815
""
""
""
""
""
""
""
""
""
""
""
""
""
0.014781543
0.0086682132
""
0.0011449606
0.030763283
""
""
0.001470834
0.023142938
0.0023288885
""
""
""
""
0.0049099922
""
0.048502106
""
0.0059817052
""
""
""
""
""
""
""
""
""
""
""
""
""
0.00063441932
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0075618322
""
""
""
""
""
""
""
""
0.0097743133
""
0.0051779826
""
""
""
""
0.0054104095
0.0038806337
""
""
""
""
""
0.0017931035
""
""
""
""
0.005933743
""
""
0.014583607
""
""
0.010638135
""
""
""
0.0068807597
""
""
""
""
""
0.0066557638
""
""
""
""
""
""
0.0039624032
0.0015369084
""
""
""
""
""
""
""
""
""
""
0.005196488
""
""
""
""
""
""
0.0018574019
""
""
""
0.0033051169
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0053554312
""
""
0.0040369993
""
""
""
""
""
""
0.0060320441
""
0.018898966
""
0.0071109524
0.0034225786
0.0069192615
0.0033359029
0.0037071721
0.0022786504
0.001024908
0.006394987
0.018675914
""
""
""
""
""
""
0.0096063586
""
""
""
0.0038836689
""
""
0.013481453
0.0047905357
""
0.0049360241
0.0070539825
""
""
""
""
""
""
""
""
""
""
""
""
0.0076754563
""
""
""
""
""
""
""
""
""
""
""
""
0.0090426933
0.016225088
""
""
0.0086513581
0.093215972
""
""
0.0076725129
""
""
""
""
""
""
""
""
""
0.0090151317
0.01213681
0.03243617
""
0.0033749528
0.0074770646
""
""
0.0010622746
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0027032085
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.006623995
""
""
0.0040757535
""
""
""
""
""
""
0.0036330887
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.020937858
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0059462963
""
""
""
""
""
""
0.0020497991
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.013552132
""
""
""
0.0084860874
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.028770791
""
0.004175398
""
""
""
""
""
""
""
""
""
""
0.023154885
""
""
""
0.0007129818
0.0073936973
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0078467596
0.0028293182
0.0077122515
""
""
""
""
""
""
""
""
""
""
0.0017589802
""
""
""
""
""
0.003174027
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0037503685
0.010010957
0.0041503557
""
""
""
""
""
0.008093752
""
0.0022770131
""
0.0041416907
""
""
""
""
""
""
0.0045767976
""
""
""
""
""
""
""
""
""
""
""
0.0060662553
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0055355248
0.0035924718
0.012703857
0.008936448
0.0054315729
0.0034833935
""
""
""
0.0041299663
0.0056964955
0.0024875533
0.002348803
""
""
0.0044660224
""
0.039542045
0.0022333593
""
""
""
""
0.020938002
""
""
0.015347268
""
0.0060782814
""
""
""
""
""
""
""
""
""
""
""
0.0027554194
