hours_wk_white_male_mean
34.754734
35.738506
33.855099
35.365559
36.515102
35.116245
36.516361
33.046299
34.535225
36.646717
35.414669
37.943424
31.695702
34.115604
34.90448
34.721016
35.080444
35.707867
36.864468
36.20079
36.170555
36.462658
36.958805
38.001965
38.189892
36.779327
37.711288
36.927288
37.744041
36.843452
38.528637
38.430428
37.937946
39.15591
36.430656
36.206276
40.694324
36.549728
37.430107
38.375095
38.753212
39.904957
38.710411
39.544521
38.090912
38.106037
38.473667
41.45594
39.996624
37.817799
38.069538
40.635525
38.237667
39.10606
32.022434
39.43433
38.891403
42.447041
37.92585
38.009357
37.6987
38.293194
35.78442
35.810165
32.546444
31.648874
34.000816
31.673494
33.345158
35.577847
37.736588
39.046654
37.789619
37.101078
35.333977
34.937862
36.236202
33.813084
35.911579
36.908234
33.636623
37.496155
39.285141
36.651085
37.65781
36.625771
34.546467
36.93478
35.810284
35.355759
36.912224
34.875534
32.511299
35.985214
35.205925
36.409821
37.225887
34.263981
34.866611
34.419872
36.151386
36.797188
36.678497
35.948788
35.726181
36.058136
34.470112
36.136055
36.852234
34.067532
35.299931
37.121529
38.402573
38.821957
37.583664
36.306496
37.726929
37.215954
35.415146
37.052982
37.237209
37.845619
38.477249
38.279522
36.454731
37.878513
38.527596
36.929459
38.419861
37.621929
38.71143
35.218521
37.43119
34.277824
37.988785
37.433109
36.511875
35.445923
40.231743
35.409534
35.562897
34.829372
37.303375
39.364632
36.190056
42.135857
37.734913
38.410809
38.86964
38.3479
35.509624
37.962765
39.697651
41.381817
35.794697
37.29216
34.622421
38.279652
39.100647
36.550323
34.372684
33.791927
36.188194
38.163269
38.960739
39.00042
35.843697
38.556126
35.028572
35.653557
37.410416
37.664974
36.300575
37.05344
36.538109
36.89864
36.948669
37.798958
35.49572
36.712322
35.751186
36.928825
37.577297
32.777466
34.88129
37.025917
31.55617
37.262802
35.654934
32.200558
35.994186
35.801689
36.658466
35.714302
36.309444
36.125221
37.849365
38.920959
37.371338
37.585251
37.474052
37.490234
38.485355
36.680573
36.112587
38.511517
37.388691
34.014652
37.197865
37.85508
37.272301
38.995697
39.31773
39.106075
38.106236
38.582138
38.261517
38.478085
36.377991
37.060638
35.859547
