kfr_native_other_male_mean
0.35520059
0.40725687
""
0.47258684
0.35807917
""
0.37886268
""
""
0.35381544
0.48291931
0.41401425
""
""
0.40191549
""
""
0.48625228
""
""
0.44021377
0.41012135
0.40296215
0.44475991
0.41912246
""
0.45557413
0.40579465
0.47014099
""
""
""
0.47752336
0.44895929
""
0.40288809
""
""
""
""
0.40845579
""
""
""
""
""
0.44973055
0.5024147
0.51897299
0.40231946
0.50320083
0.51579064
0.40191963
""
""
0.43068865
""
""
""
0.49282849
""
0.44628701
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.42966715
""
""
""
""
0.44287187
""
""
0.42123386
0.50633287
0.41080669
""
""
""
0.47339574
""
""
0.51765609
0.48659372
0.38932505
0.41193846
0.40745124
0.4159075
0.51000768
0.45426241
0.47954774
0.42574552
0.43046153
0.45297775
""
0.38854045
0.33162069
0.41672406
0.4534485
""
0.39892098
0.47873613
0.40822732
""
""
""
0.54207021
""
""
0.43928424
""
0.45145875
0.4260903
""
""
""
0.47568345
""
""
""
0.43616065
""
0.42226303
0.41972557
""
""
0.37954292
0.39659411
""
""
""
""
0.4846411
""
""
""
""
0.51624763
0.33911189
""
0.43327805
0.44120738
""
0.46461448
""
""
""
""
0.67430061
0.51183099
""
0.55661529
0.45581728
0.63898826
0.47478604
0.45425296
0.45404401
0.46754473
0.42370266
0.48109743
0.37213209
""
0.44525614
0.41963473
0.37279502
0.46827438
0.37751341
0.43221253
0.44877031
0.47787839
0.50571924
0.45566908
""
""
0.43763396
""
""
0.46454227
0.4410781
""
""
""
0.4762319
0.46691632
0.41657814
""
0.47562039
0.49011993
0.46969816
0.48505121
0.45265624
0.48812431
0.45763007
0.39232764
0.56641114
0.46853688
0.46458
0.45839682
""
""
0.43969378
0.38728878
0.45459345
0.46133962
0.54347712
0.33811721
0.36799943
0.41925943
0.35358799
0.27988726
0.47760555
0.44515741
0.43541053
0.52013153
0.48518834
0.43978351
0.42444944
0.48647195
""
0.41992471
""
0.40626526
""
0.31541669
""
0.52205664
0.43557659
""
0.37369469
0.51020336
""
0.5243758
0.42687109
0.46037579
0.41241682
0.47339696
0.46095818
0.50638348
0.56501269
""
0.49001515
""
""
0.49016359
""
0.48398608
0.45951667
0.50381011
0.51648271
0.45105699
0.48867595
0.52733922
0.51296169
0.53646636
0.50006735
0.48156896
0.51842827
""
""
0.32986951
""
""
0.45289406
0.48220205
0.44205323
0.39876813
0.44663444
""
""
0.51314533
0.47734794
0.51340836
0.47660545
0.49452358
0.38537279
0.45574102
""
""
0.46173441
0.45949358
""
""
""
0.49642566
0.47894683
0.46466184
0.50235987
0.53284824
0.52830321
0.5507406
""
""
""
0.55216616
0.3661032
""
0.48648751
0.54403973
""
0.58044583
0.47016293
0.54417253
0.46549803
0.51798964
0.43911275
0.50966763
0.52704543
0.51502872
""
""
""
0.59263498
0.5152843
0.40428191
0.48244828
0.43456864
""
0.41840488
0.47792768
0.46012044
0.55588096
0.49917439
0.44103602
0.47276381
""
0.46245471
""
""
0.40256721
0.48467094
0.41420949
""
""
""
""
""
0.42462873
""
""
""
0.53464013
0.42715493
""
0.63183832
""
""
0.46556088
""
0.55317742
""
""
""
0.48708487
""
""
""
""
""
0.450275
""
""
""
""
""
""
0.58167326
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49410057
""
""
""
""
""
""
0.470148
""
""
0.52684784
0.54686016
""
""
""
0.62718254
0.53584635
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49137089
""
""
""
0.45440376
""
""
""
""
""
0.53234017
""
""
""
""
""
""
""
0.3491025
""
0.45053837
""
""
0.50894284
""
""
""
""
""
""
0.44326982
""
""
0.4611319
""
""
""
""
""
""
""
""
""
""
""
""
